company_name,company_number,company_status,company_type,company_subtype,dissolution_date,incorporation_date,removed_date,registered_date,nature_of_business,registered_office_address
SISSE'S CARE LTD LTD,16159360,active,ltd,,,2025-01-02,,2025-01-02,[87300],1 Hennel Close London England SE23 2NT
PUMPKIN LEGAL AND INVESTMENTS LIMITED,16160011,active,ltd,,,2025-01-02,,2025-01-02,[69109, 70229],71-75 Shelton Street London United Kingdom WC2H 9JQ
BURGERMEISTER LTD.,16160002,active,ltd,,,2025-01-02,,2025-01-02,[56101, 56102, 56103, 56290],128 City Road London United Kingdom EC1V 2NX
RENOVATION LONDON LTD,16160248,active,ltd,,,2025-01-02,,2025-01-02,[41100, 41202, 74100],20 Wenlock Road London England N1 7GU
JACK RABBIT CATERING LTD,16160244,active,ltd,,,2025-01-02,,2025-01-02,[47190, 56210],609 Romford Road London United Kingdom E12 5AD
MRA ELITE LTD,16161120,active,ltd,,,2025-01-03,,2025-01-03,[46730, 46740],115 London Road Morden England SM4 5HP
KEYNEST PAYMENTS LIMITED,16161459,active,ltd,,,2025-01-03,,2025-01-03,[66190],Studio 2.02 Food Exchange London England SW8 5EL
COCOFOUR LIMITED,16161840,active,ltd,,,2025-01-03,,2025-01-03,[74100],2nd Floor College House Ruislip, United Kingdom HA4 7AE
THE SOLO SUCCESS SQUAD LTD,16162266,active,ltd,,,2025-01-03,,2025-01-03,[99999],20 Wenlock Road London England N1 7GU
FOX & PUG LTD,16162492,active,ltd,,,2025-01-03,,2025-01-03,[56302],The Fox Beccles United Kingdom NR34 8DD
PINK PETALS FLORIST LIMITED,16162661,active,ltd,,,2025-01-03,,2025-01-03,[47990],132 Brookscroft Road London England E17 4JR
IRIS GEORGE LTD,16163695,active,ltd,,,2025-01-05,,2025-01-05,[70229],3rd Floor, 86-90 Paul Street London United Kingdom EC2A 4NE
HI GLOBAL EDUCATION LTD,16163821,active,ltd,,,2025-01-05,,2025-01-05,[70229, 85590, 85600],Flat 5 297 Grays Inn Road London United Kingdom WC1X 8QP
RIC SMITH DESIGN LTD,16163953,active,ltd,,,2025-01-06,,2025-01-06,[73110, 74100],71-75 Shelton Street London United Kingdom WC2H 9JQ
CURRENT CLINICIAN LTD,16164123,active,ltd,,,2025-01-06,,2025-01-06,[85590],128 City Road London United Kingdom EC1V 2NX
GOLDEN CROWN ROOFING LTD,16164529,active,ltd,,,2025-01-06,,2025-01-06,[43910],25b Inman Road London England NW10 9JU
LAVIDA ESTATES LTD,16164553,active,ltd,,,2025-01-06,,2025-01-06,[68209],20 Wenlock Road London England N1 7GU
VALUATION LEADS LTD,16164578,active,ltd,,,2025-01-06,,2025-01-06,[96090],71-75 Shelton Street London United Kingdom WC2H 9JQ
JOHNNIES DSUK LTD,16160995,active,ltd,,,2025-01-03,,2025-01-03,[85530],86-90 Paul Street London England EC2A 4NE
JIMMY'S FAST FOOD LTD,16161592,active,ltd,,,2025-01-03,,2025-01-03,[56103],20 Wenlock Road London England N1 7GU
UNMANNED SUPPORT LTD,16161599,active,ltd,,,2025-01-03,,2025-01-03,[74909],20 Wenlock Road London England N1 7GU
MORTGAGE CORRECT LTD,16162064,active,ltd,,,2025-01-03,,2025-01-03,[64999, 66220],128 City Road London United Kingdom EC1V 2NX
HANJU LIMITED,16162071,active,ltd,,,2025-01-03,,2025-01-03,[68209, 68320],45 Pitfold Road London England SE12 9JB
RIGHT TRAVELS LIMITED,16162063,active,ltd,,,2025-01-03,,2025-01-03,[79110],195-197 Wood Street London England E17 3NU
DELIGHT BABA LIMITED,16162629,active,ltd,,,2025-01-03,,2025-01-03,[56103],574 Barking Road London England E13 9JU
LETSGATHER LIMITED,16162626,active,ltd,,,2025-01-03,,2025-01-03,[62012],3 Railway Cottages London United Kingdom E15 3NF
CONSULT FOURTEEN LTD,16162647,active,ltd,,,2025-01-03,,2025-01-03,[62020],Flat 801-1508 20 Palace Street London England SW1E 5BB
J.D TRANSPORT AND AUTOS LTD,16162644,active,ltd,,,2025-01-03,,2025-01-03,[45112, 45320],71-75 Shelton Street London United Kingdom WC2H 9JQ
ZURI CONNECT LTD,16162735,active,ltd,,,2025-01-03,,2025-01-03,[78109],4-6 Throgmorton Avenue London United Kingdom EC2N 2DL
NEXUS LIBERTY LTD,16162737,active,ltd,,,2025-01-03,,2025-01-03,[62020, 62090, 63110, 63120],71-75 Shelton Street London United Kingdom WC2H 9JQ
EKS LOGISTICS LTD,16162910,active,ltd,,,2025-01-03,,2025-01-03,[52290],Railway Arch 13 Almond Road London England SE16 3LR
DALEVA LTD,16162997,active,ltd,,,2025-01-03,,2025-01-03,[74100],85 Great Portland Street London England W1W 7LT
IKONOMO GROUP LTD,16163412,active,ltd,,,2025-01-05,,2025-01-05,[43999],3rd Floor, 86-90 Paul Street London United Kingdom EC2A 4NE
COLLIER PROPERTY LETTING & MANAGEMENT LTD,16163399,active,ltd,,,2025-01-05,,2025-01-05,[68100],3rd Floor, 86-90 Paul Street London United Kingdom EC2A 4NE
VIDEOSMITH LTD,16163969,active,ltd,,,2025-01-06,,2025-01-06,[59112],405 Alloy Court London England E3 2TH
SKYLIGHT FILMS LIMITED,16163964,active,ltd,,,2025-01-06,,2025-01-06,[59111],19 Green Lane London, Greater London United Kingdom W7 2PA
EASYTOURISM LTD,16158665,active,ltd,,,2025-01-02,,2025-01-02,[79110, 79909],19 Stepney Causeway London United Kingdom E1 0JW
ENSO ASSOCIATES LTD,16158820,active,ltd,,,2025-01-02,,2025-01-02,[70229, 82990],71-75 Shelton Street London United Kingdom WC2H 9JQ
THE PERPETUAL GROWTH PARTNERSHIP LIMITED,16159060,active,ltd,,,2025-01-02,,2025-01-02,[70229],Silverstream House London England W1T 6EB
DB10 LOGISTIC SOLUTIONS LTD,16159240,active,ltd,,,2025-01-02,,2025-01-02,[52290],27 Old Gloucester Street London United Kingdom WC1N 3AX
PLANTS AND POEMS LIMITED,16160313,active,ltd,,,2025-01-02,,2025-01-02,[47760, 47910, 58110, 90030],My City Office 85 Great Portland Street London United Kingdom W1W 7LT
EK MAINTENANCE LTD,16160629,active,ltd,,,2025-01-02,,2025-01-02,[43390],24 Firsby Road London England N16 6QA
STUDIO STRATA LIMITED,16160633,active,ltd,,,2025-01-02,,2025-01-02,[74100],Penthouse Flat Copper Point London United Kingdom N4 4EU
PROPERTY LANE ESTATES LTD,16160985,active,ltd,,,2025-01-03,,2025-01-03,[68209],C/O Getground London England W6 0NB
GG-715-875 LIMITED,16160977,active,ltd,,,2025-01-03,,2025-01-03,[68209],1 Lyric Square London England W6 0NB
MARK BERRY CONSULTING LTD,16161633,active,ltd,,,2025-01-03,,2025-01-03,[70229],128 City Road London United Kingdom EC1V 2NX
FUUTA SERVICES LTD,16162354,active,ltd,,,2025-01-03,,2025-01-03,[56290, 81222],3rd Floor, 86-90 Paul Street London United Kingdom EC2A 4NE
BINDRA DISTRIBUTION LTD,16162541,active,ltd,,,2025-01-03,,2025-01-03,[46520, 47421, 47890, 47910],71-75 Shelton Street London United Kingdom WC2H 9JQ
PLANVA LTD,16162553,active,ltd,,,2025-01-03,,2025-01-03,[47910, 58290, 62012],71-75 Shelton Street London United Kingdom WC2H 9JQ
BULA TRAINING LTD,16162984,active,ltd,,,2025-01-03,,2025-01-03,[62030],Apartment 23 Bond Mansions London England W2 1BY
APPLACE LTD,16164513,active,ltd,,,2025-01-06,,2025-01-06,[62090],Suite 3 567 Fulham Road London England SW6 1ES
HOMEHOUSE GALLERY LTD,16164450,active,ltd,,,2025-01-06,,2025-01-06,[47781, 74100],Flat 11, 3-4 Bramham Gardens London United Kingdom SW5 0JQ
CINTECS UK LIMITED,16164445,active,ltd,,,2025-01-06,,2025-01-06,[46750],Flat 9 Heath Court 10-12 Frognal London England NW3 6AH
JR ENGINEER SOLUTIONS LTD,16199724,active,ltd,,,2025-01-22,,2025-01-22,[71129],Flat 28 Tradescant House London England E9 7NS
BELGRAVIA VENTURES LTD,16219388,active,ltd,,,2025-01-30,,2025-01-30,[70229],3rd Floor Albemarle Street London England W1S 4JL
LILLY CHARLES PROPERTIES LTD,16190059,active,ltd,,,2025-01-17,,2025-01-17,[68100, 68209],23a The Precinct Waterlooville United Kingdom PO7 7DT
STUDIO CREO LIMITED,16175741,active,ltd,,,2025-01-10,,2025-01-10,[90030],Unit 2, Old Dairy House London United Kingdom W10 4AN
OMICRON PROJECT Z LTD,16171601,active,ltd,,,2025-01-08,,2025-01-08,[43999],23 Hopground House London England E20 1AG
HEROIC SOLUTIONS LIMITED,16217240,active,ltd,,,2025-01-29,,2025-01-29,[38210],85 Great Portland Street London England W1W 7LT
ARAV TRADING LIMITED,16178852,active,ltd,,,2025-01-13,,2025-01-13,[47910],Office 11642 182-184 High Street North London England E6 2JA
DANCING SUN PRODUCTIONS (UK) LIMITED,16170818,active,ltd,,,2025-01-08,,2025-01-08,[59113],3 Queen Caroline Street London W6 9PE
WELTER & SONS LTD,16169055,active,ltd,,,2025-01-07,,2025-01-07,[69109],Welter & Sons, 4th Floor, Silverstream House 45 Fitzroy Street London England W1T 6EB
GWALIA SERVICE STATION LTD,16183277,active,ltd,,,2025-01-14,,2025-01-14,[47300],Gwalia Service Station London Road Holyhead Wales LL65 3DR
CW PUB AND ROOMS LTD,16217683,active,ltd,,,2025-01-29,,2025-01-29,[56302],18 Bristol Gardens London England W9 2JQ
BLUE MIST PRODUCTIONS (UK) LIMITED,16203742,active,ltd,,,2025-01-23,,2025-01-23,[59111],3 Queen Caroline Street London W6 9PE
BENTLEY WEALTH PARTNERS LTD,16159131,active,ltd,,,2025-01-02,,2025-01-02,[66190],1 Cornhill London England EC3V 3ND
TAX EVOLVE LTD,16218302,active,ltd,,,2025-01-30,,2025-01-30,[82110],188 Westferry Road London United Kingdom E14 3RY
MB2 HEALTH LTD,16194509,active,ltd,,,2025-01-20,,2025-01-20,[86220],2 Kidbrooke Way London England SE3 0JB
B4SED LTD,16181102,active,ltd,,,2025-01-13,,2025-01-13,[62012],167-169 Great Portland Street London England W1W 5PF
JACKIEE SILVA BROW & WAX STUDIO LTD,16176578,active,ltd,,,2025-01-10,,2025-01-10,[96020],47 Skylines Village Limeharbour London England E14 9TS
BLOSSOM EDUCATION SERVICES LTD.,16205987,active,ltd,,,2025-01-24,,2025-01-24,[85200, 85310, 85600],124-128 City Road London England EC1V 2NX
WHO'S NEXT E14 LIMITED,16211475,active,ltd,,,2025-01-27,,2025-01-27,[96020],Who's Next Barbershop London England E14 9RP
STRIPY CAT PRODUCTIONS LTD,16176038,active,ltd,,,2025-01-10,,2025-01-10,[78101, 90010, 90020],167-169 Great Portland Street London England W1W 5PF
TANTUNLAND LTD,16177765,active,ltd,,,2025-01-12,,2025-01-12,[56103],Office 403, Screenworks 22 Highbury Grove London United Kingdom N5 2ER
KUUKI 9 LIMITED,16215371,active,ltd,,,2025-01-29,,2025-01-29,[56101],59 Fashion Street London England E1 6PX
HYBRID PARTS CENTRE LTD,16206851,active,ltd,,,2025-01-24,,2025-01-24,[45310],179 Park Avenue London England NW10 7XH
BIOGENA UK LIMITED,16205831,active,ltd,,,2025-01-24,,2025-01-24,[47290, 86900, 96040],125 Wood Street London United Kingdom EC2V 7AW
UNTITLED 5024 LIMITED,16174149,active,ltd,,,2025-01-09,,2025-01-09,[70221],14-16 Bruton Place London England W1J 6LX
ZEOBA LIMITED,16220445,active,ltd,,,2025-01-31,,2025-01-31,[62090],71-75 Shelton Street Covent Garden Shelton Street London England WC2H 9JQ
CIMBOMBOM PROPERTIES LTD,16214121,active,ltd,,,2025-01-28,,2025-01-28,[68100, 68201, 68209, 68320],Office 403, Screenworks 22 Highbury Grove London United Kingdom N5 2ER
OSWARD LTD,16185235,active,ltd,,,2025-01-15,,2025-01-15,[56103],17 Woodside Green London England SE25 5EY
N.R.A.D. CONSTRUCTION LTD,16187360,active,ltd,,,2025-01-15,,2025-01-15,[41202],33 Cranford Avenue London England N13 4NY
LEAN CFO LTD,16179357,active,ltd,,,2025-01-13,,2025-01-13,[69201, 69203, 70229, 78300],4th Floor Silverstream House 45 London England W1T 6EB
JADEX BROTHERS INTERNATIONAL LTD,16162332,active,ltd,,,2025-01-03,,2025-01-03,[70229],Spaces Mappin House London England W1W 8HF
MARMAR CLINIC LTD,16161394,active,ltd,,,2025-01-03,,2025-01-03,[86900, 96020],44 Cricklewood Broadway London England NW2 3ET
KOONER LONDON PROPERTIES LTD,16192097,active,ltd,,,2025-01-17,,2025-01-17,[41201, 41202, 68310],7-15 Greatorex Street London England E1 5NF
UNI SPACE UA CIC,16205032,active,ltd,community-interest-company,,2025-01-24,,2025-01-24,[56210, 78200, 85600, 88990],72 Ludwick Mews London England SE14 6NG
ELSAY LTD,16176762,active,ltd,,,2025-01-10,,2025-01-10,[56290],71-75 Shelton Street London United Kingdom WC2H 9JQ
SR & CO MANAGEMENT LTD,16214228,active,ltd,,,2025-01-28,,2025-01-28,[64999],128 City Road London United Kingdom EC1V 2NX
PIXA PAY LTD,16173095,active,ltd,,,2025-01-09,,2025-01-09,[58210],124-128 City Road London England EC1V 2NX
LOST IN PARADISE LTD,16209377,active,ltd,,,2025-01-27,,2025-01-27,[47190],167-169 Great Portland Street London England W1W 5PF
SHERALLI DEVELOPMENTS LIMITED,16161084,active,ltd,,,2025-01-03,,2025-01-03,[68100, 68209],Bell House Flat 16 Wembley England HA9 7HE
WRIST TOYS LTD.,16216096,active,ltd,,,2025-01-29,,2025-01-29,[47770],32 Hatton Garden London England EC1N 8DH
SINGER PRODUCTIONS LTD.,16174187,active,ltd,,,2025-01-09,,2025-01-09,[90030],34 Strathleven Road London England SW2 5LA
DAPHNE'S CAREER DEVELOPMENT LTD,16196629,active,ltd,,,2025-01-20,,2025-01-20,[85600],71-75 Shelton Street Covent Garden United Kingdom WC2H 9JQ
ESSEX EXPERT ELECTRICIAN LTD,16194788,active,ltd,,,2025-01-20,,2025-01-20,[33140, 43210, 95210],310 High Road London England N22 8JR
LIGHTAD LTD,16198260,active,ltd,,,2025-01-21,,2025-01-21,[70229, 82990],20 Wenlock Road London England N1 7GU
APEX E SOLUTIONS LTD,16207891,active,ltd,,,2025-01-25,,2025-01-25,[47910],9 Ealing House London England W5 3HJ
ONLINE LEARNING ACEDMY LTD,16179421,active,ltd,,,2025-01-13,,2025-01-13,[47990],Suite C92, 4 - 6, Greatorex Street London United Kingdom E1 5NF
2 GROUP SOLUTIONS LTD.,16201190,active,ltd,,,2025-01-22,,2025-01-22,[82190],55 Loudoun Road St John's Wood London England NW8 0DL
LYL 888 LTD,16179403,active,ltd,,,2025-01-13,,2025-01-13,[56101],140-142 Walworth Road London United Kingdom SE17 1JL
EVENIA LUXURY CHAUFFEUR SERVICES LTD,16207037,active,ltd,,,2025-01-24,,2025-01-24,[45112, 77110],122 St. Pancras Way London England NW1 9NB
10 BROOK STREET LIMITED,16217164,active,ltd,,,2025-01-29,,2025-01-29,[64209],C/O Citco Reif Services Uk Limited London United Kingdom W1S 4HQ
KAIZEN BOOKS LTD,16209285,active,ltd,,,2025-01-27,,2025-01-27,[47910],14 Nelson Walk Flat 21 London United Kingdom E3 3FH
LAVINGTON JVCO LIMITED,16174617,active,ltd,,,2025-01-10,,2025-01-10,[64209],C/O Citco Reif Services Uk Limited London United Kingdom W1S 4HQ
AIRYDAY UK LTD,16216217,active,ltd,,,2025-01-29,,2025-01-29,[47910],C/O Paul Beare Ltd London United Kingdom W4 5LX
LIGHTWOOD GREEN LIMITED,16183106,active,ltd,,,2025-01-14,,2025-01-14,[59111, 59131],167 - 169 Great Portland Street 167-169 Great Portland Street London England W1W 5PF
BERRY & MAPLE LTD,16167157,active,ltd,,,2025-01-06,,2025-01-06,[56102],2 Cavendish Parade London England SW4 9DW
WORDCHIEFS LTD,16185503,active,ltd,,,2025-01-15,,2025-01-15,[62012, 62020],Spaces Oxford Street, Mappin House London England W1W 8HF
CAMBRIDGE PORTFOLIO HOLDINGS LTD,16195985,active,ltd,,,2025-01-20,,2025-01-20,[64209],71-75 Shelton Street London United Kingdom WC2H 9JQ
CHOPCHOP NOODLES LTD,16174554,active,ltd,,,2025-01-10,,2025-01-10,[46170, 46390, 56290],71-75 Shelton Street Covent Garden United Kingdom WC2H 9JQ
INSPIRE HOSPITALITY SERVICES LIMITED,16160688,active,ltd,,,2025-01-02,,2025-01-02,[81210],Triple A. Accountancy Sces Suite 315 North Circular Road NW10 7PN
GIYANI (UK) MANAGEMENT SERVICES LIMITED,16198668,active,ltd,,,2025-01-21,,2025-01-21,[70229],C/O Quastels Llp, 55 Baker Street London United Kingdom W1U 8EW
METRO PACK LTD,16159129,active,ltd,,,2025-01-02,,2025-01-02,[46900],2 Station Court London SW6 2PY
MORPHON LABS LTD,16208067,active,ltd,,,2025-01-25,,2025-01-25,[62012, 70229],32-33 Upper Street London England N1 0PN
JP HANNAWAY CONSULTING LIMITED,16164644,active,ltd,,,2025-01-06,,2025-01-06,[82110],71-75 Shelton Street London England WC2H 9JQ
KIATRA & CELESTE LTD,16162829,active,ltd,,,2025-01-03,,2025-01-03,[32120, 46760, 47770],167-169 Great Portland Street Great Portland Street London England W1W 5PF
JAMES CYRUS ART LTD,16186116,active,ltd,,,2025-01-15,,2025-01-15,[46190],84 Uxbridge Road, Suite 3, Second Floor London England W13 8RA
SMI 7 LTD,16207071,active,ltd,,,2025-01-24,,2025-01-24,[45112],53 Lyndhurst Avenue London England N12 0LX
MASTER UP LIMITED,16197422,active,ltd,,,2025-01-21,,2025-01-21,[96090],180 London Road Romford England RM7 9EU
STOKE NEWINGTON SAUNA LIMITED,16201490,active,ltd,,,2025-01-22,,2025-01-22,[93130],Unit 5, Bonsoir House London England N16 8EN
UK SELL GOOD THINGS TECHNOLOGY CO., LIMITED,16174547,active,ltd,,,2025-01-10,,2025-01-10,[46160, 46420],167-169 Great Portland Street, 5th Floor London England W1W 5PF
LYRATA LIMITED,16217537,active,ltd,,,2025-01-29,,2025-01-29,[64209, 70229],Wing 1, Level 9 Berkeley Square House London United Kingdom W1J 6BY
INAAM LIMITED,16205889,active,ltd,,,2025-01-24,,2025-01-24,[47910, 70210],Silverstream House London England W1T 6EB
JHAL POINT LTD,16209798,active,ltd,,,2025-01-27,,2025-01-27,[56103],Unit S8, London England E6 1AE
REDHILL CONSULTANTS LTD,16160805,active,ltd,,,2025-01-02,,2025-01-02,[62020],128 City Road London England EC1V 2NX
AK LONDON INVESTMENTS LIMITED,16197090,active,ltd,,,2025-01-21,,2025-01-21,[56101],5-7 Devonshire Row London England EC2M 4UJ
A&S ELITE PROPERTIES LTD,16185104,active,ltd,,,2025-01-15,,2025-01-15,[68100, 68209],45 Leonard Road London United Kingdom E4 8NE
JBL INVESTMENT HOLDINGS LIMITED,16202761,active,ltd,,,2025-01-23,,2025-01-23,[64209],14/2g Docklands Business Centre London United Kingdom E14 8PX
KEONBAE KIDBROOKE LTD,16202481,active,ltd,,,2025-01-22,,2025-01-22,[47650, 47799, 56101, 56102],4.01 A 20 Royal Crest Avenue London United Kingdom E16 2PR
INFLECTIV MEDIA POD LTD,16216743,active,ltd,,,2025-01-29,,2025-01-29,[70229, 73120],20 Wenlock Road London England N1 7GU
INFLECTIV MEDIA LTD,16215422,active,ltd,,,2025-01-29,,2025-01-29,[70229, 73120, 82990],20 Wenlock Road London England N1 7GU
VEHICLE SOLUTIONS GROUP INSTALLATIONS LTD,16205150,active,ltd,,,2025-01-24,,2025-01-24,[45200],71-75 Shelton Street London England WC2H 9JQ
HNG GROUP HOLDINGS LIMITED,16216428,active,ltd,,,2025-01-29,,2025-01-29,[64209],Grove House London England N12 0DR
MOTHERLAND BRANDS LTD,16196306,active,ltd,,,2025-01-20,,2025-01-20,[46341],5th Floor 167-169 Great Portland London United Kingdom W1W 5PF
SULTAN’S THERAPY LTD,16192380,active,ltd,,,2025-01-17,,2025-01-17,[99999],Flat 35 Siege House London England E1 2HQ
JUBEL A PROPERTIES LTD,16219607,active,ltd,,,2025-01-30,,2025-01-30,[68100, 68320],340 West End Lane London United Kingdom NW6 1LN
RUSTLINE COLLECTIVE LTD,16204871,active,ltd,,,2025-01-23,,2025-01-23,[82990],32 Wickliffe Avenue London England N3 3EJ
STERLING EDGE PROPERTIES LTD,16208420,active,ltd,,,2025-01-26,,2025-01-26,[68100],220 London Road Newark NG24 3HD
FIND A LOCAL RELIGIOUS LEADER APP LTD,16205644,active,ltd,,,2025-01-24,,2025-01-24,[94910, 96090],191 Saint Helier Avenue Morden London United Kingdom SM4 6JE
HTL HOMES LIMITED,16198139,active,ltd,,,2025-01-21,,2025-01-21,[68209],124 City Road London England EC1V 2NX
EDIFY ADVISORY LTD,16215885,active,ltd,,,2025-01-29,,2025-01-29,[69201, 69202, 70221],Flat 72 St Georges Court London England E17 3NL
PRIMA ROSE LTD,16218581,active,ltd,,,2025-01-30,,2025-01-30,[90010, 90020],Harwood House London United Kingdom SW6 4QP
FIGHT SENSE LIMITED,16169910,active,ltd,,,2025-01-08,,2025-01-08,[93199],94 Denmark Road London England SE5 9JL
IGNITE PADEL VAGABONDS LIMITED,16198448,active,ltd,,,2025-01-21,,2025-01-21,[93110],First Floor London United Kingdom EC4M 7RD
MEDUSA MARITIME LTD,16209791,active,ltd,,,2025-01-27,,2025-01-27,[93290],60a Belsize Lane London England NW3 5AR
RADIANT CLOVER COACHING LTD,16197496,active,ltd,,,2025-01-21,,2025-01-21,[62020, 85590],167-169 Great Portland Street London England W1W 5PF
SETANTA EDUCATION LTD,16176565,active,ltd,,,2025-01-10,,2025-01-10,[85410],483 Green Lanes 483 London England N13 4BS
DEAL REAL LTD,16167054,active,ltd,,,2025-01-06,,2025-01-06,[85520],124 City Road City Road London England EC1V 2NX
FRIDAY INITIATIVES HOLDINGS LIMITED,16184766,active,ltd,,,2025-01-15,,2025-01-15,[62020],Rose Lipman Building London United Kingdom N1 5SQ
WYCHBURY LTD,16170215,active,ltd,,,2025-01-08,,2025-01-08,[68100, 68209],Flat 47 Carlton Mansions, London United Kingdom N16 5PX
THE MILITARY CIGAR COMPANY LTD,16204612,active,ltd,,,2025-01-23,,2025-01-23,[74990],116 Argyle Road London England W13 8EL
THE TALLAWAH COLLECTIVE LTD,16179118,active,ltd,,,2025-01-13,,2025-01-13,[82302],71-75 Shelton Street London United Kingdom WC2H 9JQ
1 AND 3 SANTOS ROAD LIMITED,16165072,active,ltd,,,2025-01-06,,2025-01-06,[98000],31 Hannell Road London England SW6 7RA
PLUS5SOLUTIONS LTD,16197633,active,ltd,,,2025-01-21,,2025-01-21,[63990, 73110],154 London Road Sheffield London Road Sheffield England S2 4LT
VALUATIONS DIRECT LTD,16204327,active,ltd,,,2025-01-23,,2025-01-23,[46480, 95250],100 Hatton Garden London United Kingdom EC1 8NX
CAREER GEEK LTD,16201723,active,ltd,,,2025-01-22,,2025-01-22,[85600],167-169 Great Portland Street Great Portland Street London England W1W 5PF
FA13XAL LTD,16162918,active,ltd,,,2025-01-03,,2025-01-03,[49320, 81299],116 Little Ilford Lane London England E12 5PN
SQUIRCLE PRODUCTIONS LIMITED,16206280,active,ltd,,,2025-01-24,,2025-01-24,[59113],167-169 Great Portland Street 5th Floor London England W1W 5PF
GREATER & BETTER ASSETS LTD,16173985,active,ltd,,,2025-01-09,,2025-01-09,[53202, 68209, 81210],Flat 31 Birchington House London England E5 8LD
CHIBAFU INDUSTRIAL CO., LTD,16179154,active,ltd,,,2025-01-13,,2025-01-13,[20150, 47760],167-169 Great Portland Street, London United Kingdom W1W 5PF
ICARUS CONSTRUCTION & TRADING LIMITED,16176747,active,ltd,,,2025-01-10,,2025-01-10,[61900, 62020, 71122],44 Kensington Hall Gardens London England W14 9LT
PM IK LIMITED,16182679,active,ltd,,,2025-01-14,,2025-01-14,[47990],80a Ruskin Avenue London United Kingdom DA16 3QQ
KRAKENEXPORTS LTD.,16161605,active,ltd,,,2025-01-03,,2025-01-03,[46900],167-169 Great Portland Street London W1W 5PF
FRANCESCA DESTINATION WEDDING LTD,16171787,active,ltd,,,2025-01-08,,2025-01-08,[74100, 82302, 96090],Flat 27 Ferrymans Quay London England SW6 2UT
WTB SPV NO 5 LIMITED,16187717,active,ltd,,,2025-01-16,,2025-01-16,[64999],Suite 2, 7th Floor 50 Broadway London United Kingdom SW1H 0DB
SHACH LTD,16182327,active,ltd,,,2025-01-14,,2025-01-14,[68100, 68209],60 Moundfield Road London England N16 6TB
ERFORT HOUSING LIMITED,16165611,active,ltd,,,2025-01-06,,2025-01-06,[68100, 68209],167-169 Great Portland Street London England W1W 5PF
SWEET SPACE LDN LIMITED,16193871,active,ltd,,,2025-01-20,,2025-01-20,[82302, 90040, 93290],Flat 5 Goffton House London England SW9 0TX
SIS TRADING LIMITED,16203091,active,ltd,,,2025-01-23,,2025-01-23,[47599],34 First Avenue Manor Park London England E12 6AN
BLACKHORN CONSULTING LTD,16173492,active,ltd,,,2025-01-09,,2025-01-09,[62012, 62020, 70229],71-75 Shelton Street London United Kingdom WC2H 9JQ
LYNQIUS LTD.,16172195,active,ltd,,,2025-01-08,,2025-01-08,[62090],124-128 City Road London England EC1V 2NX
KENWOOD REAL ESTATES LTD,16189208,active,ltd,,,2025-01-16,,2025-01-16,[68100, 68201, 68209],71-75 Shelton Street London United Kingdom WC2H 9JQ
FC ACCOUNTING LTD,16202047,active,ltd,,,2025-01-22,,2025-01-22,[59112, 69201, 69202, 85590],71-75 Shelton Street London United Kingdom WC2H 9JQ
GETS HOUSE LTD,16191866,active,ltd,,,2025-01-17,,2025-01-17,[86220, 90020],204 Wellesley House London Road Waterlooville United Kingdom PO7 7AN
2TWENTY4 LTD,16188503,active,ltd,,,2025-01-16,,2025-01-16,[33190, 41100, 43220, 98000],3rd Floor, 86-90 Paul Street London United Kingdom EC2A 4NE
PACT LENDCO LTD,16172399,active,ltd,,,2025-01-09,,2025-01-09,[68100, 68209],Lower Ground Floor London England N15 6LT
DIGGITPRO LTD,16192269,active,ltd,,,2025-01-17,,2025-01-17,[62012, 62090, 85590],124 City Road London England EC1V 2NX
SICK OF MUSIC COMPANY LTD,16191133,active,ltd,,,2025-01-17,,2025-01-17,[47630, 59200],128 City Road London United Kingdom EC1V 2NX
BARGAIN VITAMINS LTD,16166850,active,ltd,,,2025-01-06,,2025-01-06,[47910],3rd Floor, 86-90 Paul Street London United Kingdom EC2A 4NE
MY ETHOS LTD,16177464,active,ltd,,,2025-01-11,,2025-01-11,[68100, 68320, 98000],18 Eversley Crescent London England N21 1EJ
DADOSAUR TCG LTD,16175959,active,ltd,,,2025-01-10,,2025-01-10,[47910],20 Wenlock Road London England N1 7GU
MOUNT JACOBS LTD,16167435,active,ltd,,,2025-01-07,,2025-01-07,[47599, 74100, 90030],18 Courtenay Road London England E11 3PY
HLD RETAIL LTD,16158657,active,ltd,,,2025-01-02,,2025-01-02,[47910],240 Creighton Avenue 240 Creighton Avenue London United Kingdom N2 9BD
4EVERFUN INNOVATIONS LIMITED,16166351,active,ltd,,,2025-01-06,,2025-01-06,[58210, 62011, 62020, 62090],167 169, Great Portland Street, Fifth Floor, Fifth Floor London England W1W 5PF
VKSM LIMITED,16183482,active,ltd,,,2025-01-14,,2025-01-14,[41100, 68100, 68209],83 Lathom Road London England E6 2EB
DIVINE AI TECHNOLOGIES LTD,16171020,active,ltd,,,2025-01-08,,2025-01-08,[58290, 62012, 62020, 62090],Flat 122, The Oxygen 18 Western Gateway London England E16 1BQ
PALEBLU CREATIVE LIMITED,16206924,active,ltd,,,2025-01-24,,2025-01-24,[70210, 90010],85 Great Portland Street London United Kingdom W1W 7LT
IATROX AI LTD,16174510,active,ltd,,,2025-01-10,,2025-01-10,[70229, 71129, 86210],3rd Floor, 86-90 Paul Street London United Kingdom EC2A 4NE
