company_name,company_number,company_status,company_type,company_subtype,dissolution_date,incorporation_date,removed_date,registered_date,nature_of_business,registered_office_address
THUMPER LIMITED,17320910,active,ltd,,,2026-07-05,,2026-07-05,[47910],66 Paul Street London United Kingdom EC2A 4NA
TEESHIRT EXPRESS SOLUTIONS LTD,17320878,active,ltd,,,2026-07-05,,2026-07-05,[47710, 47820],Siu Offices Unit A1019 4-6 Greatorex Street London United Kingdom E1 5NF
HUPERS LTD,17320968,active,ltd,,,2026-07-05,,2026-07-05,[50100, 90010],20 Wenlock Road London England N1 7GU
JR FOODS LTD,17320971,active,ltd,,,2026-07-05,,2026-07-05,[46320, 46380],4th Floor Silverstream House Fitzrovia, London United Kingdom W1T 6EB
ARVEONA LTD,17320991,active,ltd,,,2026-07-05,,2026-07-05,[47910],Suite 11005 5 Brayford Square London United Kingdom E1 0SG
IMMERSIVE INTEGRATION LIMITED,17321072,active,ltd,,,2026-07-05,,2026-07-05,[43210, 43999, 62090, 74100],Phoenix House London England EC4N 7BP
HARBOUR CAPITAL VENTURES LIMITED,17321068,active,ltd,,,2026-07-05,,2026-07-05,[70229, 82990],46b Rosebery Gardens London England N8 8SH
HAIKDESSERTS LTD,17321045,active,ltd,,,2026-07-05,,2026-07-05,[56102, 56103],Unit 1 269 East India Dock Road London United Kingdom E14 0EG
VERTEX DEVELOPMENT LTD,17321042,active,ltd,,,2026-07-05,,2026-07-05,[68100, 68209, 68320],57 Stroud Green Road London England N4 3EG
AXIOM INTELLIGENCE HOLDINGS LIMITED,17321136,active,ltd,,,2026-07-05,,2026-07-05,[62012],141 Chestnut Rise London England SE18 1RN
CABBAGE PIE ART LTD,17321128,active,ltd,,,2026-07-05,,2026-07-05,[59111, 90010],13f Hyde Park Mansions London United Kingdom NW1 5BD
BEST UK MART LTD,17321149,active,ltd,,,2026-07-05,,2026-07-05,[47990],Siu Office, Unit A1449 4-6 Greatorex Street London United Kingdom E1 5NF
PRATOM AI LTD,17321148,active,ltd,,,2026-07-05,,2026-07-05,[47910],702 Wallis House London United Kingdom TW8 0HE
WILLOW ESTATES AND MANAGEMENT LTD,17321162,active,ltd,,,2026-07-05,,2026-07-05,[68209, 68320],66 Paul Street London United Kingdom EC2A 4NA
AI GOVERNANCE ACADEMY LTD,17321169,active,ltd,,,2026-07-05,,2026-07-05,[85320, 85410, 85421, 85422],128 City Road London United Kingdom EC1V 2NX
BLAZE MARK LTD,17321152,active,ltd,,,2026-07-05,,2026-07-05,[47990],Siu Office, Unit A1448 4-6 Greatorex Street London United Kingdom E1 5NF
VERTEX AERIAL SERVICES LTD,17321230,active,ltd,,,2026-07-05,,2026-07-05,[74202, 74909],66 Paul Street London United Kingdom EC2A 4NA
DARA INTELLIGENCE LIMITED,17321228,active,ltd,,,2026-07-05,,2026-07-05,[62012, 62020, 62090, 63110],71-75 Shelton Street London United Kingdom WC2H 9JQ
ALI MURTAZA STITCH LTD,17321231,active,ltd,,,2026-07-05,,2026-07-05,[47910],Siu Offices, London United Kingdom E1 5NF
FRANKIEO LTD,17321221,active,ltd,,,2026-07-05,,2026-07-05,[96020],71-75 Shelton Street London United Kingdom WC2H 9JQ
NORTH STAR PRODUCTIONS LTD,17321243,active,ltd,,,2026-07-05,,2026-07-05,[59140],Basement Flat, 74 Sutherland Avenue London United Kingdom W9 2QS
HOME STYLE WAREHOUSE LTD,17321245,active,ltd,,,2026-07-05,,2026-07-05,[47530, 47540, 47599],282 Romford Road London United Kingdom E7 9HD
JBCHL LTD,17321343,active,ltd,,,2026-07-05,,2026-07-05,[64999],128 City Road London United Kingdom EC1V 2NX
BRUVEK LTD,17321351,active,ltd,,,2026-07-05,,2026-07-05,[82990],20 Wenlock Road London England N1 7GU
SPECTRA CYBER STRATEGIES LIMITED,17321324,active,ltd,,,2026-07-05,,2026-07-05,[62020, 62090],323 Brownhill Road London England SE6 1AL
YOU FIRST WELLNESS LTD,17321350,active,ltd,,,2026-07-05,,2026-07-05,[85510, 86900, 93110, 96040],81 Corporation Street London United Kingdom N7 9ET
ANNABEL ROSE PROPERTIES LTD,17321386,active,ltd,,,2026-07-05,,2026-07-05,[68310],201 Haverstock Hill London England NW3 4QG
MEURICE CONSULTING LTD,17321376,active,ltd,,,2026-07-05,,2026-07-05,[71122],76 London Road Etchingham England TN19 7PN
KLAIMLY LTD,17321388,active,ltd,,,2026-07-05,,2026-07-05,[63120, 69109, 82990],66 Paul Street London United Kingdom EC2A 4NA
INFENEX NETWORKS LTD,17321431,active,ltd,,,2026-07-05,,2026-07-05,[26200, 26309, 61100, 61200],128 City Road London United Kingdom EC1V 2NX
STOCK MARKET MEDIA LTD,17321414,active,ltd,,,2026-07-05,,2026-07-05,[63910],Flat 600 405 Kings Road London United Kingdom SW10 0BB
SAHA.BEAUTY.AESTHETIC LTD,17321417,active,ltd,,,2026-07-05,,2026-07-05,[96020],Flat 5, 3 Florence Street London England NW4 1QG
273 ENTERPRISES LTD,17321416,active,ltd,,,2026-07-05,,2026-07-05,[47910],Unit 1 Shaftesbury Road London United Kingdom E10 7DA
ZAVOO SHOP LTD,17321455,active,ltd,,,2026-07-05,,2026-07-05,[47910],Flat 21 Penfield Court London England NW9 5PZ
TOREC LTD,17321463,active,ltd,,,2026-07-05,,2026-07-05,[62020],124-128 City Road London England EC1V 2NX
MOUNTAIN2MOUNTAIN LTD,17321476,active,ltd,,,2026-07-05,,2026-07-05,[46450, 47910, 47990],Flat 80, Bush Court London England W12 8PL
STRIMSIT LTD,17321503,active,ltd,,,2026-07-05,,2026-07-05,[96020],66 Paul Street London United Kingdom EC2A 4NA
DAYA STUDIO LIMITED,17321558,active,ltd,,,2026-07-05,,2026-07-05,[96090],15 Collings Close London England N22 8RL
STARLINE SEARCH LTD,17321559,active,ltd,,,2026-07-05,,2026-07-05,[82990],66 Paul Street London United Kingdom EC2A 4NA
DATUM CLIMATE LTD,17321551,active,ltd,,,2026-07-05,,2026-07-05,[43220],66 Paul Street London United Kingdom EC2A 4NA
COMMIT TECH LIMITED,17321564,active,ltd,,,2026-07-05,,2026-07-05,[62090],66 Paul Street London United Kingdom EC2A 4NA
EXCEPTIONAL KIDS THERAPY LTD,17321586,active,ltd,,,2026-07-05,,2026-07-05,[86220],106 Sumatra Road London England NW6 1PG
STUDIO2DESIGN LTD,17321587,active,ltd,,,2026-07-05,,2026-07-05,[73110],66 Paul Street London United Kingdom EC2A 4NA
GREENGATE HOLDING LIMITED,17321622,active,ltd,,,2026-07-05,,2026-07-05,[64209],39 Ludgate Hill London United Kingdom EC4M 7JN
DESTINY DANO PROPERTIES UK LTD,17321676,active,ltd,,,2026-07-05,,2026-07-05,[68100, 68209],124-128 City Road London England EC1V 2NX
AMMZAID LTD,17321783,active,ltd,,,2026-07-05,,2026-07-05,[47910, 47990],Flat 24 Seymour Court London England NW2 7BX
GMS COLLECTION LTD,17321782,active,ltd,,,2026-07-05,,2026-07-05,[47710, 47910],96 Woodhouse Road London England E11 3NA
GENM SERVICES LTD,17321844,active,ltd,,,2026-07-06,,2026-07-06,[41201, 41202],67 Lopen Road London England N18 1PT
QROO LTD,17321833,active,ltd,,,2026-07-06,,2026-07-06,[62012],Silverstream House London England W1T 6EB
GOLDHAWK WORKS LIMITED,17321854,active,ltd,,,2026-07-06,,2026-07-06,[70229],16 Crossway London England W13 0AX
MONROE ORMSBY LIMITED,17311165,active,ltd,,,2026-07-01,,2026-07-01,[69203, 70221, 70229],45, Silverstream House Fitzroy Street, Fitzrovia London United Kingdom W1T 6EB
UVAATEC LTD,17321965,active,ltd,,,2026-07-06,,2026-07-06,[47910, 47990, 70229],182184 High Street North London United Kingdom E6 2JA
THE RUNWAY WORKS LIMITED,17321948,active,ltd,,,2026-07-06,,2026-07-06,[62020, 70221, 70229],71-75 Shelton Street London United Kingdom WC2H 9JQ
TRAVELLING IN TIME LTD,17321950,active,ltd,,,2026-07-06,,2026-07-06,[62012],71-75 Shelton Street London United Kingdom WC2H 9JQ
KQ LAB LTD,17321958,active,ltd,,,2026-07-06,,2026-07-06,[47910],71-75 Shelton Street London United Kingdom WC2H 9JQ
RIDGEMONT PROJECTS LTD,17321952,active,ltd,,,2026-07-06,,2026-07-06,[41201],71-75 Shelton Street London United Kingdom WC2H 9JQ
GYMBEAST HOLDINGS (CRAWLEY) LIMITED,17321940,active,ltd,,,2026-07-06,,2026-07-06,[47640],128 City Road London United Kingdom EC1V 2NX
VERIDIAN AETHER LIMITED,17322014,active,ltd,,,2026-07-06,,2026-07-06,[58290, 62012, 62020, 62090],128 City Road London United Kingdom EC1V 2NX
RAHMA CARE LTD,17322013,active,ltd,,,2026-07-06,,2026-07-06,[86900, 87300, 88100, 88990],124 City Road London United Kingdom EC1V 2NX
OLD OAK PRESS LTD,17322007,active,ltd,,,2026-07-06,,2026-07-06,[58110],66 Paul Street London United Kingdom EC2A 4NA
POSITRI LTD,17322006,active,ltd,,,2026-07-06,,2026-07-06,[58290],Positri, 124 City Road London United Kingdom EC1V 2NX
NYXBILL LTD,17322033,active,ltd,,,2026-07-06,,2026-07-06,[62020, 62090],124 City Road London United Kingdom EC1V 2NX
H&N CREST LTD,17322012,active,ltd,,,2026-07-06,,2026-07-06,[47910],123 Rushmore Road London England E5 0HA
BERKSHIRE MERCANTILE SOLUTIONS LTD,17321998,active,ltd,,,2026-07-06,,2026-07-06,[47910],71-75 Shelton Street London United Kingdom WC2H 9JQ
VACAYDIARY LIMITED,17322035,active,ltd,,,2026-07-06,,2026-07-06,[58290],The Conductor 8 Westfield Avenue London United Kingdom E20 1NW
STUNTSHOP LTD,17322143,active,ltd,,,2026-07-06,,2026-07-06,[90010, 90030, 93110, 93199],71-75 Shelton Street London United Kingdom WC2H 9JQ
STRATEGIA CORPORATION LTD,17322139,active,ltd,,,2026-07-06,,2026-07-06,[70229],138-140 Southwark Street London England SE1 0SW
FAM SQUAD LTD,17322125,active,ltd,,,2026-07-06,,2026-07-06,[79110, 79901],50 Gardner Close London England E11 2HN
VENDYE LTD,17322114,active,ltd,,,2026-07-06,,2026-07-06,[47990, 56290],71-75 Shelton Street London United Kingdom WC2H 9JQ
CARTELLE LONDON LTD,17322131,active,ltd,,,2026-07-06,,2026-07-06,[47910, 74100],128 City Rd London United Kingdom EC1V 2NX
ARDELLECO LIMITED,17322156,active,ltd,,,2026-07-06,,2026-07-06,[46420],71-75 Shelton Street London United Kingdom WC2H 9JQ
HERB-CONNECT LIMITED,17322227,active,ltd,,,2026-07-06,,2026-07-06,[47190],66 Paul Street London England EC2A 4NA
NUSA ORIGINS LTD,17322261,active,ltd,,,2026-07-06,,2026-07-06,[46370],124 City Road London United Kingdom EC1V 2NX
CHACHASCANDYSHOP LTD,17322257,active,ltd,,,2026-07-06,,2026-07-06,[47910],66 Paul Street London United Kingdom EC2A 4NA
ST BAUMGART LIMITED,17322272,active,ltd,,,2026-07-06,,2026-07-06,[69102],12 Founders Gardens London England SE19 3UU
QUICK KNOW AI LTD,17322291,active,ltd,,,2026-07-06,,2026-07-06,[62012, 62090],30 Latchett Road London England E18 1DJ
AHAD FOODS LIMITED,17322330,active,ltd,,,2026-07-06,,2026-07-06,[10710, 47240, 56103, 56290],96 Church Drive London United Kingdom NW9 8DS
FÉRXCE BEAUTY LTD,17322329,active,ltd,,,2026-07-06,,2026-07-06,[96020],Unit 10 Gunnery Works Woolwich United Kingdom SE18 6SW
JKP BECKTON LTD,17322327,active,ltd,,,2026-07-06,,2026-07-06,[56101],400 Green Lanes London England N13 5PD
BISCOTTONE LIMITED,17322339,active,ltd,,,2026-07-06,,2026-07-06,[47910],Flat 60 Fursecroft George Street London England W1H 5LG
RAB LABS LTD,17322371,active,ltd,,,2026-07-06,,2026-07-06,[62012],22 Gillis Square London England SW15 5FG
HELTHIUS LTD,17322378,active,ltd,,,2026-07-06,,2026-07-06,[46310, 46390, 47210, 47910],2 Frederick Street London United Kingdom WC1X 0ND
CHATSCORNER LTD,17322377,active,ltd,,,2026-07-06,,2026-07-06,[47110],Unit 4, 13 Ramsgate Street London United Kingdom E8 2FD
VERMA HOSPITALITY & CATERING LTD,17322451,active,ltd,,,2026-07-06,,2026-07-06,[55100, 56101, 56210, 56290],Chessington Mansions, Flat 11 London United Kingdom E11 1HZ
LOMIO LTD,17322443,active,ltd,,,2026-07-06,,2026-07-06,[47910],128 City Road London United Kingdom EC1V 2NX
65WL LTD,17322449,active,ltd,,,2026-07-06,,2026-07-06,[68100, 68209],128 City Road London United Kingdom EC1V 2NX
ATLAS DRIVING LTD,17322533,active,ltd,,,2026-07-06,,2026-07-06,[85530],128 City Road London United Kingdom EC1V 2NX
ASK TONE LTD,17322527,active,ltd,,,2026-07-06,,2026-07-06,[62090, 63120],20 Wenlock Road London England N1 7GU
CLICKOAI LTD,17322603,active,ltd,,,2026-07-06,,2026-07-06,[62020, 70229, 73110],66 Paul Street London United Kingdom EC2A 4NA
STEAP TRADING LIMITED,17322618,active,ltd,,,2026-07-06,,2026-07-06,[47910],128 City Road London United Kingdom EC1V 2NX
KYMOMETRICS LIMITED,17322614,active,ltd,,,2026-07-06,,2026-07-06,[72110, 86101, 86220],71-75 Shelton Street London United Kingdom WC2H 9JQ
WABISABI GLOBAL LTD,17322667,active,ltd,,,2026-07-06,,2026-07-06,[47910],Suite10 Capital House London United Kingdom E8 1LL
AUCTN LTD,17322663,active,ltd,,,2026-07-06,,2026-07-06,[62020, 62090, 63110],20 Wenlock Road London England N1 7GU
A2D LTD,17322696,active,ltd,,,2026-07-06,,2026-07-06,[82301],27 Old Gloucester Street London United Kingdom WC1N 3AX
AUREA LEGAL LTD,17322727,active,ltd,,,2026-07-06,,2026-07-06,[70229],C/O The Accountancy Partnership Suite 5, 5th Floor, City Reach London United Kingdom E14 9NN
NOT BAD LTD,17322760,active,ltd,,,2026-07-06,,2026-07-06,[58290, 62011, 62012],71-75 Shelton Street London United Kingdom WC2H 9JQ
PROJECT BAGEL E2 LTD,17322755,active,ltd,,,2026-07-06,,2026-07-06,[56102],660 Holloway Road London England N19 3NU
PAK WORLD TRAVEL LIMITED,17322754,active,ltd,,,2026-07-06,,2026-07-06,[79110],71-75 Shelton Street London United Kingdom WC2H 9JQ
STROVA LTD,17322764,active,ltd,,,2026-07-06,,2026-07-06,[62020],71-75 Shelton Street London United Kingdom WC2H 9JQ
REFURB AND ACCESSORIES LTD,17322743,active,ltd,,,2026-07-06,,2026-07-06,[42110],71-75 Shelton Street London United Kingdom WC2H 9JQ
RAHUL CONSULTING LTD,17322817,active,ltd,,,2026-07-06,,2026-07-06,[70229],71-75 Shelton Street London United Kingdom WC2H 9JQ
CHLOE BISSON SPEAKING LIMITED,17322875,active,ltd,,,2026-07-06,,2026-07-06,[62090, 82990, 85590, 96090],71-75 Shelton Street London United Kingdom WC2H 9JQ
PRAEDIUM ADVISORY LIMITED,17322890,active,ltd,,,2026-07-06,,2026-07-06,[73200],Flat 2 Emanuel Court London England W3 6JP
A2Z EUROPE LTD,17322950,active,ltd,,,2026-07-06,,2026-07-06,[62012, 82990],400 Green Lanes London England N13 5PD
TSN INTERNATIONAL LTD,17322952,active,ltd,,,2026-07-06,,2026-07-06,[62012, 62020],128 City Road London United Kingdom EC1V 2NX
CAELIS COLLECTIVE LTD,17322980,active,ltd,,,2026-07-06,,2026-07-06,[70210, 70229, 73110, 85590],71-75 Shelton Street London United Kingdom WC2H 9JQ
HALLIDAY PROPERTY SOURCING SOLUTIONS LTD,17323014,active,ltd,,,2026-07-06,,2026-07-06,[68310],20 Wenlock Road London England N1 7GU
VWIZZ GROUP LTD,17323008,active,ltd,,,2026-07-06,,2026-07-06,[62012, 63110, 63120],128 City Road London United Kingdom EC1V 2NX
EM'S KICIN LTD,17311901,active,ltd,,,2026-07-01,,2026-07-01,[47290],52 Felixstowe Road London England NW10 5SS
B CASTLES LTD,17311924,active,ltd,,,2026-07-01,,2026-07-01,[77210],20 Wenlock Road London England N1 7GU
R & G KITCHEN LIMITED,17311935,active,ltd,,,2026-07-01,,2026-07-01,[56101],2nd Floor, 23 Haymarket London England SW1Y 4DG
NAIJALINKESTATE LIMITED,17311975,active,ltd,,,2026-07-01,,2026-07-01,[68310],66 Paul Street London United Kingdom EC2A 4NA
AFWHOLESALE LTD,17311997,active,ltd,,,2026-07-01,,2026-07-01,[47910],60, Office 1466 Fitzrovia Tottenham Court Road London United Kingdom W1T 2EW
JPP FOODS LTD,17312085,active,ltd,,,2026-07-01,,2026-07-01,[10890, 46390, 46900],66 Paul Street London England EC2A 4NA
CAIA RETREATS LTD,17312061,active,ltd,,,2026-07-01,,2026-07-01,[96040],Flat 22 Sawmill Studios London England N1 7GW
KAYA RAYA LIMITED,17312069,active,ltd,,,2026-07-01,,2026-07-01,[56103],9 Acton Hill Mews London England W3 9QN
RELY FACILITIES MANAGEMENT LIMITED,17312063,active,ltd,,,2026-07-01,,2026-07-01,[68320, 81100, 98000],Flat 2 55 Upper Berkeley Street London England W1H 7PP
KINCOFFEECO LTD,17312166,active,ltd,,,2026-07-01,,2026-07-01,[56102],71-75 Shelton Street London United Kingdom WC2H 9JQ
MOONTASTIC ENTERTAINMENT LTD,17312168,active,ltd,,,2026-07-01,,2026-07-01,[90030],71-75 Shelton Street London United Kingdom WC2H 9JQ
HALOBLUE COMMERCE LTD,17312182,active,ltd,,,2026-07-01,,2026-07-01,[47910],College House London United Kingdom HA4 7AE
ANUBIS CAPITAL LIMITED,17312286,active,ltd,,,2026-07-01,,2026-07-01,[70229, 82990],16 Rainsborough Square London England SW6 1DQ
MEADLAND GROUP LIMITED,17312292,active,ltd,,,2026-07-01,,2026-07-01,[64209],5th Floor 167-169 Great Portland Street London England W1W 5PF
SOLSTICE COMMERCE LTD,17312277,active,ltd,,,2026-07-01,,2026-07-01,[47910, 85590],71-75 Shelton Street London United Kingdom WC2H 9JQ
AGANJU TRAVELS LTD,17312302,active,ltd,,,2026-07-01,,2026-07-01,[79909],Flat 6, 68 Princes Square London United Kingdom W2 4NY
ALDINHA SKIN LTD,17312290,active,ltd,,,2026-07-01,,2026-07-01,[20420, 47750],20 Wenlock Road London England N1 7GU
BIOPURE LTD,17312360,active,ltd,,,2026-07-01,,2026-07-01,[47110],144 144 Pavilion Club Fulham 81-83 Fulham High Street London England SW6 3JW
HOSPITALITY SHAKERS LTD,17312366,active,ltd,,,2026-07-01,,2026-07-01,[56101, 56210],128 City Road London United Kingdom EC1V 2NX
LUXCHOICE LTD,17312425,active,ltd,,,2026-07-01,,2026-07-01,[47910],106 Wightman Road London United Kingdom N4 1RN
STATUTORY SERVICES UK LTD,17312429,active,ltd,,,2026-07-01,,2026-07-01,[62090, 63990, 73200],20 Wenlock Road London England N1 7GU
MY QI LTD,17312496,active,ltd,,,2026-07-01,,2026-07-01,[10890, 56290],60 Clitherow Avenue London England W7 2BT
OLI'S VALETING LTD,17312490,active,ltd,,,2026-07-01,,2026-07-01,[81222, 81299],190 Billet Road London England E17 5DX
BORA PROPERTY GROUP LIMITED,17312556,active,ltd,,,2026-07-01,,2026-07-01,[68209],71-75 Shelton Street London United Kingdom WC2H 9JQ
NIRMITA LTD,17312626,active,ltd,,,2026-07-01,,2026-07-01,[62012],60 Bloom Heights River Rise Close London England SE8 5FT
COAST PARK LIMITED,17312617,active,ltd,,,2026-07-01,,2026-07-01,[68209],32 Paget Road London England N16 5NQ
GFT FENCING LIMITED,17312687,active,ltd,,,2026-07-01,,2026-07-01,[81300],Suite 9 Dalton House London United Kingdom SW19 2RR
CHOPZ PROTECTION SERVICES LTD,17312744,active,ltd,,,2026-07-01,,2026-07-01,[82990],66 Paul Street London United Kingdom EC2A 4NA
AMU GLOBAL COMMERCE LTD,17312742,active,ltd,,,2026-07-01,,2026-07-01,[46900, 47540, 47910],13 Hurley Crescent London England SE16 6AL
VISUAL VIBES DESIGNS LTD,17312740,active,ltd,,,2026-07-01,,2026-07-01,[74100],Office 1516 60 Tottenham Court Road London United Kingdom W1T 2EW
PAWS AND SCRUB LTD,17312750,active,ltd,,,2026-07-01,,2026-07-01,[96090],71-75 Shelton Street London United Kingdom WC2H 9JQ
CORX LIMITED,17312748,active,ltd,,,2026-07-01,,2026-07-01,[32409],83 Dukes Avenue Muswell Hill London United Kingdom N10 2QD
UNTLD LTD,17312749,active,ltd,,,2026-07-01,,2026-07-01,[47710, 47910],71-75 Shelton Street London United Kingdom WC2H 9JQ
TRUESORD LIMITED,17312820,active,ltd,,,2026-07-01,,2026-07-01,[62012, 62020, 62090],71-75 Shelton Street London United Kingdom WC2H 9JQ
KAFEK GROUP LTD,17312822,active,ltd,,,2026-07-01,,2026-07-01,[64209, 68100, 68209, 70100],128 City Road London United Kingdom EC1V 2NX
ALEX POYNER ART LIMITED,17312819,active,ltd,,,2026-07-01,,2026-07-01,[90030],Wimbledon Art Studios Yellow Studio 140 London United Kingdom SW17 0BB
ISHMAEL’S LTD,17312798,active,ltd,,,2026-07-01,,2026-07-01,[56102],Flat 8, 1, Letchford House London United Kingdom E3 2ZD
MONVEXACLEAN LTD,17312806,active,ltd,,,2026-07-01,,2026-07-01,[81299],195 Wood Street London England E17 3NU
5 CROWN SOLICITORS LTD,17312823,active,ltd,,,2026-07-01,,2026-07-01,[69102],128 City Road London United Kingdom EC1V 2NX
LK LIVING GROUP LTD,17312903,active,ltd,,,2026-07-01,,2026-07-01,[68209],20 Wenlock Road London England N1 7GU
LEAKIQ LTD,17311148,active,ltd,,,2026-07-01,,2026-07-01,[58290],195 Wood Street London United Kingdom E17 3NU
EXPERTS TECH SOLUTIONS LIMITED,17313015,active,ltd,,,2026-07-01,,2026-07-01,[63110],Office 19785 182-184 High Street North London United Kingdom E6 2JA
BRICKFORD BUILDING LTD,17313006,active,ltd,,,2026-07-01,,2026-07-01,[41202, 43390],66 Paul Street London England EC2A 4NA
RAW GROUP SUB 8 LTD,17313138,active,ltd,,,2026-07-01,,2026-07-01,[68209],Acorn House London United Kingdom W3 6AY
OPENDRONE LTD,17313115,active,ltd,,,2026-07-01,,2026-07-01,[47910, 62012],71-75 Shelton Street London United Kingdom WC2H 9JQ
VELARGO LTD,17313136,active,ltd,,,2026-07-01,,2026-07-01,[46420, 47710],71-75 Shelton Street London United Kingdom WC2H 9JQ
NATIONLOAD LTD,17313129,active,ltd,,,2026-07-01,,2026-07-01,[52290, 53202],66 Paul Street London United Kingdom EC2A 4NA
ENDEVA WELLNESS LTD,17313226,active,ltd,,,2026-07-01,,2026-07-01,[82990],71-75 Shelton Street London United Kingdom WC2H 9JQ
ELDWEN HOLDINGS LTD,17313227,active,ltd,,,2026-07-01,,2026-07-01,[73110, 73120],2nd Floor College House Ruislip, United Kingdom HA4 7AE
TINY STEPPERS LTD,17313240,active,ltd,,,2026-07-01,,2026-07-01,[93199],128 City Road London United Kingdom EC1V 2NX
PRIZEDRAWPRO LTD,17313303,active,ltd,,,2026-07-01,,2026-07-01,[58290, 62012],20 Wenlock Road London England N1 7GU
HAZELWOOD HOMES PROPERTIES LTD,17313338,active,ltd,,,2026-07-01,,2026-07-01,[68100, 68209, 68320],167-169 Great Portland Street London England W1W 5PF
WRU LONDON LTD,17313326,active,ltd,,,2026-07-01,,2026-07-01,[70229],Dept 6696, 196 High Road London United Kingdom N22 8HH
SECUREBYTE E-WASTE LTD,17313442,active,ltd,,,2026-07-01,,2026-07-01,[38210, 39000],128 City Road London United Kingdom EC1V 2NX
ERNST VALERY INVESTMENT CORPORATION UK LIMITED,17313433,active,ltd,,,2026-07-01,,2026-07-01,[64209, 68100, 68209],5 Luke Street Greater London England EC2A 4PX
THE LAST FISHERMAN CAFE LTD,17313501,active,ltd,,,2026-07-01,,2026-07-01,[56102],1386 London Road Leigh On Sea England SS9 2UJ
SILVER MOMENTS SUPPORT LTD,17313507,active,ltd,,,2026-07-01,,2026-07-01,[87300],5 Brayford Square London United Kingdom E1 0SG
XPRESS GARDENING LTD,17313570,active,ltd,,,2026-07-01,,2026-07-01,[38110, 43390, 81299, 81300],167-169 Great Portland Street, 5th Floor London England W1W 5PF
UNITED LIVING MCR LTD,17313577,active,ltd,,,2026-07-01,,2026-07-01,[68100, 68209, 68320],20 Wenlock Road London England N1 7GU
PSC PETTS WOOD LIMITED,17313692,active,ltd,,,2026-07-01,,2026-07-01,[56103],236-238 Evelyn Street London England SE8 5BZ
PSC HANLEY LIMITED,17313729,active,ltd,,,2026-07-01,,2026-07-01,[56103],236-238 Evelyn Street London England SE8 5BZ
LLORA LDN LTD,17313795,active,ltd,,,2026-07-01,,2026-07-01,[90010, 90020, 90030, 90040],3 Woolf Mews London England WC1H 9XZ
TORSE PAN LTD,17313796,active,ltd,,,2026-07-01,,2026-07-01,[32200, 46491, 47591, 47910],915 High Road London England N12 8QJ
TALASKA & PARTNERS LIMITED,17313794,active,ltd,,,2026-07-01,,2026-07-01,[70221, 70229],54 Edgeworth Road London England SE9 6JG
SATAREM ENGINEERING UK LIMITED,17313919,active,ltd,,,2026-07-02,,2026-07-02,[71111, 71112, 71121],2nd Floor College House Ruislip, United Kingdom HA4 7AE
HNE ENTERPRISES LTD,17313915,active,ltd,,,2026-07-02,,2026-07-02,[47190],5th Floor 167-169 Great Portland Street London United Kingdom W1W 5PF
PRISM CORPORATION LTD,17313933,active,ltd,,,2026-07-02,,2026-07-02,[96090],The Foundary London United Kingdom SW18 1HT
AMKOM LTD,17313946,active,ltd,,,2026-07-02,,2026-07-02,[47910, 47990],Suite 53c Unimix House Abbey Road London United Kingdom NW10 7TR
ACROS BRAIN TECH LIMITED,17313950,active,ltd,,,2026-07-02,,2026-07-02,[46390, 85590, 96090],29 Central Park Road London England E6 3DZ
THE MOUSTACHE GALLERY CIC,17313957,active,ltd,community-interest-company,,2026-07-02,,2026-07-02,[82302, 85520, 90030, 90040],99 Kirkdale London England SE26 4BL
JAYSCOMFORT LIMITED,17313973,active,ltd,,,2026-07-02,,2026-07-02,[68209],66 Paul Street London England EC2A 4NA
PAWABY LTD,17313982,active,ltd,,,2026-07-02,,2026-07-02,[47190],128 City Road London United Kingdom EC1V 2NX
PENNYWISE SAVINGS LIMITED,17314002,active,ltd,,,2026-07-02,,2026-07-02,[62012],134-136 Buckingham Palace Road London England SW1W 9SA
ZELVIO TECHNOLOGIES LIMITED,17314013,active,ltd,,,2026-07-02,,2026-07-02,[62020],Flat 3, 4 Millennium Drive London England E14 3GD
TANNING AND WELLBEING BROUGH LTD,17314035,active,ltd,,,2026-07-02,,2026-07-02,[96020],71-75 Shelton Street London United Kingdom WC2H 9JQ
ECHO SCROLL CO LTD,17314015,active,ltd,,,2026-07-02,,2026-07-02,[73110],1 Kings Avenue Winchmore Hill United Kingdom N21 3NA
PROFESSIONAL LAUNDRY & DRY CLEANING SERVICES LTD,17314029,active,ltd,,,2026-07-02,,2026-07-02,[96010],87 Camberwell Road London England SE5 0EZ
SAMANDRI CONNECT LIMITED,17314025,active,ltd,,,2026-07-02,,2026-07-02,[47190, 47540, 47910],25 The Broadway London England W5 2NP
WE ARE THE HUMANS LIMITED,17314050,active,ltd,,,2026-07-02,,2026-07-02,[73110, 73120],71-75 Shelton Street London United Kingdom WC2H 9JQ
FCDT LIMITED,17314049,active,ltd,,,2026-07-02,,2026-07-02,[64209],71-75 Shelton Street London United Kingdom WC2H 9JQ
UDN PROPERTIES LTD,17314057,active,ltd,,,2026-07-02,,2026-07-02,[68320],195 - 197, Suite Ra01 Wood Street London United Kingdom E17 3NU
AZ CREATIVE LONDON LIMITED,17314058,active,ltd,,,2026-07-02,,2026-07-02,[47710],Enterprise Yard Unit 6 London England N20 0UA
SWIFTNSHINE SERVICES LTD,17314060,active,ltd,,,2026-07-02,,2026-07-02,[81210],167-169 Great Portland Street London United Kingdom W1W 5PF
