company_name,company_number,company_status,company_type,company_subtype,dissolution_date,incorporation_date,removed_date,registered_date,nature_of_business,registered_office_address,website,email,match_confidence
YOHANSA RECRUITMENT LTD,17211138,active,ltd,,,2026-05-11,,2026-05-11,[78109, 78200, 78300],49 Dalewood Welwyn Garden City England AL7 2JP,,,
KSMN ESTATES LTD,17212614,active,ltd,,,2026-05-12,,2026-05-12,[68100, 68209],122 Harpenden Road St. Albans United Kingdom AL3 6BZ,,,
JLTG DESIGNS LTD,17213853,active,ltd,,,2026-05-12,,2026-05-12,[16290],6 Mayfair Close St. Albans England AL4 9TN,,,
ELEVATION LIVING LIMITED,17216546,active,ltd,,,2026-05-13,,2026-05-13,[68201, 68209, 87900, 88100],7 Eldon Avenue Borehamwood United Kingdom WD6 1NL,https://www.elevationliving.uk,info@elevationliving.co.uk,Confirmed
YUSUF LOGISTIC LTD,17217182,active,ltd,,,2026-05-13,,2026-05-13,[46900, 49410],84 Rowan Drive Broxbourne England EN10 6HJ,,,
AEROLINE EXECUTIVE TRANSFERS LTD,17217688,active,ltd,,,2026-05-13,,2026-05-13,[49320],Devonshire House Borehamwood United Kingdom WD6 1QQ,https://www.aerolinetransfers.co.uk,,Confirmed
J & M PRODUCT SALES LTD,17197965,active,ltd,,,2026-05-05,,2026-05-05,[47990],110/112 Lancaster Road Barnet United Kingdom EN4 8AL,,,
PODS DINING LIMITED,17201304,active,ltd,,,2026-05-06,,2026-05-06,[56101],Posnbourne Park The Ponsbourne Park Hotel Cuffley United Kingdom SG13 8QT,https://theponsbourne.com,info@theponsbourne.com,Confirmed
4M SQUARE LTD,17197807,active,ltd,,,2026-05-05,,2026-05-05,[55209, 68209],111 Norton Way South Letchworth Garden City United Kingdom SG6 1NY,,,
JUSMUSIC LTD,17199626,active,ltd,,,2026-05-05,,2026-05-05,[59200, 62012, 63120, 63990],5 Ducketts Wharf Bishop's Stortford England CM23 3AB,https://jusmusic.com,,Likely
METISYS LTD,17201275,active,ltd,,,2026-05-06,,2026-05-06,[62020],147a High Street Waltham Cross England EN8 7AP,https://www.metisys.ai,,Likely
TAUNT LETTINGS LTD,17210941,active,ltd,,,2026-05-11,,2026-05-11,[68100, 68201, 68209, 68320],23 Church Street Rickmansworth United Kingdom WD3 1DE,,,
OM INVESTMENT GROUP LTD,17219664,active,ltd,,,2026-05-14,,2026-05-14,[68209],Unit 19 Parsons Green Estate Stevenage England SG1 4QG,,,
SPORTS NINJAS LTD,17219928,active,ltd,,,2026-05-14,,2026-05-14,[85510],12 Cavendish House Hoddesdon United Kingdom EN11 0LB,https://sportsninjas.co.uk,ryan@sportsninjas.co.uk,Likely
AST HOLIDAYS LTD,17220099,active,ltd,,,2026-05-14,,2026-05-14,[79110],First Floor 7 Viewpoint Office Village Stevenage United Kingdom SG1 2EQ,,,
KDEL STRAUSS PHILLIPS LTD,17220303,active,ltd,,,2026-05-14,,2026-05-14,[69201],Office No 011openwork02 Borehamwood United Kingdom WD6 1JN,,,
B&V WOODWORX LTD,17220500,active,ltd,,,2026-05-14,,2026-05-14,[41201, 41202],13 Grange Walk Bishop's Stortford United Kingdom CM23 5SJ,,,
EXPRESS UK TYRES LTD,17220631,active,ltd,,,2026-05-14,,2026-05-14,[22110, 45112],209d Queens Road Watford United Kingdom WD17 2QH,,,
AS LIVING PROPERTIES LTD,17221258,active,ltd,,,2026-05-14,,2026-05-14,[68100, 68209],296 The Ridgeway St Albans United Kingdom AL4 9RJ,,,
KARSAM LTD,17221771,active,ltd,,,2026-05-15,,2026-05-15,[68209],103 High Street Waltham Cross United Kingdom EN8 7AN,,,
HARTY PROPERTIES LTD,17222337,active,ltd,,,2026-05-15,,2026-05-15,[68209],Unit 4 Grovelands Hemel Hempstead United Kingdom HP2 7TE,,,
IG MERIDIAN PROPERTY GROUP LTD,17196513,active,ltd,,,2026-05-03,,2026-05-03,[68100, 68201],135 High Road Broxbourne United Kingdom EN10 7BS,,,
MARSH STREET NORTH LIMITED,17223254,active,ltd,,,2026-05-15,,2026-05-15,[68100, 68209],44 Slimmons Drive St. Albans United Kingdom AL4 9AP,,,
ASOPH LIMITED,17223436,active,ltd,,,2026-05-15,,2026-05-15,[64209],Connected Accounting St Albans United Kingdom AL1 3TF,,,
EDEN ROSE MARKETING LTD,17225731,active,ltd,,,2026-05-18,,2026-05-18,[73110],147a High Street Waltham Cross England EN8 7AP,,,
RAPTOR LOCK LIMITED,17226812,active,ltd,,,2026-05-18,,2026-05-18,[46510],82 Mercia Road North Hertfordshire England SG7 6RZ,,,
FREE YOUR DESIRE LTD,17210687,active,ltd,,,2026-05-11,,2026-05-11,[58190, 70210, 74909],201b.3 Cardinal Point Park Road Rickmansworth England WD3 1RE,,,
BOFFERDING LIMITED,17235113,active,ltd,,,2026-05-21,,2026-05-21,[46170, 46342, 47250, 70229],5 Elstree Gate Borehamwood United Kingdom WD6 1JD,https://bofferding.lu,,Confirmed
JUL SERVICES LTD,17235875,active,ltd,,,2026-05-21,,2026-05-21,[63990],Anacapri Anacapri Bushey Heath. Bushey United Kingdom WD23 1NZ,,,
SYKES CARPENTRY LTD,17236915,active,ltd,,,2026-05-22,,2026-05-22,[43320],23 Westell Close Baldock United Kingdom SG7 6RY,,,
DIGITAL HEALTH PARTNERS UK LIMITED,17237350,active,ltd,,,2026-05-22,,2026-05-22,[62020],Avaland House 110 London Road Hemel Hempstead United Kingdom HP3 9SD,https://www.dhpltd.net,dhp.ltd@nhs.net,Confirmed
CREATIVE DRIVEWAY SOLUTIONS LIMITED,17225803,active,ltd,,,2026-05-18,,2026-05-18,[41100],11 Farm Close Welwyn Garden City England AL8 6RP,https://www.creativedrivewaysolutions.com,,Confirmed
CARMELCREST COMFORT LTD,17232458,active,ltd,,,2026-05-20,,2026-05-20,[41201, 41202],Suite 21 Woodside Bishops Stortford United Kingdom CM23 5RG,https://carmelcrestconstruction.com,bidmanager@carmelcrest.co.uk,Confirmed
MAVERICK PRIVATE HOLDINGS LTD,17233171,active,ltd,,,2026-05-20,,2026-05-20,[64209],Unit 9a Bingham's Park Farm Hemel Hempstead England HP1 3BN,,,
HOLIDAYLETS4U LTD,17233367,active,ltd,,,2026-05-20,,2026-05-20,[68209],4 Victoria Square St. Albans United Kingdom AL1 3TF,,,
OPAL AND IRIS LIMITED,17233640,active,ltd,,,2026-05-20,,2026-05-20,[47190],147a High Street Waltham Cross England EN8 7AP,,,
SAHRA DELÄ°VERY AND TECHNICAL SERVICE LTD,17225894,active,ltd,,,2026-05-18,,2026-05-18,[47910, 63990],8 Berefeld Hemel Hempstead United Kingdom HP2 5YS,https://sahradelivery.co.uk,,Confirmed
BARRACUDA SOLUTIONS LTD,17228210,active,ltd,,,2026-05-19,,2026-05-19,[84230],Rowan Brae Chorleywood United Kingdom WD3 5TB,https://barracudasolutionsltd.com,,Likely
NS ESSENCE LTD,17229675,active,ltd,,,2026-05-19,,2026-05-19,[68100, 68209],42 Masons Road Hemel Hempstead United Kingdom HP2 4QP,,,
RUTVIG PATEL HOLDINGS LTD,17231297,active,ltd,,,2026-05-20,,2026-05-20,[64209],Scratchwood House Borehamwood England WD6 3QU,,,
THE GOLDEN ATTIC LTD,17238684,active,ltd,,,2026-05-22,,2026-05-22,[47710, 47799, 47820],4th Floor Radius House Watford England WD17 1HP,,,
SOURCE BLACK AUTOMOTIVE LIMITED,17239688,active,ltd,,,2026-05-25,,2026-05-25,[45111, 45112, 45190, 45200],Logan Court, Flat 3 St. Albans United Kingdom AL2 1GD,,,
FLORE DATA SOLUTIONS LTD,17239755,active,ltd,,,2026-05-25,,2026-05-25,[62020],Wellington House London Colney United Kingdom AL2 1HA,,,
IANNELLI'S COFFEE LIMITED,17239741,active,ltd,,,2026-05-25,,2026-05-25,[56102],Belfry House Hertford England SG14 1BP,https://iannellis.co.uk,info@iannellis.co.uk,Confirmed
THE CHEQUERS ALEHOUSE LTD,17240706,active,ltd,,,2026-05-25,,2026-05-25,[56302],The Chequers Beerhouse Stevenage United Kingdom SG1 3LL,https://www.chequersbeerhouse.co.uk,contact@chequersbeerhouse.co.uk,Confirmed
OUTDOOR MEDIA GROUP LTD,17240881,active,ltd,,,2026-05-25,,2026-05-25,[73120],201b.3 Cardinal Point Park Road Rickmansworth England WD3 1RE,https://www.outdoormediagroup.uk,george@outdoormediagroup.uk,Confirmed
R43 LIMITED,17245219,active,ltd,,,2026-05-27,,2026-05-27,[82990],1st Floor Regency House Rickmansworth England WD3 1ET,,,
G AND D VISION LTD,17249093,active,ltd,,,2026-05-29,,2026-05-29,[43290, 59113],17 Holywell Hill St. Albans United Kingdom AL1 1DT,,,
CHOKE ON LAUGHTER LTD,17246748,active,ltd,,,2026-05-28,,2026-05-28,[59111],Building 15 Gateway 1000 Stevenage United Kingdom SG1 2FP,,,
REIFAL ELECTRICAL LIMITED,17246893,active,ltd,,,2026-05-28,,2026-05-28,[43210],12 West Street Ware United Kingdom SG12 9EE,,,
SKMC PROPERTY INVESTMENT LIMITED,17247532,active,ltd,,,2026-05-28,,2026-05-28,[68209],103 Blakeney Road Stevenage England SG1 2LJ,,,
MJF RAIL LTD,17223896,active,ltd,,,2026-05-15,,2026-05-15,[49200],20 The Causeway Bishop's Stortford England CM23 2EJ,,,
J2Z LTD,17248877,active,ltd,,,2026-05-29,,2026-05-29,[45200],Unit 1d 6 Greycaine Road Watford United Kingdom WD24 7GP,,,
ABP GROUP HOLDINGS LTD,17249235,active,ltd,,,2026-05-29,,2026-05-29,[64209],C/O Michael Filiou Ltd Salisbury House Potters Bar England EN6 5AS,,,
GREEN LIGHT LOCATIONS LIMITED,17249539,active,ltd,,,2026-05-29,,2026-05-29,[59111],11 Greenleaf House Potters Bar United Kingdom EN6 1AE,,,
ANDERSONS GROUP LIMITED,17251383,active,ltd,,,2026-05-31,,2026-05-31,[68100],Tax Assist Potters Bar United Kingdom EN6 2HZ,,,
PRIME CABS EXECUTIVE LIMITED,17210620,active,ltd,,,2026-05-11,,2026-05-11,[49320],4 Clarendon Mews Borehamwood England WD6 1XN,,,
BUTTERFLY BUSINESS CO LTD,17249979,active,ltd,,,2026-05-29,,2026-05-29,[62020],6 Boundary Drive Hertford United Kingdom SG14 3JG,https://www.butterflybusiness.uk,letstalk@butterflybusiness.uk,Likely
DAA HOLDINGS LIMITED,17250660,active,ltd,,,2026-05-29,,2026-05-29,[68100, 68209, 68320],9 Howe Road Hemel Hempstead England HP3 9JN,,,
OVERSTONE 9801 LIMITED,17200824,active,ltd,,,2026-05-05,,2026-05-05,[71129],37 Overstone Road Harpenden England AL5 5PN,,,
GESS HOLDINGS LTD,17206612,active,ltd,,,2026-05-08,,2026-05-08,[64209],Blanche & Co 4e The Lanterns Royston England SG8 7BX,,,
VEYRO HEALTH LTD,17209330,active,ltd,,,2026-05-11,,2026-05-11,[62012, 63120, 86900],Snb Partners Borehamwood United Kingdom WD6 1QQ,,,
DJAS LTD,17210311,active,ltd,,,2026-05-11,,2026-05-11,[56101, 56102, 56103],78 Queens Road Watford United Kingdom WD17 2LA,,,
HAWN HOLDINGS LTD,17204893,active,ltd,,,2026-05-07,,2026-05-07,[70221],Sas House Friarswood Kings Langley England WD4 9JB,https://www.hawnholdings.com,josh@hawnholdings.com,Confirmed
OUR TIME IS NOW LTD,17207283,active,ltd,,,2026-05-08,,2026-05-08,[96090],2 Tower House Hoddesdon United Kingdom EN11 8UR,,,
SUMMIT AND SCALE LTD,17207761,active,ltd,,,2026-05-08,,2026-05-08,[70229],Newgarth Watford England WD25 0NJ,https://summitandscale.io,,Likely
NICA LEGAL LTD,17207755,active,ltd,,,2026-05-08,,2026-05-08,[69102],Rear Of 17 Plantagenet Road Barnet United Kingdom EN5 5JG,,,
ELEVATE GATEWAY LTD,17208008,active,ltd,,,2026-05-08,,2026-05-08,[82301, 96040],Rear Of 17 Plantagenet Road Barnet United Kingdom EN5 5JG,,,
LEISURE AMUSEMENTS LTD,17209833,active,ltd,,,2026-05-11,,2026-05-11,[93210, 93290],Caravan Park Rye House Hoddesdon United Kingdom EN11 0EH,https://www.rye-house.co.uk,office@rye-house.co.uk,Confirmed
NPDC ENGINEERING LTD,17209842,active,ltd,,,2026-05-11,,2026-05-11,[71122, 71129],201b.3 Cardinal Point Park Road Rickmansworth England WD3 1RE,,,
TRIANGLE DEBT RESOLUTION LIMITED,17210083,active,ltd,,,2026-05-11,,2026-05-11,[82990],Unit 4 Grovelands Hemel Hempstead England HP2 7TE,,,
AARMOR LTD,17227682,active,ltd,,,2026-05-18,,2026-05-18,[99999],Catalyst House Arial Ltd Elstree United Kingdom WD6 3SY,,,
DAD1 LTD,17243132,active,ltd,,,2026-05-26,,2026-05-26,[47910],Flat 6 Brookfield House Waltham Cross England EN8 0BT,,,
EARNEST HEALTHCARE SERVICES LTD,17243864,active,ltd,,,2026-05-26,,2026-05-26,[87200, 87300],Flat, Flat 2, Talbot Road Hertfordshire United Kingdom AL10 0QY,,,
PLATINUM GARDEN SERVICES LTD,17220940,active,ltd,,,2026-05-14,,2026-05-14,[81300],271 High Street Berkhamsted United Kingdom HP4 1AA,,,
PW WATCHES LTD,17226326,active,ltd,,,2026-05-18,,2026-05-18,[32130, 47770],C/O Factotum Group Llp The Kinetic Centre Borehamwood WD6 4PJ,https://pw-watches.com,,Confirmed
BERKLING LIMITED,17244640,active,ltd,,,2026-05-27,,2026-05-27,[78200],271 High Street Berkhamsted United Kingdom HP4 1AA,,,
ANGEL STAR LTD,17198115,active,ltd,,,2026-05-05,,2026-05-05,[59200],45a The Broadway Darkes Lane Potters Bar England EN6 2HZ,,,
S MAHONEY CARPENTRY & JOINERY LIMITED,17193396,active,ltd,,,2026-05-01,,2026-05-01,[43290, 43320],Office G5 Watford England WD25 8HR,,,
KNOCKMORE ELECTRICAL LTD,17233617,active,ltd,,,2026-05-20,,2026-05-20,[43210],11 Garden Court Welwyn Garden City England AL7 1BH,,,
G.DAV SOLUTIONS LIMITED,17213457,active,ltd,,,2026-05-12,,2026-05-12,[70229],Fao Workwell Accountancy Ground Floor East - Hyde Watford England WD17 1JW,https://g-daviessolutions.co.uk,gavin@g-daviessolutions.co.uk,Likely
PURITY MED PROFESSIONAL SERVICES LIMITED,17241375,active,ltd,,,2026-05-25,,2026-05-25,[86220],14a Meadway Court Stevenage England SG1 2EF,,,
