company_name,company_number,company_status,company_type,company_subtype,dissolution_date,incorporation_date,removed_date,registered_date,nature_of_business,registered_office_address,website,email,match_confidence
BET BAILEY LTD,16892891,active,ltd,,,2025-12-05,,2025-12-05,[82990],110/112 Lancaster Road Barnet United Kingdom EN4 8AL,,,
DR DENIM LIMITED,16898744,active,ltd,,,2025-12-09,,2025-12-09,"[46420, 47990]",Rae House Bishops Stortford United Kingdom CM23 3BT,,,
CYGNET RESIDENTIAL LIMITED,16902212,active,ltd,,,2025-12-10,,2025-12-10,[68209],Unit 4 Grovelands Hemel Hempstead United Kingdom HP2 7TE,,,
SMART LIFE INVESTMENTS LIMITED,16898805,active,ltd,,,2025-12-09,,2025-12-09,[68209],10 Newnham Parade College Road Waltham Cross England EN8 9NU,,,
OPAL STRATEGIC INSIGHTS LTD,16897392,active,ltd,,,2025-12-08,,2025-12-08,[70229],11 Greenleaf House Darkes Lane Potters Bar United Kingdom EN6 1AE,,,
669 FINCHLEY ROAD 2025 LIMITED,16906478,active,ltd,,,2025-12-12,,2025-12-12,"[68100, 68209]",103 High Street Waltham Cross United Kingdom EN8 7AN,,,
DIGIT LABS LIMITED,16906929,active,ltd,,,2025-12-12,,2025-12-12,[62090],17 College Road Cheshunt England EN8 9LS,,,
KASA  4 LIMITED,16910307,active,ltd,,,2025-12-15,,2025-12-15,"[68209, 68320]",The Chestnuts Brewers End Bishop's Stortford United Kingdom CM22 6QJ,,,
COGNISCIENCE CLINICS LTD,16910770,active,ltd,,,2025-12-15,,2025-12-15,[86220],"1st Floor, 5 Century Court Watford England WD18 9PX",,,
BLUE SQUIRREL ASSET MANAGEMENT LIMITED,16912237,active,ltd,,,2025-12-15,,2025-12-15,[64991],271 High Street Berkhamsted United Kingdom HP4 1AA,,,
ICONIX HOMES LIMITED,16910822,active,ltd,,,2025-12-15,,2025-12-15,"[41100, 68100]",31 Valley Road Rickmansworth United Kingdom WD3 4DT,,,
K&N EC DORKING LIMITED,16916172,active,ltd,,,2025-12-17,,2025-12-17,[56102],Broad House Old Hatfield England AL9 5BG,,,
TEWIN JOINERY LTD,16905276,active,ltd,,,2025-12-11,,2025-12-11,"[16230, 43320, 43999]",45 Lower Green Welwyn England AL6 0LA,,,
INCLUSIVE TUITION LIMITED,16911917,active,ltd,,,2025-12-15,,2025-12-15,[85590],7-8 Portmill Lane Hitchin England SG5 1DJ,,,
HARBOURLINE PROPERTY LTD,16918731,active,ltd,,,2025-12-18,,2025-12-18,[68209],11-13 Hockerill Street Bishop's Stortford United Kingdom CM23 2DH,,,
ANGEL HOMES (V.G) LTD,16918766,active,ltd,,,2025-12-18,,2025-12-18,[87200],Brooklands Brookfield Lane West Waltham Cross United Kingdom EN8 0NU,,,
DEBUT GROUP LIMITED,16913387,active,ltd,,,2025-12-16,,2025-12-16,[64209],Unit 31 Dwight Road Watford United Kingdom WD18 9SB,,,
EMOTION SMART MOBILITY LIMITED,16914290,active,ltd,,,2025-12-16,,2025-12-16,[82990],Black Swan House Ware United Kingdom SG12 9DH,,,
CNA ESTATES LTD,16907922,active,ltd,,,2025-12-12,,2025-12-12,"[68100, 68209]",39 Brimstone Drive Stevenage United Kingdom SG1 4FX,,,
KROG ONE LIMITED,16919013,active,ltd,,,2025-12-18,,2025-12-18,[41100],"C/O Hillier Hopkins Llp First Floor, Radius House Watford United Kingdom WD17 1HP",,,
CARTWRIGHT CURTIS LIMITED,16917117,active,ltd,,,2025-12-17,,2025-12-17,[68310],The Elms Buntingford United Kingdom SG9 9PG,,,
WHITEHALL SCAFFOLDING LIMITED,16906043,active,ltd,,,2025-12-12,,2025-12-12,[43991],10 Prospect Place Welwyn England AL6 9EW,,,
BEYOND PROJECTS GROUP LIMITED,16908538,active,ltd,,,2025-12-13,,2025-12-13,[82990],"1 Beauchamp Court, 10 Victors Way Barnet United Kingdom EN5 5TZ",,,
THE TALLYMAN CANARY WHARF LTD,16918486,active,ltd,,,2025-12-18,,2025-12-18,[56302],147a High Street Waltham Cross England EN8 7AP,,,
MORRIS ADVISORY LTD,16889763,active,ltd,,,2025-12-03,,2025-12-03,"[70229, 82990]",17 Fanshawe Crescent Ware England SG12 0AR,,,
RAJ DOUTH CURRY LTD,16930771,active,ltd,,,2025-12-24,,2025-12-24,[56101],19a Hermitage Road Hitchin United Kingdom SG5 1BT,https://rajdouth.co.uk,,Likely
EFS BUILDING LTD,16932477,active,ltd,,,2025-12-28,,2025-12-28,[43390],66 Carve Ley Welwyn Garden City England AL7 3HH,,,
THE NEST WELWYN LTD,16920024,active,ltd,,,2025-12-18,,2025-12-18,[96090],"Suite E, 1st Floor Wellingham House Welwyn England AL6 9LN",,,
AAA MORTGAGE SERVICES LTD,16922471,active,ltd,,,2025-12-19,,2025-12-19,"[64922, 64999, 66190, 70221]",27 Eastfield Road Waltham Cross United Kingdom EN8 7EU,,,
BLUEROCK CARE HOMES LTD,16928829,active,ltd,,,2025-12-23,,2025-12-23,[55900],207 Crescent Road Hertfordshire England EN4 8SB,,,
JAIS MANUFACTURING LTD,16919925,active,ltd,,,2025-12-18,,2025-12-18,[25990],Unit 5 Twyford Road Industrial Estate Bishop's Stortford England CM23 3LJ,,,
POWER SOLUTION CONSTRUCTION LTD,16926008,active,ltd,,,2025-12-22,,2025-12-22,[43390],71 Brighton Road Watford United Kingdom WD24 5HN,,,
INSPECTOR DRAIN SERVICES LTD,16919202,active,ltd,,,2025-12-18,,2025-12-18,[42210],Building 15 Gateway 1000 Stevenage United Kingdom SG1 2FP,,,
J CORLIS PRODUCTIONS LTD,16928573,active,ltd,,,2025-12-23,,2025-12-23,[59120],Fao Workwell Accountancy Ground Floor East - Hyde Watford England WD17 1JW,,,
