company_name,company_number,company_status,company_type,company_subtype,dissolution_date,incorporation_date,removed_date,registered_date,nature_of_business,registered_office_address,website,email,match_confidence
EARTHBEAT PRODUCTIONS LIMITED,16758733,active,ltd,,,2025-10-02,,2025-10-02,"[47630, 59200]",103 High Street Waltham Cross United Kingdom EN8 7AN,,,
INDIGO ROCK DEVELOPMENT LIMITED,16759025,active,ltd,,,2025-10-02,,2025-10-02,[43999],"1st Floor, 5 Century Court Watford England WD18 9PX",,,
2C RESOURCE SOLUTIONS LTD,16772703,active,ltd,,,2025-10-08,,2025-10-08,[64209],Broad House Old Hatfield England AL9 5BG,,,
PLUCK TECHNOLOGY LTD,16799269,active,ltd,,,2025-10-21,,2025-10-21,[74909],29 Bridge Street Hitchin SG5 2DF,,,
SELF GLOW LIMITED,16818925,active,ltd,,,2025-10-29,,2025-10-29,[96020],16 Station Road Broxbourne England EN10 7QU,,,
M & H TECH SOLUTIONS LIMITED,16763481,active,ltd,,,2025-10-05,,2025-10-05,[47421],Unit B 243 Marlowes Hemel Hempstead United Kingdom HP1 1BL,,,
FIDAR LIMITED,16792151,active,ltd,,,2025-10-17,,2025-10-17,"[68100, 68209]",C/O Bricks Group Hertfordshire England EN6 4RY,,,
BAY TREE VENTURES LIMITED,16821446,active,ltd,,,2025-10-30,,2025-10-30,[99999],The Old Court House Bishops Stortford United Kingdom CM23 2LY,https://baytreeventures.com,,Likely
HEATH HILL INVESTMENTS LIMITED,16801950,active,ltd,,,2025-10-22,,2025-10-22,"[68100, 68201, 68209]",110/112 Lancaster Road Barnet United Kingdom EN4 8AL,,,
RWDF LTD,16758630,active,ltd,,,2025-10-02,,2025-10-02,[45112],C/O Ake Hoddesdon Enterprise Centre Hoddesdon EN11 0FJ,,,
MENTEK-IT LTD,16821286,active,ltd,,,2025-10-30,,2025-10-30,[62020],C/O Melwoods Hemel Hempstead England HP2 7DX,https://mentek.co.uk,enquiries@mentek.co.uk,Confirmed
AFRICAN SUPPLIES LTD,16761840,active,ltd,,,2025-10-03,,2025-10-03,[99999],153-155 London Road Hemel Hempstead England HP3 9SQ,,,
TRIPLE LEAN LTD,16756193,active,ltd,,,2025-10-01,,2025-10-01,[30300],Fao Workwell Accountancy Ground Floor East - Hyde Watford England WD17 1JW,,,
SINAG CONSULTING LTD,16807743,active,ltd,,,2025-10-24,,2025-10-24,[70229],Fao Workwell Accountancy Ground Floor East - Hyde Watford England WD17 1JW,,,
DUAL HOLIDAYS LTD,16779094,active,ltd,,,2025-10-13,,2025-10-13,"[68100, 68209]",Suite 13 5 Hercules Way Watford United Kingdom WD25 7GS,,,
JEFFRIES RENOVATIONS LTD,16800863,active,ltd,,,2025-10-21,,2025-10-21,"[16230, 41202]",C/O Factotum Group Llp Borehamwood United Kingdom WD6 4PJ,,,
RUDA 78 LIMITED,16800790,active,ltd,,,2025-10-21,,2025-10-21,[41100],C/O Expertax Limited Watford United Kingdom WD17 1JJ,,,
MARKSON PARTNERS LIMITED,16803634,active,ltd,,,2025-10-22,,2025-10-22,[70229],Broad House Old Hatfield England AL9 5BG,,,
PROJECT FORMA LTD,16802577,active,ltd,,,2025-10-22,,2025-10-22,[74909],159 High Street Barnet Hertfordshire United Kingdom EN5 5SU,,,
SURREY CAR PARK HOLDINGS LTD,16772807,active,ltd,,,2025-10-08,,2025-10-08,[52219],159 High Street Barnet Hertfordshire United Kingdom EN5 5SU,,,
THE SOCIAL BYRD LIMITED,16774416,active,ltd,,,2025-10-09,,2025-10-09,[70210],"Unit 1b, Focus Four Letchworth England SG6 2TU",https://www.thesocialbyrd.com,hello@thesocialbyrd.com,Confirmed
PLEXUS FINANCE ADVISORS LIMITED,16775685,active,ltd,,,2025-10-09,,2025-10-09,[64999],1 Beauchamp Court Barnet United Kingdom EN5 5TZ,https://plexusfinance.co.uk,hello@plexusfinance.co.uk,Confirmed
TERRAGRISEA LIMITED,16778275,active,ltd,,,2025-10-10,,2025-10-10,[41100],Hertford Road Hoddesdon United Kingdom EN11 9BX,,,
M SHOPFITTERS LTD,16771935,active,ltd,,,2025-10-08,,2025-10-08,"[16230, 41202, 43390, 43999]",2 The Quadrangle Welwyn Garden City United Kingdom AL8 6SG,,,
MARGARET HOUSE (HERTFORDSHIRE) LIMITED,16772585,active,ltd,,,2025-10-08,,2025-10-08,[87300],7-8 Portmill Lane Hitchin England SG5 1DJ,https://margarethouse.co.uk,info@margarethouse.co.uk,Confirmed
ANGEL WAY MANAGEMENT LTD,16773634,active,ltd,,,2025-10-09,,2025-10-09,[98000],Manor Of Groves Sawbridgeworth United Kingdom CM21 0JU,,,
AYLIST INVESTMENTS LTD,16775200,active,ltd,,,2025-10-09,,2025-10-09,"[68100, 68209, 68320]",81 Turners Hill Waltham Cross United Kingdom EN8 9BD,,,
TAILWISPCRAFT LTD,16773700,active,ltd,,,2025-10-09,,2025-10-09,[47910],"12 Wilbury Way, Hitchin Hertfordshire United Kingdom SG4 0TY",https://tailwispcraft.com,charge@tailwispcraft.com,Confirmed
RM EXECUTIVE LTD,16777037,active,ltd,,,2025-10-10,,2025-10-10,"[49320, 52290]",59 Durban Road West Watford United Kingdom WD18 7DR,,,
CONSULTIFY PROPERTY SOLUTIONS LTD,16758093,active,ltd,,,2025-10-02,,2025-10-02,"[68100, 68209]",House 2 Batchwood Drive St Albans United Kingdom AL3 5SB,,,
ESQUIRES CONSTRUCTION LIMITED,16809214,active,ltd,,,2025-10-24,,2025-10-24,[41201],7-8 Portmill Lane Hitchin England SG5 1DJ,,,
SRVL HOLDINGS LIMITED,16805543,active,ltd,,,2025-10-23,,2025-10-23,[64209],5 Bellmount Wood Avenue Watford United Kingdom WD17 3BN,,,
GOOMS CARS LIMITED,16805886,active,ltd,,,2025-10-23,,2025-10-23,[49320],9 Harbour Court Bushey United Kingdom WD23 3NR,,,
SWM METALS LTD,16805969,active,ltd,,,2025-10-23,,2025-10-23,[38320],Unit 4 Grovelands Hemel Hempstead England HP2 7TE,,,
SPICEBOX EXPRESS LTD,16806335,active,ltd,,,2025-10-23,,2025-10-23,[56103],37 Baldock Street Hertfordshire England SG12 9DH,,,
BESPOKE AIR SUPPLIES LIMITED,16807508,active,ltd,,,2025-10-24,,2025-10-24,[46740],69 Fore Street Hertford United Kingdom SG14 1AL,https://bespokeairsupplies.co.uk,info@bespokeairsupplies.co.uk,Confirmed
HIRE HAUS LIMITED,16805836,active,ltd,,,2025-10-23,,2025-10-23,[74209],Building 1 St. Cross Chambers Hoddesdon United Kingdom EN11 8LQ,,,
MAXXISAVER UK LIMITED,16807430,active,ltd,,,2025-10-24,,2025-10-24,[96090],Pinella House Hertfordshire United Kingdom EN8 9TL,,,
NISAAR LTD,16812755,active,ltd,,,2025-10-27,,2025-10-27,[56102],78 Queens Road Watford United Kingdom WD17 2LA,,,
SIGNS 4 U LIMITED,16813005,active,ltd,,,2025-10-27,,2025-10-27,[74100],Building 1 St. Cross Chambers Hoddesdon United Kingdom EN11 8LQ,,,
SUSTAINANTS LIMITED,16813307,active,ltd,,,2025-10-27,,2025-10-27,[70229],137 Watling Street Radlett England WD7 7NQ,,,
SILVERSTONE HOLDCO 5 LIMITED,16814304,active,ltd,,,2025-10-28,,2025-10-28,[64209],Suite 210 C/O Novus Partnership Limited Hemel Hempstead England HP2 7DX,,,
MARCOE GROUP LTD,16815108,active,ltd,,,2025-10-28,,2025-10-28,[64209],Unit 3 Mallow Park Welwyn Garden City United Kingdom AL7 1GX,https://marcoe.co.uk,info@marcoe.co.uk,Confirmed
WORLD CLASS CHANGE LEADER LTD,16815091,active,ltd,,,2025-10-28,,2025-10-28,[70229],5 Eton Avenue Barnet England EN4 8TU,https://worldclasschange.com,,Confirmed
SK TRANSFER LTD,16804050,active,ltd,,,2025-10-22,,2025-10-22,[49320],44 Mercury Walk Hemel Hempstead United Kingdom HP2 5PJ,,,
JSL TRANSPORT LIMITED,16786871,active,ltd,,,2025-10-15,,2025-10-15,[49320],17 Hillcrest Baldock England SG7 6NE,,,
INDIGO ROCK ASSET MANAGEMENT LIMITED,16759035,active,ltd,,,2025-10-02,,2025-10-02,[68100],"1st Foor, 5 Century Court Watford England WD18 9PX",,,
THE WHITE HORSE OLD ROAD LTD,16823032,active,ltd,,,2025-10-31,,2025-10-31,[68209],55 Lakeside Crescent Barnet United Kingdom EN4 8QH,,,
SC DECORATING LIMITED,16821548,active,ltd,,,2025-10-30,,2025-10-30,[43341],81 Turners Hill Waltham Cross England EN8 9BD,,,
PRECISION HABITAT LTD,16823022,active,ltd,,,2025-10-31,,2025-10-31,[68209],1 Orchard Close Hitchin England SG4 7RH,,,
RES DEVELOPMENT COMPANY 40 LIMITED,16755507,active,ltd,,,2025-10-01,,2025-10-01,[35110],"Beaufort Court, Egg Farm Lane Kings Langley United Kingdom WD4 8LR",https://www.res-group.com,,Confirmed
2 BROS BB LTD,16758722,active,ltd,,,2025-10-02,,2025-10-02,[96040],17c Southdown Industrial Estate Harpenden United Kingdom AL5 1PW,,,
SABROSA TAPAS LTD,16769746,active,ltd,,,2025-10-07,,2025-10-07,[56103],30 High Street Bishop's Stortford United Kingdom CM23 2LX,https://sabrosadelfuego.co.uk,info@sabrosadelfuego.co.uk,Confirmed
SCIENTIFIC WAX LIMITED,16756564,active,ltd,,,2025-10-01,,2025-10-01,[59200],2 Tower House Hoddesdon United Kingdom EN11 8UR,,,
DEBENHAMS OTTAWAY TRUST CORPORATION LIMITED,16779933,active,ltd,,,2025-10-13,,2025-10-13,[82990],Ivy House 107 St Peters Street St Albans AL1 3EW,https://www.debenhamsottaway.co.uk,lawyers@debenhamsottaway.co.uk,Confirmed
LITTLE TOTS LTD,16784003,active,ltd,,,2025-10-14,,2025-10-14,[88910],23 Shenley Road Borehamwood United Kingdom WD6 1AD,,,
GSJ HOOPER LIMITED,16779422,active,ltd,,,2025-10-13,,2025-10-13,[82110],57 Gordian Way Stevenage United Kingdom SG2 7QF,,,
GOOD WEEK LTD,16779470,active,ltd,,,2025-10-13,,2025-10-13,"[46390, 47110, 47990]",22 Ripon Way Borehamwood United Kingdom WD6 2HS,,,
YOUR GLOW STUDIO LIMITED,16780279,active,ltd,,,2025-10-13,,2025-10-13,[96090],7 Prescott Road Waltham Cross United Kingdom EN8 0PQ,,,
SHERWALSH PROPERTY LTD,16783329,active,ltd,,,2025-10-14,,2025-10-14,[68209],First Floor Spitalfields House Borehamwood England WD6 2FX,,,
BROOKE YACHTS INTERNATIONAL LIMITED,16783477,active,ltd,,,2025-10-14,,2025-10-14,[47640],"Myers Clark Suite 7a, Building 6 Watford United Kingdom WD18 8YH",,,
WHISKERFLAREDECOR LTD,16788380,active,ltd,,,2025-10-16,,2025-10-16,[47910],"12 Wilbury Way, Hitchin Hertfordshire United Kingdom SG4 0TY",https://whiskerflaredecor.com,payment@whiskerflaredecor.com,Confirmed
TURHAN'S BRISTOL LTD,16789833,active,ltd,,,2025-10-16,,2025-10-16,[96020],81 Turners Hill Waltham Cross United Kingdom EN8 9BD,,,
HOW APT LIMITED,16786178,active,ltd,,,2025-10-15,,2025-10-15,"[58290, 62012, 82990, 96090]",Unit 3 Hertford Logistics Hub Hertford England SG13 7LN,,,
UNITED MEDICAL SUPPLIES LIMITED,16790226,active,ltd,,,2025-10-16,,2025-10-16,[47990],Rear Of 17 Plantagenet Road Barnet United Kingdom EN5 5JG,,,
UNYX AI LTD,16786021,active,ltd,,,2025-10-15,,2025-10-15,[62090],1 Beauchamp Court Barnet United Kingdom EN5 5TZ,https://theunyxai.com,admin@theunyxai.com,Likely
NEAMUL LUI GOGOLAN LTD,16787198,active,ltd,,,2025-10-15,,2025-10-15,"[56101, 56103]",27 Spencer Gate St. Albans United Kingdom AL1 4AD,,,
THE DOGRUN FIELD LTD,16788843,active,ltd,,,2025-10-16,,2025-10-16,[96090],"Northaw Equestrian Centre Northaw, Hertfordshire United Kingdom EN6 4NT",https://thedogrun.net,info@thedogrun.net,Confirmed
CHARLIE NOTE LTD,16788920,active,ltd,,,2025-10-16,,2025-10-16,"[86101, 86220, 86900]",247 Webb Rise Stevenage United Kingdom SG1 5QQ,,,
ALEXANDER ROSS BESPOKE LTD,16797321,active,ltd,,,2025-10-20,,2025-10-20,"[14131, 74100]",59 Sanders Place Hitchin United Kingdom SG4 9SY,http://www.alexanderrossbespoke.co.uk,,Confirmed
PREMIER CARPETS & FLOORING (HITCHIN) LTD,16799852,active,ltd,,,2025-10-21,,2025-10-21,[47530],First Floor 7 Viewpoint Office Village Stevenage United Kingdom SG1 2EQ,,,
PJC CARPENTRY AND CONSTRUCTION HERTS LTD,16800109,active,ltd,,,2025-10-21,,2025-10-21,[43999],18-20 High Street Stevenage United Kingdom SG1 3EJ,https://www.pjc-construction.co.uk,info@pjc-construction.co.uk,Confirmed
VICO SKIN MEDICAL LIMITED,16791439,active,ltd,,,2025-10-17,,2025-10-17,[86900],Rear Of 17 Plantagent Road Hertfordshire United Kingdom EN5 5JG,,,
NOVA WELLNESS STUDIOS LIMITED,16792677,active,ltd,,,2025-10-17,,2025-10-17,[96040],Unit 18 Gateway 1000 Whittle Way Stevenage England SG1 2FP,,,
MITM2015 LTD,16799024,active,ltd,,,2025-10-21,,2025-10-21,[56302],Man In The Moon Broadwater Crescent Stevenage United Kingdom SG2 8ET,,,
HERTS BOUNCE AND PLAY LIMITED,16756394,active,ltd,,,2025-10-01,,2025-10-01,[88910],1 Danesbury Park Warren Park Road Hertford United Kingdom SG14 3HX,,,
SHELFORD TECHNOLOGIES LTD,16762052,active,ltd,,,2025-10-03,,2025-10-03,[62020],2 The Quadrangle Welwyn Garden City United Kingdom AL8 6SG,,,
AEY CLEANING LTD,16770273,active,ltd,,,2025-10-07,,2025-10-07,[81222],11 Wiltshire Road Stevenage United Kingdom SG2 9DU,,,
JRD PLASTERING SERVICES LIMITED,16771541,active,ltd,,,2025-10-08,,2025-10-08,[43310],Unit 18 Gateway 1000 Whittle Way Stevenage England SG1 2FP,,,
TM HAULAGE RECRUITMENT LTD,16761914,active,ltd,,,2025-10-03,,2025-10-03,[78109],1st Floor Office Tring United Kingdom HP23 5AL,https://tmhaulage.uk,,Confirmed
MAISON AUBRIE LIMITED,16764788,active,ltd,,,2025-10-06,,2025-10-06,[46470],35 Limes Avenue Waltham Cross United Kingdom EN8 7FR,,,
JEEVES HOLDINGS (HERTFORDSHIRE) LIMITED,16768702,active,ltd,,,2025-10-07,,2025-10-07,[64209],7-8 Portmill Lane Hitchin England SG5 1DJ,,,
KADIR PROPERTY LTD,16769795,active,ltd,,,2025-10-07,,2025-10-07,"[68100, 68201, 68209, 68320]",28 Royal Avenue Waltham Cross United Kingdom EN8 7QU,,,
THE COACH HOUSE NEW BUILD LTD,16755502,active,ltd,,,2025-10-01,,2025-10-01,[41202],23 Church Street Rickmansworth United Kingdom WD3 1DE,,,
ROCKWAYS BIO LTD,16762542,active,ltd,,,2025-10-03,,2025-10-03,"[70229, 71122]",159 High Street Barnet Hertfordshire United Kingdom EN5 5SU,,,
SIRHO ESTATES LTD,16765893,active,ltd,,,2025-10-06,,2025-10-06,[68209],140 Raglan Avenue Waltham Cross England EN8 8DR,,,
SOCIAL CASE MANAGEMENT SOLUTIONS LTD,16763577,active,ltd,,,2025-10-05,,2025-10-05,[86900],"Office 20, Cp House Watford England WD25 8HR",,,
UNIT PRODUCTIONS LIMITED,16767001,active,ltd,,,2025-10-06,,2025-10-06,[49320],3 Yule Close St. Albans United Kingdom AL2 3XZ,,,
LUSSO TILE STUDIO LTD,16771465,active,ltd,,,2025-10-08,,2025-10-08,"[43330, 46730, 47530, 47910]",Wellington House London Colney United Kingdom AL2 1HA,,,
PHARMALOGIKS GROUP LTD,16823385,active,ltd,,,2025-10-31,,2025-10-31,[58290],101 Bury Road Hitchin United Kingdom SG5 3NZ,https://pharmalogiks.com,hello@pharmalogiks.com,Confirmed
SRAM TRANSPORT LTD,16823313,active,ltd,,,2025-10-31,,2025-10-31,[49410],18-20 High Street Stevenage United Kingdom SG1 3EJ,,,
NEWTON ORIGINATION LTD,16816812,active,ltd,,,2025-10-28,,2025-10-28,[70229],24 Percheron Road Borehamwood WD6 2SR,,,
REAL TALK PROPERTY LTD,16823351,active,ltd,,,2025-10-31,,2025-10-31,[68100],101 Bury Road Hitchin United Kingdom SG5 3NZ,,,
ASSETTA SJM LTD,16817546,active,ltd,,,2025-10-29,,2025-10-29,[68209],Unit 18 Gateway 1000 Whittle Way Stevenage England SG1 2FP,,,
MBS LAW LTD,16820933,active,ltd,,,2025-10-30,,2025-10-30,[69102],Rear Of 17 Plantagenet Road Barnet United Kingdom EN5 5JG,https://mbssolicitors.co.uk,office@mbssolicitors.co.uk,Confirmed
SCALO SYSTEMS LIMITED,16820556,active,ltd,,,2025-10-30,,2025-10-30,[82990],3a Chestnut House Shenley United Kingdom WD7 9AD,,,
ALEXANDRA SAMPSON LIMITED,16816469,active,ltd,,,2025-10-28,,2025-10-28,[86210],2 Rectory Gardens Hatfield England AL10 8BG,,,
KARTEL CLUB LTD,16820370,active,ltd,,,2025-10-30,,2025-10-30,[82990],1 Beauchamp Court Barnet United Kingdom EN5 5TZ,,,
COMPUTACENTER GROUP HOLDINGS LIMITED,16821554,active,ltd,,,2025-10-30,,2025-10-30,[64209],Hatfield Business Park Hatfield United Kingdom AL10 9TW,https://www.computacenter.com,,Confirmed
JPM2 LTD,16782020,active,ltd,,,2025-10-13,,2025-10-13,[69109],C/O Ascot Drummond Devonshire House Borehamwood England WD6 1QQ,,,
CIRCLEACE LTD,16821133,active,ltd,,,2025-10-30,,2025-10-30,[46420],Sas House Friarswood Kings Langley United Kingdom WD4 9JB,,,
PERSEA IT LTD,16776968,active,ltd,,,2025-10-10,,2025-10-10,[62020],"Office No. 109 Fountain Court Victoria Street St. Albans, United Kingdom AL1 3TF",,,
RIX HOLDINGS LTD,16774208,active,ltd,,,2025-10-09,,2025-10-09,[64209],Suite 13 Leavesden Park 5 Hercules Way Watford United Kingdom WD25 7GS,,,
COPPERMILL AQUATICS LTD,16775834,active,ltd,,,2025-10-09,,2025-10-09,[47760],Coppermill Court Coppermill Rickmansworth United Kingdom WD3 9XS,https://www.coppermillaquatics.co.uk,,Confirmed
SUNSHINE CREATIVE PRODUCTIONS LTD,16786759,active,ltd,,,2025-10-15,,2025-10-15,[59112],"Building 15, Gateway 1000 Arlington Business Park Stevenage England SG1 2FP",,,
HCD CARBON LTD,16786926,active,ltd,,,2025-10-15,,2025-10-15,[29320],Unit 10 Bell Farm Royston England SG8 8ND,,,
SR SURVEYING LTD,16777653,active,ltd,,,2025-10-10,,2025-10-10,[74902],Fao Workwell Accountancy Ground Floor East - Hyde Watford England WD17 1JW,,,
ONEIL-EMSYS SOLUTIONS LIMITED,16814507,active,ltd,,,2025-10-28,,2025-10-28,[62020],Fao Workwell Accountancy Ground Floor East - Hyde Watford England WD17 1JW,,,
MINDS ALIGNED LIMITED,16808709,active,ltd,,,2025-10-24,,2025-10-24,"[85600, 86220, 86900]",Fao Workwell Accountancy Ground Floor East - Hyde Watford England WD17 1JW,,,
SKAFA CONSULTING LIMITED,16819143,active,ltd,,,2025-10-29,,2025-10-29,[62020],Fao Workwell Accountancy Ground Floor East - Hyde Watford England WD17 1JW,,,
KILLEAN ENERGY LIMITED,16755429,active,ltd,,,2025-10-01,,2025-10-01,[35110],"Beaufort Court, Egg Farm Lane Kings Langley United Kingdom WD4 8LR",https://www.res-group.com,,Confirmed
GLENHEAD SOLAR LIMITED,16755430,active,ltd,,,2025-10-01,,2025-10-01,[35110],"Beaufort Court, Egg Farm Lane Kings Langley United Kingdom WD4 8LR",https://www.res-group.com,,Confirmed
