company_name,company_number,company_status,company_type,company_subtype,dissolution_date,incorporation_date,removed_date,registered_date,nature_of_business,registered_office_address,website,email,match_confidence
PHILLIPS DOORS & WINDOWS LIMITED,17257254,active,ltd,,,2026-06-02,,2026-06-02,[43320],Northbridge Road Berkhamsted United Kingdom HP4 1EH,https://phillipsdoorsandwindows.co.uk,enquiries@phillipsdoorsandwindows.co.uk,Confirmed
THE ITALIAN CORNER SCHOOL LIMITED,17300834,active,ltd,,,2026-06-25,,2026-06-25,[85590, 85600],Unit 12a Brickfields Industrial Estate Hemel Hempstead United Kingdom HP2 7QA,https://www.theitaliancorner.school,elena.theitaliancorner@gmail.com,Confirmed
NEXA CONNECT HEALTHCARE LTD,17298624,active,ltd,,,2026-06-24,,2026-06-24,[86210, 86900],C/O Michael Filiou Ltd Salisbury House Potters Bar England EN6 5AS,https://nexa.healthcare,,Likely
BAILEY CLAN LTD,17302800,active,ltd,,,2026-06-26,,2026-06-26,[64209],147a High Street Waltham Cross England EN8 7AP,,,
OAK & VALE LIMITED,17303926,active,ltd,,,2026-06-26,,2026-06-26,[41100, 41202],1st & 2nd Floor 2 West Street Ware England SG12 9EE,https://www.oak-vale.co.uk,info@oak-vale.co.uk,Likely
STEELKONIC LIMITED,17305835,active,ltd,,,2026-06-29,,2026-06-29,[25120],Unit 1b, Focus Four Letchworth England SG6 2TU,,,
SMARTVAN LOGISTICS LTD,17303106,active,ltd,,,2026-06-26,,2026-06-26,[52103],10 Prospect Place Welwyn England AL6 9EW,,,
EUREKA AFRO-CARIBBEAN MARKET LTD,17309150,active,ltd,,,2026-06-30,,2026-06-30,[96010, 96090],15 Bull Plain Hertford United Kingdom SG14 1DX,,,
VAYRA CARE HOMES LTD,17301187,active,ltd,,,2026-06-25,,2026-06-25,[64209],1st Floor, 5 Century Court Watford England WD18 9PX,https://vayra.co.uk,info@vayra.co.uk,Confirmed
MDC MOTORS LIMITED,17303230,active,ltd,,,2026-06-26,,2026-06-26,[45111, 45112, 45200, 82990],C/O Cooper Hathaway Limited Potters Bar England EN6 5BS,,,
QEVLAR AI LTD,17306037,active,ltd,,,2026-06-29,,2026-06-29,[62012],Arquen House St. Albans England AL3 4PQ,https://www.qevlar.com,,Confirmed
MATCHBOOK CREATIVE LIMITED,17302222,active,ltd,,,2026-06-25,,2026-06-25,[82990],1 Beauchamp Court Barnet United Kingdom EN5 5TZ,,,
COGNITIVE LITERACY LTD,17298563,active,ltd,,,2026-06-24,,2026-06-24,[70229],Suite 1, The Courtyard, The Old Monastery Bishop's Stortford England CM23 2ND,,,
VAYRA 1 LTD,17301609,active,ltd,,,2026-06-25,,2026-06-25,[87300],1st Floor, 5 Century Court Watford England WD18 9PX,https://vayra.co.uk,info@vayra.co.uk,Confirmed
GERANIUM HOMES LIMITED,17261164,active,ltd,,,2026-06-04,,2026-06-04,[68100, 68209],Pendragon House St. Albans United Kingdom AL1 1LJ,,,
HERTSSHIELD LTD,17308881,active,ltd,,,2026-06-30,,2026-06-30,[80100],Hertsshield Ltd Hertford England SG14 1AJ,,,
BYWATER CHEF LTD,17258641,active,ltd,,,2026-06-03,,2026-06-03,[56210, 96090],15 School End Crescent Hemel Hempstead England HP1 2DZ,,,
KZZ ASSESSMENTS LTD,17259760,active,ltd,,,2026-06-03,,2026-06-03,[88100, 88990],Unit 18 Gateway 1000 Whittle Way Stevenage England SG1 2FP,,,
TILIA ADVISORY LTD,17260421,active,ltd,,,2026-06-04,,2026-06-04,[70229],23 Church Street Rickmansworth United Kingdom WD3 1DE,,,
AQUILA VENTURE PARTNERS LIMITED,17260560,active,ltd,,,2026-06-04,,2026-06-04,[64304],3a Chestnut House Shenley United Kingdom WD7 9AD,,,
LEVI GARDENS LIMITED,17261500,active,ltd,,,2026-06-04,,2026-06-04,[82990],1 Beauchamp Court Barnet United Kingdom EN5 5TZ,https://www.jameslevi.co.uk,james@jameslevi.co.uk,Likely
SWEAT MUSIC GROUP LTD,17263223,active,ltd,,,2026-06-05,,2026-06-05,[64209],C/O Gardian Accounting Ltd 4 Imperial Place Borehamwood United Kingdom WD6 1JN,https://sweatent.com,,Likely
THE CHITCHAT CLUB LTD,17264569,active,ltd,,,2026-06-05,,2026-06-05,[63990, 82302, 93290, 94990],Flat 7 Queen Victoria House Hertford United Kingdom SG14 1PB,,,
AHS BUILDERS LIMITED,17264742,active,ltd,,,2026-06-05,,2026-06-05,[41201, 41202, 43390],81 Turners Hill Waltham Cross United Kingdom EN8 9BD,,,
HOLKHAM CONSTRUCTION LTD,17278796,active,ltd,,,2026-06-17,,2026-06-17,[41201, 41202],7-8 Portmill Lane Hitchin England SG5 1DJ,,,
MOUTON SERVICES LIMITED,17269886,active,ltd,,,2026-06-09,,2026-06-09,[78300],5 Elstree Gate Borehamwood United Kingdom WD6 1JD,,,
GJB GARDENS LTD,17273273,active,ltd,,,2026-06-10,,2026-06-10,[81300],40 Chadwell Avenue Cheshunt England EN8 0EP,,,
HOLMAN & CO RECRUITMENT LTD,17276110,active,ltd,,,2026-06-17,,2026-06-17,[78109],28 Cursoner Avenue Bishop's Stortford United Kingdom CM23 1GS,,,
VEXARA PARTNERS LTD,17269703,active,ltd,,,2026-06-09,,2026-06-09,[70229],Unit 4 Grovelands Hemel Hempstead United Kingdom HP2 7TE,https://www.vexarapartners.com,,Confirmed
JUST4CLICKS LTD,17275836,active,ltd,,,2026-06-17,,2026-06-17,[73110],22 Kingfisher Drive Hemel Hempstead United Kingdom HP3 9DD,,,
FRUNZAEMIL LTD,17276726,active,ltd,,,2026-06-17,,2026-06-17,[29320],Unit 10 Bell Farm Royston England SG8 8ND,,,
PAMA PROP INVESTMENT LIMITED,17272736,active,ltd,,,2026-06-10,,2026-06-10,[64999],First Floor, Studio 3 Borehamwood United Kingdom WD6 1JH,,,
SSS LEAPFROG LTD,17273148,active,ltd,,,2026-06-10,,2026-06-10,[85510, 93120],Unit 56 The Maltings Business Centre Roydon Road Ware England SG12 8HG,,,
SHENOYORTH LTD,17275628,active,ltd,,,2026-06-17,,2026-06-17,[86900],Unit 4 Stirling Court Yard Borehamwood England WD6 2FX,,,
BEAUBELLE PROPERTIES LTD,17267667,active,ltd,,,2026-06-08,,2026-06-08,[68100, 68209],11-13 Hockerill Street Hertfordshire United Kingdom CM23 2DH,,,
PB TRAINING LIMITED,17278966,active,ltd,,,2026-06-17,,2026-06-17,[85590],The Tower Ware United Kingdom SG12 9LR,,,
YNGWELLNESS LIMITED,17266624,active,ltd,,,2026-06-08,,2026-06-08,[93130],137 Watling Street Radlett England WD7 7NQ,,,
RG3 LIMITED,17268629,active,ltd,,,2026-06-08,,2026-06-08,[68209],74 Shenley Hill Radlett United Kingdom WD7 7BD,,,
GRIGGS (OPTIONS 2) LIMITED,17277830,active,ltd,,,2026-06-17,,2026-06-17,[82990],1st Floor, Spitalfields House Borehamwood England WD6 2FX,http://www.griggshomes.co.uk,,Likely
OUTGROWN SPORTS LTD,17267220,active,ltd,,,2026-06-08,,2026-06-08,[47640],65 Knowl Piece Wilbury Way Hitchin United Kingdom SG4 0TY,,,
MARQUE MARKETING LTD,17271424,active,ltd,,,2026-06-09,,2026-06-09,[63990],48 Georges Wood Road Hatfield United Kingdom AL9 7BT,,,
DIGNITY AND MARKETING GLOBAL LTD,17267828,active,ltd,,,2026-06-08,,2026-06-08,[47910],73 Victoria Road Watford WD24 5AY,,,
KC LONDON INVESTMENTS LTD,17281368,active,ltd,,,2026-06-18,,2026-06-18,[68100, 68320],Unit 5 5 Stirling Court Yard Borehamwood United Kingdom WD6 2FX,,,
POG COLLECTS LTD,17283041,active,ltd,,,2026-06-18,,2026-06-18,[47910],Office 4 1st Floor Watford United Kingdom WD17 2DJ,,,
NIC CONSTRUCTION LTD,17289553,active,ltd,,,2026-06-20,,2026-06-20,[43390],1st Floor Office Tring United Kingdom HP23 5AL,,,
LUX DOLLS LTD,17253804,active,ltd,,,2026-06-01,,2026-06-01,[73120],Belfry House Hertford England SG14 1BP,,,
FOUR PAW PUPS LIMITED,17298572,active,ltd,,,2026-06-24,,2026-06-24,[96090],West Clayton Business Centre Chorleywood United Kingdom WD3 5EX,,,
WEIRMEAD HOLDINGS LIMITED,17299802,active,ltd,,,2026-06-24,,2026-06-24,[64209],Unit 12 Imperial Park, Watford United Kingdom WD24 4PP,,,
TERRA MATER-UMA LTD,17299811,active,ltd,,,2026-06-24,,2026-06-24,[82990],C/O Michael Filiou Ltd Salisbury House Potters Bar England EN6 5AS,,,
RESERVA HOLDINGS LIMITED,17286164,active,ltd,,,2026-06-19,,2026-06-19,[64209],1st & 2nd Floor 2 West Street Ware United Kingdom SG12 9EE,,,
D&E WILLIAMS PROPERTY SERVICES LTD,17288545,active,ltd,,,2026-06-19,,2026-06-19,[68100],114 Mutton Lane Potters Bar England EN6 2HE,,,
FREEDMANS LAW LIMITED,17288755,active,ltd,,,2026-06-19,,2026-06-19,[69101, 69102],Langley House Borehamwood United Kingdom WD6 4RT,,,
TULIP CAFE LIMITED,17292358,active,ltd,,,2026-06-21,,2026-06-21,[56102],81 Turners Hill Waltham Cross United Kingdom EN8 9BD,,,
MARGARET LONG CONSULTING LIMITED,17285469,active,ltd,,,2026-06-19,,2026-06-19,[82990],22 Radcliffe Road Hitchin United Kingdom SG5 1QH,,,
CASALE ELECTRICAL LTD,17288064,active,ltd,,,2026-06-19,,2026-06-19,[43210],C/O My Prestige Accountant Ltd, Office On The Hill Elstree United Kingdom WD6 3BY,,,
THOBANI CARE HOMES (THE ISLAND) LTD,17288850,active,ltd,,,2026-06-19,,2026-06-19,[87300, 87900],Regency House Barnet United Kingdom EN5 4BE,,,
PRODUCTION SUPPLIES & SERVICES LIMITED,17292261,active,ltd,,,2026-06-21,,2026-06-21,[47910],(Office 124) 186 St. Albans Road Watford England WD24 4AS,https://shop.prodsupplies.com,,Confirmed
BUTTON PROPERTIES LIMITED,17297386,active,ltd,,,2026-06-23,,2026-06-23,[68209],4 Victoria Square St Albans United Kingdom AL1 3TF,,,
ATLAS ESCAPES LTD,17286582,active,ltd,,,2026-06-19,,2026-06-19,[79110, 79120],81 Turners Hill Waltham Cross United Kingdom EN8 9BD,,,
DAVIS PROPERTY GROUP HOLDINGS LTD,17288939,active,ltd,,,2026-06-19,,2026-06-19,[64209],145-147 Hatfield Road St. Albans United Kingdom AL1 4JY,,,
JACOBS & CO MOTORSPORTS LIMITED,17289744,active,ltd,,,2026-06-20,,2026-06-20,[45190],Langley House Borehamwood United Kingdom WD6 4RT,,,
WATSON CASTING LIMITED,17291902,active,ltd,,,2026-06-21,,2026-06-21,[22290],Janelle House Hertford England SG14 1QN,,,
EBR83 LIMITED,17298529,active,ltd,,,2026-06-24,,2026-06-24,[82990],1 Beauchamp Court Barnet United Kingdom EN5 5TZ,,,
VARNI GOODS UK LIMITED,17289785,active,ltd,,,2026-06-20,,2026-06-20,[46900, 47190, 47910],Flat10 Springwell Apartments Watford United Kingdom WD18 0LE,,,
ELDERCARE360 LTD,17282029,active,ltd,,,2026-06-18,,2026-06-18,[78300],1 Flat 1 Hitchin United Kingdom SG4 0JG,,,
GOLF LAB LIMITED,17285799,active,ltd,,,2026-06-19,,2026-06-19,[93110],7-8 Portmill Lane Hitchin England SG5 1DJ,,,
CEIBA STRATEGIES LIMITED,17292698,active,ltd,,,2026-06-21,,2026-06-21,[74909],Flat 82 Sharps Court Cooks Way England SG4 0JG,,,
THE EMPIRE HERITAGE SECURITY LIMITED,17297288,active,ltd,,,2026-06-23,,2026-06-23,[80100, 80200],54 Bishops Rise Hatfield England AL10 9HH,,,
ND SHOTS LIMITED,17298334,active,ltd,,,2026-06-24,,2026-06-24,[82990],2nd Floor, Unicorn House Potters Bar England EN6 1TL,,,
ARDSAN LIMITED,17298614,active,ltd,,,2026-06-24,,2026-06-24,[82990],1 Beauchamp Court Barnet United Kingdom EN5 5TZ,,,
IDEAL FOOD & WINE LTD,17287677,active,ltd,,,2026-06-19,,2026-06-19,[47110],97 Rye Road Hertfordshire England EN11 0JL,,,
BRETT KIRBY LTD,17299243,active,ltd,,,2026-06-24,,2026-06-24,[96090],16 The Maltings Roydon Road Stanstead Abbotts England SG12 8UU,,,
AUREXXIS LIMITED,17304102,active,ltd,,,2026-06-26,,2026-06-26,[61900],Fao Workwell Accountancy Ground Floor East - Hyde Watford England WD17 1JW,,,
WST LANDSCAPES LTD,17288410,active,ltd,,,2026-06-19,,2026-06-19,[43390, 81300],Fao Workwell Accountancy Ground Floor East - Hyde Watford England WD17 1JW,,,
