company_name,company_number,company_status,company_type,company_subtype,dissolution_date,incorporation_date,removed_date,registered_date,nature_of_business,registered_office_address,website,email,match_confidence
LINNEY RACE ENGINEERING LTD,16290713,active,ltd,,,2025-03-04,,2025-03-04,[45310],The Pheasantry Breachwood Green England SG4 8PL,http://www.linneytuning.com,,Likely
MILLBROOK MANAGEMENT LTD,16296670,active,ltd,,,2025-03-06,,2025-03-06,[68320],Suite 2c, Brosnan House Potters Bar United Kingdom EN6 1BW,,,
POLYMIME LTD,16296674,active,ltd,,,2025-03-06,,2025-03-06,[59112, 59120],5 Glen House Bishop's Stortford England CM23 3XB,,,
ANTELOPE MEDIA LTD,16277253,active,ltd,,,2025-02-26,,2025-02-26,[82990],77 Kylna Court Hemel Hempstead United Kingdom HP2 4BF,,,
SO5 LIMITED,16277450,active,ltd,,,2025-02-26,,2025-02-26,[62020],First Floor Baldock United Kingdom SG7 6QQ,,,
BRIGHTERR HOMES LTD,16293248,active,ltd,,,2025-03-05,,2025-03-05,[86900],Ground Floor Kings House Watford England WD17 2EH,,,
NOVON HEALTHCARE LIMITED,16293606,active,ltd,,,2025-03-05,,2025-03-05,[86210],18-20 High Street Stevenage United Kingdom SG1 3EJ,,,
BYGATE HOLDINGS LIMITED,16293873,active,ltd,,,2025-03-05,,2025-03-05,[64202],1-2 Sharose Court, Hicks Road St Albans United Kingdom AL3 8JH,,,
WENDY JANE HOMES LIMITED,16294069,active,ltd,,,2025-03-05,,2025-03-05,[68310],Unit 1 The Cam Centre Hitchin England SG4 0TW,,,
LATCHMORE CONSTRUCTION LTD,16294395,active,ltd,,,2025-03-05,,2025-03-05,[41100, 41201, 41202, 43390],Latchmore Bank Farmhouse Little Hallingbury England CM22 7PJ,,,
MAKER & MIND LTD,16295276,active,ltd,,,2025-03-05,,2025-03-05,[90030],Unit 28 Hb Accountants Hoddesdon United Kingdom EN11 0LB,https://www.makerandmind.co.uk,connie@makerandmind.co.uk,Confirmed
DU FLOORING LTD,16300291,active,ltd,,,2025-03-07,,2025-03-07,[43330],Francis House Barnet United Kingdom EN5 5RN,,,
ZEV EVENTS LIMITED,16420880,active,ltd,,,2025-04-30,,2025-04-30,[82990],C/O Factotum Group Llp The Kinetic Centre Borehamwood England WD6 4PJ,,,
MAHARAJ HOLDINGS LIMITED,16418992,active,ltd,,,2025-04-30,,2025-04-30,[68100, 68209],2 Weall Green Watford England WD25 7EN,,,
DREWETT PROPERTY LIMITED,16423024,active,ltd,,,2025-05-01,,2025-05-01,[68209],C/O Expertax Limited Watford England WD17 1JJ,,,
EC BUXTON LIMITED,16419327,active,ltd,,,2025-04-30,,2025-04-30,[56102],Broad House Old Hatfield England AL9 5BG,,,
ASPIRE CHILDREN LIMITED,16419995,active,ltd,,,2025-04-30,,2025-04-30,[87900],10 Station Road Letchworth Garden City England SG6 3AU,,,
CLONROCHE PROPERTIES LIMITED,16422885,active,ltd,,,2025-05-01,,2025-05-01,[68209],8 Ridgewood Gardens Harpenden United Kingdom AL5 3NN,,,
C&L PARTNERS LIMITED,16272954,active,ltd,,,2025-02-24,,2025-02-24,[64209],East Wing Goffs Oak House Goffs Oak United Kingdom EN7 5GE,,,
CURRENT KNOT LTD,16434605,active,ltd,,,2025-05-07,,2025-05-07,[47910],12 Wilbury Way, Hitchin Hertfordshire United Kingdom SG4 0TY,,,
JUST CALL CHRIS LIMITED,16417824,active,ltd,,,2025-04-29,,2025-04-29,[43310, 43341, 43390],The Old Couthouse Bishops Stortford England CM23 2LY,,,
WEBB LABS LTD,16424696,active,ltd,,,2025-05-01,,2025-05-01,[62012],59 Gladstone Road Watford United Kingdom WD17 2RA,,,
BERKHAMSTED AIRPORT TAXI LTD,16429439,active,ltd,,,2025-05-06,,2025-05-06,[49320],212 High Street Berkhamsted United Kingdom HP4 1AG,,,
HALCYON X LTD,16229262,active,ltd,,,2025-02-04,,2025-02-04,[64999, 70229],Unti 2 Hillside Farm, Hillside Lane, Ware England SG12 9SH,,,
LEGACY DEVELOPMENTS SPCWES LIMITED,16234271,active,ltd,,,2025-02-06,,2025-02-06,[41100],First Floor 7 Viewpoint Office Village Stevenage United Kingdom SG1 2EQ,,,
DIALON CAFE LIMITED,16121576,active,ltd,,,2024-12-05,,2024-12-05,[56102],Broad House 1 The Broadway Hatfield England AL9 5BG,,,
SLIM FLUENCE LIMITED,16424558,active,ltd,,,2025-05-01,,2025-05-01,[86900],1 Tower House Hoddesdon England EN11 8UR,,,
COFFEETRON LTD,16353701,active,ltd,,,2025-03-31,,2025-03-31,[47290],Broad House Old Hatfield England AL9 5BG,,,
ELLA GRACE ESTATES LTD,16131569,active,ltd,,,2024-12-11,,2024-12-11,[68310],Unit 4 Grovelands Hemel Hempstead England HP2 7TE,,,
BRIDGEMAN PROPERTY HOLDINGS LIMITED,16378792,active,ltd,,,2025-04-10,,2025-04-10,[68100],Unit 14 Oak Court Business Centre St Albans United Kingdom AL3 6PH,,,
BRIAR CAPITAL LIMITED,16617978,active,ltd,,,2025-07-31,,2025-07-31,[64209],Unit 2 Veralum Industrial Estate St. Albans United Kingdom AL1 1JB,,,
ELEVATOR PROS LIMITED,16134331,active,ltd,,,2024-12-13,,2024-12-13,[71129],19 Sterling Avenue Waltham Cross England EN8 8DE,,,
CROCUS PROJECTS LIMITED,16429511,active,ltd,,,2025-05-06,,2025-05-06,[41100],Lake House Royston England SG8 9JN,,,
DATUM TECHNICAL SERVICES LTD,16390200,active,ltd,,,2025-04-15,,2025-04-15,[90020],8 Fielding Way Stevenage England SG1 4SP,,,
JUNGLE SERVICES LIMITED,16244806,active,ltd,,,2025-02-11,,2025-02-11,[43290],Unit 2 Veralum Industrial Estate St. Albans England AL1 1JB,,,
OPTIO INVESTMENT PARTNERS UK LIMITED,16135660,active,ltd,,,2024-12-13,,2024-12-13,[77110, 77120, 77390],11 Greenleaf House Darkes Lane Potters Bar United Kingdom EN6 1AE,https://www.optioinvest.com,info@optioinvest.com,Confirmed
ACCESS BUILDING AND CONSTRUCTION LTD,16329017,active,ltd,,,2025-03-19,,2025-03-19,[43290],Unit 1 Parsons Green Industrial Estate Stevenage England SG1 4QG,,,
UNMATCHED CLUB LTD,16495526,active,ltd,,,2025-06-04,,2025-06-04,[56102, 56103],Suite 2c Brosnan House Potters Bar United Kingdom EN6 1BW,https://unmatchedclub.com,,Confirmed
HONG STAYS LIMITED,16531497,active,ltd,,,2025-06-20,,2025-06-20,[55900],171 Cleveland Way Stevenage England SG1 6BX,,,
PARADINE PODCASTS LTD,16461789,active,ltd,,,2025-05-20,,2025-05-20,[62090],5 Elstree Gate Borehamwood United Kingdom WD6 1JD,,,
32 PROPERTY SERVICES LIMITED,16224727,active,ltd,,,2025-02-03,,2025-02-03,[68310],24 Church Street Rickmansworth United Kingdom WD3 1DD,,,
EXPOSITIONISTS LTD,16299907,active,ltd,,,2025-03-07,,2025-03-07,[82301],Building 15 Gateway 1000 Stevenage England SG1 2FP,https://www.expositionists.co.uk,,Confirmed
BROOK REAL ESTATE LIMITED,16168688,active,ltd,,,2025-01-07,,2025-01-07,[68320],Suite 7a, Building 6 Watford England WD18 8YH,,,
RED AND BLUE CONSULTANCY LIMITED,16532885,active,ltd,,,2025-06-20,,2025-06-20,[62020],1 Beauchamp Court Barnet United Kingdom EN5 5TZ,,,
FRANKIES BAKERY LIMITED,16532653,active,ltd,,,2025-06-20,,2025-06-20,[47240],26 Station Road New Barnet United Kingdom EN5 1QW,,,
SUPER STEPS ACAI LTD,16535497,active,ltd,,,2025-06-23,,2025-06-23,[56102],Ground Floor Kings House Watford England WD17 2EH,,,
DIPTHIS DIPTHAT EDITION LTD,16536803,active,ltd,,,2025-06-23,,2025-06-23,[47910],Unit 6 Delamare Road Waltham Cross United Kingdom EN8 9SU,https://dipthisdipthatedition.com,,Confirmed
CAFE DELI TRAVEL LIMITED,16537715,active,ltd,,,2025-06-24,,2025-06-24,[68320],C/O Expertax Limited Watford United Kingdom WD17 1JJ,,,
OCE RISLEY LIMITED,16532110,active,ltd,,,2025-06-20,,2025-06-20,[35110, 42220],Unit 1b Focus Four Letchworth Garden City England SG6 2TU,,,
BARKWELL VENTURES LIMITED,16537553,active,ltd,,,2025-06-24,,2025-06-24,[62012, 96090],Pendragon House St. Albans England AL1 1LJ,,,
COLSON STUDIO LTD,16538540,active,ltd,,,2025-06-24,,2025-06-24,[74209],C/O Goodier Smith & Watts Borehamwood England WD6 1QQ,,,
M & A CANNA LIMITED,16539192,active,ltd,,,2025-06-24,,2025-06-24,[70229],1 Tower House Hoddesdon England EN11 8UR,,,
SB WATFORD LTD,16535583,active,ltd,,,2025-06-23,,2025-06-23,[56102],Ground Floor Kings House Watford England WD17 2EH,,,
ATLASCORE RACING LTD,16537285,active,ltd,,,2025-06-24,,2025-06-24,[93199],255 Broadwater Crescent Stevenage England SG2 8ET,,,
AVIARY CAPITAL LIMITED,16453520,active,ltd,,,2025-05-15,,2025-05-15,[82990],1st Floor, Spitalfields House Borehamwood England WD6 2FX,,,
UNION BUSINESS FINANCE HOLDINGS LIMITED,16450669,active,ltd,,,2025-05-14,,2025-05-14,[99999],1st Floor, 5 Century Court Watford England WD18 9PX,,,
CULTURAL CARE HOMES LTD,16452233,active,ltd,,,2025-05-15,,2025-05-15,[87900],6 Chardia Terrace Cheshunt United Kingdom EN8 9BS,,,
BRICKS WITH PURPOSE LTD,16122715,active,ltd,,,2024-12-09,,2024-12-09,[68100, 68310, 70229],Pendragon House St. Albans England AL1 1LJ,https://www.brickswithpurpose.com,,Confirmed
MARC BEE JOINERY LTD,16452946,active,ltd,,,2025-05-15,,2025-05-15,[43320],Ground Floor Kings House Watford England WD17 2EH,,,
MAKE FUN HAPPEN LTD,16452944,active,ltd,,,2025-05-15,,2025-05-15,[43320],Ground Floor Kings House Watford England WD17 2EH,,,
TAKE ON LTD,16216455,active,ltd,,,2025-01-29,,2025-01-29,[62090],4 Elm Court, Berkhamsted United Kingdom HP4 1AF,https://www.closeeasy.co.uk,,Likely
QUANTUM PROTECTION LTD,16461821,active,ltd,,,2025-05-20,,2025-05-20,[41100, 41202, 42990, 43110],25 Greenwood Avenue Cheshunt United Kingdom EN7 5BX,,,
VICTORY SAP PARTNERS LTD,16455968,active,ltd,,,2025-05-19,,2025-05-19,[78200],25 Talbot Street Hertford England SG13 7BX,https://victorysap-partners.com,Nicholas@VictorySAP-Partners.com,Confirmed
KGS WINE LTD,16449860,active,ltd,,,2025-05-14,,2025-05-14,[47110],16 The Parade Delta Gain Watford United Kingdom WD19 5BL,,,
MJJG LIMITED,16290021,active,ltd,,,2025-03-04,,2025-03-04,[64209],Unit 2 The Eclipse Industrial Estate Watford United Kingdom WD24 7AE,,,
DELTA ROMEO ONE LIMITED,16460495,active,ltd,,,2025-05-20,,2025-05-20,[64209],Cardinal Point Rickmansworth United Kingdom WD3 1RE,,,
JR PROPSS LTD,16462464,active,ltd,,,2025-05-20,,2025-05-20,[90020],19 Harewood Road Watford United Kingdom WD19 7BZ,,,
DESIGN GROUP 66 LTD,16464980,active,ltd,,,2025-05-21,,2025-05-21,[82990],1 Beauchamp Court Barnet United Kingdom EN5 5TZ,,,
GERHOSTO BARI LIMITED,16465265,active,ltd,,,2025-05-21,,2025-05-21,[56102],18 Leeming Road Borehamwood United Kingdom WD6 4DU,,,
YOURGAMES LTD,16382696,active,ltd,,,2025-04-11,,2025-04-11,[62090],4 Imperial Place Borehamwood England WD6 1JN,https://www.yourgames.store,,Confirmed
NOEX LTD,16463649,active,ltd,,,2025-05-20,,2025-05-20,[70229],2 Cornwall Road Harpenden England AL5 4TH,,,
KENNETH TURNER LIMITED,16457806,active,ltd,,,2025-05-19,,2025-05-19,[46220, 46450],Pioneer Nursery Baldock Lane Letchworth United Kingdom SG6 2AE,https://www.kennethturner.com,,Likely
RS PAYMENTS LIMITED,16465047,active,ltd,,,2025-05-21,,2025-05-21,[62020],3 Parkers Field Stevenage England SG2 9JR,,,
SOLANKI PO AND HUB LTD,16466747,active,ltd,,,2025-05-21,,2025-05-21,[53100],49 High Street Royston United Kingdom SG8 6DZ,,,
(MBC)MASTER BUILDING CONSTRUCTION LTD,16469289,active,ltd,,,2025-05-22,,2025-05-22,[43390],12 Rendlesham Avenue Radlett United Kingdom WD7 8PF,https://www.mb-construction.uk,mbc100build@gmail.com,Confirmed
GMP ASSOCIATES LTD,16166557,active,ltd,,,2025-01-06,,2025-01-06,[62090],201b.3 Cardinal Point Park Road Rickmansworth England WD3 1RE,,,
SUBLINE EVENTS LTD,16470787,active,ltd,,,2025-05-23,,2025-05-23,[82990],Unit 4 Grovelands Hemel Hempstead England HP2 7TE,https://sublineevents.com,,Confirmed
ELB LEISURE LIMITED,16468472,active,ltd,,,2025-05-22,,2025-05-22,[93130],Sas House Friarswood Kings Langley United Kingdom WD4 9JB,,,
ONIKO PROPERTIES LIMITED,16469046,active,ltd,,,2025-05-22,,2025-05-22,[68100],1st Floor Spitalfields House, Stirling Way Borehamwood United Kingdom WD6 2FX,,,
AMFLOW BICYCLES (UK) LIMITED,16510652,active,ltd,,,2025-06-11,,2025-06-11,[82990],1 Beauchamp Court Barnet United Kingdom EN5 5TZ,https://www.amflowbikes.com/uk,sales@amflowbikes.com,Confirmed
RHYTHM LIFE LTD,16511635,active,ltd,,,2025-06-11,,2025-06-11,[47910],34 Mallard Court Rickmansworth United Kingdom WD3 1SB,,,
CUNARDER LOCOMOTIVE GROUP LIMITED,16506530,active,ltd,,,2025-06-09,,2025-06-09,[91020],The Barn 12a High Street St Albans United Kingdom AL4 8AA,,,
LIMBADA HOMES LIMITED,16503604,active,ltd,,,2025-06-09,,2025-06-09,[87300],Top Floor, Leeside Works Stanstead Abbotts United Kingdom SG12 8DL,,,
PINK PROPERTY MAINTENANCE LTD,16528211,active,ltd,,,2025-06-19,,2025-06-19,[68320],2 Wellington Place Broxbourne United Kingdom EN10 7JB,,,
SALB PROPERTY LIMITED,16528379,active,ltd,,,2025-06-19,,2025-06-19,[68209],Manufactory House Hertford England SG14 1BP,,,
PLAN IT LONDON EVENTS LIMITED,16528813,active,ltd,,,2025-06-19,,2025-06-19,[82990],1 Beauchamp Court Barnet United Kingdom EN5 5TZ,,,
GLOBAL DIGITAL AND SOCIAL LTD,16531707,active,ltd,,,2025-06-20,,2025-06-20,[73110],3 Bedford Road Hitchin United Kingdom SG5 3XH,,,
OCE SKELTON LIMITED,16531892,active,ltd,,,2025-06-20,,2025-06-20,[35110, 42220],Unit 1b Focus Four Letchworth Garden City England SG6 2TU,,,
ANDEAN EMERALD LIMITED,16525585,active,ltd,,,2025-06-18,,2025-06-18,[68100],1st Floor Spitalfields House, Stirling Way Borehamwood United Kingdom WD6 2FX,,,
ALBION SUSSEX CAPITAL PARTNERS LIMITED,16527157,active,ltd,,,2025-06-18,,2025-06-18,[64303],Belfry House Hertford England SG14 1BP,,,
HJM PROJECTS LTD,16528321,active,ltd,,,2025-06-19,,2025-06-19,[47990],50 Lyne Way Hemel Hempstead United Kingdom HP1 3PN,,,
JEK PROPS LTD,16529568,active,ltd,,,2025-06-19,,2025-06-19,[59111],Wellington House London Colney United Kingdom AL2 1HA,,,
HMP HOLLOWAY LTD,16513641,active,ltd,,,2025-06-12,,2025-06-12,[90030],6 Mill Lane Royston United Kingdom SG8 0DB,,,
LGR GLOBAL LIMITED,16522233,active,ltd,,,2025-06-17,,2025-06-17,[82990],Manufactory House Hertford England SG14 1BP,,,
GLOOOPAY LTD,16515625,active,ltd,,,2025-06-13,,2025-06-13,[70229],The Old Free School, Watford United Kingdom WD18 0BX,https://glooopay.com,info@glooopay.com,Confirmed
LIFEZONE HEALTH LIMITED,16521161,active,ltd,,,2025-06-16,,2025-06-16,[99999],1a Melbourn Street Royston United Kingdom SG8 7BP,,,
TITANS HOLDINGS LIMITED,16165154,active,ltd,,,2025-01-06,,2025-01-06,[82990],The Mews House Watford England WD17 2DQ,,,
BDB MANAGEMENT LIMITED,16515004,active,ltd,,,2025-06-12,,2025-06-12,[82990],Manufactory House Hertford England SG14 1BP,,,
RJC CONSULTING SERVICES LIMITED,16515655,active,ltd,,,2025-06-13,,2025-06-13,[70229],Manufactory House Hertford England SG14 1BP,,,
MY PLANET CAPITAL UK LIMITED,16517349,active,ltd,,,2025-06-13,,2025-06-13,[64209],Rear Of 17 Plantagenet Road Barnet United Kingdom EN5 5JG,,,
ALIKAR HOLDINGS LTD,16521603,active,ltd,,,2025-06-16,,2025-06-16,[68209],C/O Sobell Rhodes Llp The Kinetic Centre Elstree, Borehamwood United Kingdom WD6 4PJ,,,
OAKBRIDGE INVESTMENTS LTD,16541254,active,ltd,,,2025-06-25,,2025-06-25,[68100, 68209],105 Hempstead Road Watford United Kingdom WD17 3HE,,,
MDA CAR TRADERS LTD,16543954,active,ltd,,,2025-06-26,,2025-06-26,[45112],Imagine Hub Hemel Hempstead United Kingdom HP2 5SE,,,
CHARGE HUB LIMITED,16291536,active,ltd,,,2025-03-04,,2025-03-04,[43210],1 Beauchamp Court Barnet United Kingdom EN5 5TZ,,,
NIARA SOFTWARE SOLUTIONS LTD,16542117,active,ltd,,,2025-06-25,,2025-06-25,[82990],14 Corn Road Bishop's Stortford United Kingdom CM23 1FU,,,
DUOHIVES LTD,16476195,active,ltd,,,2025-05-27,,2025-05-27,[62012, 63110],20 Gilbertson Road Hertford United Kingdom SG13 7BE,,,
IMPACT 360 PRODUCTIONS LIMITED,16477701,active,ltd,,,2025-05-27,,2025-05-27,[32990, 52103, 63990, 74100],1 Beauchamp Court Barnet United Kingdom EN5 5TZ,https://www.impact360.uk,enquiries@impact360.uk,Likely
ALFA PROPSERV LTD,16471562,active,ltd,,,2025-05-23,,2025-05-23,[68201, 68209, 68320, 81100],2 Alva Way Watford United Kingdom WD19 5ED,,,
GIBBS CLOSE PROPERTY LIMITED,16472194,active,ltd,,,2025-05-23,,2025-05-23,[68100],Rear Of 17 Plantagenet Road Barnet United Kingdom EN5 5JG,,,
HANSLER LIMITED,16477516,active,ltd,,,2025-05-27,,2025-05-27,[82990],1st Floor, Spitalfields House Borehamwood England WD6 2FX,,,
NICHE DELIVERED LTD,16479512,active,ltd,,,2025-05-28,,2025-05-28,[56101],The Pinnacle Milton Keynes England MK9 1BP,,,
NOOR 786 HOLDINGS LTD,16552898,active,ltd,,,2025-07-01,,2025-07-01,[64209],The Pinnacle Milton Keynes England MK9 1BP,,,
AADITYA TRADING LIMITED,16549336,active,ltd,,,2025-06-30,,2025-06-30,[47190, 47260, 47290],5 Station Road St. Albans United Kingdom AL4 8BU,,,
LANDSEND PROPERTY LTD,16552774,active,ltd,,,2025-07-01,,2025-07-01,[41100],129b High Street Stevenage United Kingdom SG1 3HS,,,
WOODFORD ASSETS (OAKWOOD ROAD) LIMITED,16550129,active,ltd,,,2025-06-30,,2025-06-30,[68100],West Clayton Business Centre Chorleywood United Kingdom WD3 5EX,,,
HAPPY DAZE CARE LTD,16553093,active,ltd,,,2025-07-01,,2025-07-01,[87100, 87900],First Floor 7 Viewpoint Office Village Stevenage United Kingdom SG1 2EQ,,,
AASAKIRA LTD,16547036,active,ltd,,,2025-06-27,,2025-06-27,[85590, 85600],15 Davis Crescent Hitchin United Kingdom SG5 3RB,,,
HERTFORDSHIRE LOFT CONVERSIONS LIMITED,16547303,active,ltd,,,2025-06-27,,2025-06-27,[43290, 43999],12 West Street Ware United Kingdom SG12 9EE,,,
ARCHITECTURAL FRAMING LTD,16553516,active,ltd,,,2025-07-01,,2025-07-01,[25120],West Clayton Business Centre Chorleywood United Kingdom WD3 5EX,https://www.architectural-framing.co.uk,ask@architectural-framing.co.uk,Confirmed
MILKANDMANGO LTD,16579316,active,ltd,,,2025-07-14,,2025-07-14,[46450],Unit 1b Focus Four Letchworth Garden City England SG6 2TU,,,
CLEAR AID TRAINING LTD,16571068,active,ltd,,,2025-07-09,,2025-07-09,[96090],Unit 4 Grovelands Hemel Hempstead England HP2 7TE,https://clearaid.co.uk,info@clearaid.co.uk,Likely
AVORIN LTD,16571315,active,ltd,,,2025-07-09,,2025-07-09,[62012, 62020, 62090],3 Ross Drive Watford United Kingdom WD25 0BN,https://avorin.co.uk,hello@avorin.co.uk,Confirmed
MAES THERAPY INTERNATIONAL LTD,16573019,active,ltd,,,2025-07-10,,2025-07-10,[85320, 86900],159 High Street Barnet Hertfordshire United Kingdom EN5 5SU,https://maestherapy.com,general@maestherapy.com,Confirmed
THE GREAT BANQUET PARTNERS LIMITED,16583820,active,ltd,,,2025-07-15,,2025-07-15,[96090],C/O Pas Accountants, 2nd Floor Bushey England WD23 3HE,,,
KONGSGAARD LIMITED,16583830,active,ltd,,,2025-07-15,,2025-07-15,[70229],Wren House St Albans United Kingdom AL1 1NG,,,
BARD SUBSEA LTD,16583806,active,ltd,,,2025-07-15,,2025-07-15,[74909],Rear Of 17 Plantagenet Road Barnet United Kingdom EN5 5JG,,,
BROADLEY INVESTMENT HOLDINGS LIMITED,16571931,active,ltd,,,2025-07-09,,2025-07-09,[64209],5 Elstree Way Borehamwood England WD6 1JD,,,
SCIENCE DOME LIMITED,16573257,active,ltd,,,2025-07-10,,2025-07-10,[93290],Office 1, Surestore Stevenage Retail Park Stevenage United Kingdom SG1 1XZ,https://sciencedome.co.uk,info@sciencedome.co.uk,Confirmed
A CLARK LIMITED,16581157,active,ltd,,,2025-07-14,,2025-07-14,[82990],Manufactory House Hertford England SG14 1BP,,,
RAHMIR CLEANING LTD,16581473,active,ltd,,,2025-07-14,,2025-07-14,[81210, 81222, 81229, 81299],9 9 Heath Brow Hemel Hempstead England HP1 1JL,,,
KRISHENNA CONSULTING LIMITED,16583841,active,ltd,,,2025-07-15,,2025-07-15,[70229],1st Floor, 5 Century Court Watford England WD18 9PX,,,
CEDAR CREEK INK LTD,16570950,active,ltd,,,2025-07-09,,2025-07-09,[96090],Henham Lodge Chickney Road Bishop's Stortford United Kingdom CM22 6BG,,,
HARPTREE MORTGAGES LIMITED,16501624,active,ltd,,,2025-06-06,,2025-06-06,[64922, 65110],7 Yeomans Avenue Harpenden United Kingdom AL5 3EG,,,
BERTS AUTOS LTD,16584457,active,ltd,,,2025-07-15,,2025-07-15,[45200],Unit 4 The Arches Furmston Court Letchworth Garden City United Kingdom SG6 1UJ,https://bertsautos.co.uk,,Likely
DEABERRY LTD,16585606,active,ltd,,,2025-07-16,,2025-07-16,[68209],5 Wildwood Court Chorleywood United Kingdom WD3 5GG,,,
LPS PROPERTY REFURBISHMENTS LTD,16585970,active,ltd,,,2025-07-16,,2025-07-16,[43390],Unit 4 Grovelands Hemel Hempstead England HP2 7TE,,,
HILLTOP HOLDINGS (LONDON) LIMITED,16589476,active,ltd,,,2025-07-17,,2025-07-17,[64999],Unit 14 Hoddesdon Enterprise Centre Hoddesdon United Kingdom EN11 0FJ,,,
ARK23 PROPERTY LTD,16589836,active,ltd,,,2025-07-17,,2025-07-17,[68100],Unit 28 Hb Accountants Hoddesdon United Kingdom EN11 0LB,https://ark23.co.uk,info@ark23.co.uk,Likely
HERTFORD HOUSE BY TEWINBURY LIMITED,16596609,active,ltd,,,2025-07-21,,2025-07-21,[55100],Tewin Bury Farm B1000 Hertford Road Welwyn United Kingdom AL6 0JB,http://www.hertfordhouse.co.uk,,Confirmed
SOURDOUGH SOPHIA CROUCH END LTD,16587461,active,ltd,,,2025-07-16,,2025-07-16,[47240, 47290, 56102],159 High Street Barnet Hertfordshire United Kingdom EN5 5SU,https://sourdoughsophia.co.uk,hello@sourdoughsophia.co.uk,Confirmed
SUBLIME BUILD LIMITED,16587533,active,ltd,,,2025-07-16,,2025-07-16,[41100],1st Floor Office Tring United Kingdom HP23 5AL,,,
THE CULTURE CENTRE LIMITED,16585874,active,ltd,,,2025-07-16,,2025-07-16,[93290],7-8 Portmill Lane Hitchin England SG5 1DJ,,,
LUNA BUILD LTD,16596691,active,ltd,,,2025-07-21,,2025-07-21,[41201, 41202, 43999],81 Turners Hill Waltham Cross United Kingdom EN8 9BD,,,
LARGE BLUE LIMITED,16587492,active,ltd,,,2025-07-16,,2025-07-16,[01500],5 Elstree Gate Borehamwood United Kingdom WD6 1JD,,,
SKILLBOOST SOLUTIONS LIMITED,16589227,active,ltd,,,2025-07-17,,2025-07-17,[84120, 86900],25 Knightsfield Welwyn Garden City England AL8 7JE,,,
LUMINO LAND LTD,16468170,active,ltd,,,2025-05-22,,2025-05-22,[68310],Unit 4 Grovelands Hemel Hempstead England HP2 7TE,,,
HONEYMAN CLINICAL LIMITED,16593054,active,ltd,,,2025-07-18,,2025-07-18,[86900],159 High Street Barnet Hertfordshire United Kingdom EN5 5SU,https://www.drhoneyman.co.uk,lisa@drhoneyman.co.uk,Confirmed
MILES MITCHELL LTD,16593934,active,ltd,,,2025-07-20,,2025-07-20,[62012, 72200],Pheasantries Cottage Berkhamsted England HP4 2QF,,,
CORNDOG PRODUCTIONS LIMITED,16598823,active,ltd,,,2025-07-22,,2025-07-22,[63990],C/O Factotum Group Llp The Kinetic Centre Borehamwood England WD6 4PJ,https://corndog-productions.com,,Likely
NU-LINE DOMESTIC DECORATING SERVICES LTD,16601019,active,ltd,,,2025-07-23,,2025-07-23,[43341],First Floor 7 Viewpoint Office Village Stevenage United Kingdom SG1 2EQ,,,
AANDA S&M HOLDINGS LIMITED,16601880,active,ltd,,,2025-07-23,,2025-07-23,[86900, 96040],Regency House Barnet United Kingdom EN5 4BE,,,
NEXATRA LTD,16597810,active,ltd,,,2025-07-22,,2025-07-22,[62090],2nd Floor, Unicorn House Potters Bar United Kingdom EN6 1TL,,,
FINYTE LIMITED,16598685,active,ltd,,,2025-07-22,,2025-07-22,[71129],1st Floor, 5 Century Court Watford England WD18 9PX,https://finyte.io,,Likely
BAROUDI INVESTMENTS LTD,16600755,active,ltd,,,2025-07-23,,2025-07-23,[68209],Francis House 2 Park Road Barnet United Kingdom EN5 5RN,,,
GODS OF OUR MAKING LTD,16447516,active,ltd,,,2025-05-13,,2025-05-13,[10890, 90030],7-8 Portmill Lane Hitchin England SG5 1DJ,,,
LUXMAINTAIN PROPERTY SERVICES LTD,16614382,active,ltd,,,2025-07-29,,2025-07-29,[81210, 81221, 81222, 81299],10 Slowmans Close St Albans United Kingdom AL2 2DJ,,,
SEVI REAL ESTATE LTD,16614870,active,ltd,,,2025-07-30,,2025-07-30,[68310, 68320],207 Crescent Road Barnet England EN4 8SB,,,
OFFLEY GRANGE LIMITED,16604722,active,ltd,,,2025-07-24,,2025-07-24,[68209],Offley Grange Hitchin United Kingdom SG5 3ET,,,
PARKBURY HOUSE LTD,16605444,active,ltd,,,2025-07-24,,2025-07-24,[86210],Parkbury House Surgery St Albans United Kingdom AL1 3HD,http://www.parkburyhouse.nhs.uk,parkburyhouse.info@nhs.net,Confirmed
DILLY HOLDINGS LIMITED,16389057,active,ltd,,,2025-04-15,,2025-04-15,[64209],7-8 Portmill Lane Hitchin England SG5 1DJ,,,
CHARTR BOATS LTD,16307079,active,ltd,,,2025-03-11,,2025-03-11,[50100],7-8 Portmill Lane Hitchin England SG5 1DJ,https://www.chartr.co.uk,hello@chartr.co.uk,Confirmed
CJEXEC LTD,16611745,active,ltd,,,2025-07-29,,2025-07-29,[43999, 62020, 70229, 74909],29 Burnham Green Road Knebworth United Kingdom SG3 6SE,,,
GIOTAMBO INVESTMENTS LTD,16263620,active,ltd,,,2025-02-19,,2025-02-19,[68209],7-8 Portmill Lane Hitchin England SG5 1DJ,,,
JAMES FINN HOLDINGS LIMITED,16348576,active,ltd,,,2025-03-27,,2025-03-27,[64209],7-8 Portmill Lane Hitchin England SG5 1DJ,,,
GUEST HOLDING GROUP LTD,16387290,active,ltd,,,2025-04-15,,2025-04-15,[64209],7-8 Portmill Lane Hitchin England SG5 1DJ,,,
