company_name,company_number,company_status,company_type,company_subtype,dissolution_date,incorporation_date,removed_date,registered_date,nature_of_business,registered_office_address
DAISY EXPRESS LTD,16691146,active,ltd,,,2025-09-03,,2025-09-03,[47110],130 Shenley Road Borehamwood United Kingdom WD6 1EF
MY PATIENCE IS UN- LIMITED,16720938,active,ltd,,,2025-09-16,,2025-09-16,[86210],121 High Street St. Albans England AL4 0NN
STAINES TURKUAZ LIMITED,16717365,active,ltd,,,2025-09-15,,2025-09-15,[68209, 68320],81 Turners Hill Waltham Cross United Kingdom EN8 9BD
CL PICTURES LTD,16738711,active,ltd,,,2025-09-24,,2025-09-24,[90030],Building 15, Gateway 1000 Arlington Business Park Stevenage England SG1 2FP
ANDI'S E&C LTD,16706527,active,ltd,,,2025-09-09,,2025-09-09,[41202, 43210, 43290],First Floor 7 Viewpoint Office Village Stevenage United Kingdom SG1 2EQ
KAIROA LTD,16728435,active,ltd,,,2025-09-18,,2025-09-18,[62012],Business Incubation Centre Enterprise Hub Hatfield England AL10 9EU
FLOW REFORMER PILATES & WELLNESS LTD,16733764,active,ltd,,,2025-09-22,,2025-09-22,[86900],Unit 4 Grovelands Hemel Hempstead England HP2 7TE
HOGG PHYSIO LIMITED,16693758,active,ltd,,,2025-09-04,,2025-09-04,[86900],Fao Workwell Accountancy Ground Floor East - Hyde Watford England WD17 1JW
OPAL ASSOCIATES LIMITED,16718343,active,ltd,,,2025-09-15,,2025-09-15,[70229],Fao Workwell Accountancy Ground Floor East - Hyde Watford England WD17 1JW
DROID ENTERPRISES LIMITED,16724143,active,ltd,,,2025-09-17,,2025-09-17,[62020],Fao Workwell Accountancy Ground Floor East - Hyde Watford England WD17 1JW
ATHENA PROJECT PARTNERSHIP LTD,16686814,active,ltd,,,2025-09-01,,2025-09-01,[70229],C/O Ascot Drummond Devonshire House Borehamwood United Kingdom WD6 1QQ
G2 PROPERTIES LTD,16687475,active,ltd,,,2025-09-02,,2025-09-02,[68209],Hatton House Cheshunt United Kingdom EN8 0DW
SMART OFFSHORE SOLUTIONS LTD,16687557,active,ltd,,,2025-09-02,,2025-09-02,[70229, 74909, 82990],476 St Albans Road Watford United Kingdom WD24 6QU
CR ESCAPES LTD,16685504,active,ltd,,,2025-09-01,,2025-09-01,[79120],Wren House St. Albans United Kingdom AL1 1NG
ASCENSION GROUND PRODUCTIONS LTD,16683707,active,ltd,,,2025-09-01,,2025-09-01,[59112],188 Cotterells Hemel Hempstead United Kingdom HP1 1JW
BARIN ARCHITECTURAL & STRUCTURAL DESIGNS LIMITED,16692452,active,ltd,,,2025-09-03,,2025-09-03,[41202, 43999, 71111, 71129],14 Alwyn Close Elstree United Kingdom WD6 3LF
THE CALNAT GROUP LIMITED,16694348,active,ltd,,,2025-09-04,,2025-09-04,[68209],12 West Street Ware United Kingdom SG12 9EE
YAPI CONSTRUCTION LTD,16691937,active,ltd,,,2025-09-03,,2025-09-03,[43999],14 Rochford Close Broxbourne England EN10 6DL
HARBOURLINE UK LTD,16694227,active,ltd,,,2025-09-04,,2025-09-04,[45112, 45190],16 Crakers Mead Rosslyn Road Watford United Kingdom WD18 0JZ
CLOVERS COURT SIX MANAGEMENT LIMITED,16694695,active,ltd,,,2025-09-04,,2025-09-04,[68201, 68320],11 Clovers Court Rickmansworth United Kingdom WD3 5FD
ALLIORA CONSULTING LIMITED,16695309,active,ltd,,,2025-09-04,,2025-09-04,[70229, 71122],C/O Goodridge Accountants Limited Suite 3, Hitchin United Kingdom SG5 1NB
TRACK DISTRIBUTION LIMITED,16695731,active,ltd,,,2025-09-04,,2025-09-04,[46180],24 Church Street Rickmansworth United Kingdom WD3 1DD
CONSTRUCTIVA HOLDINGS LIMITED,16696998,active,ltd,,,2025-09-05,,2025-09-05,[64209],58 Meadway Barnet England EN5 5LB
YOS HEALTHCARE UK LTD,16698240,active,ltd,,,2025-09-05,,2025-09-05,[86900],Rear Of 17 Plantagenet Road Barnet United Kingdom EN5 5JG
WOOM BIKES UK LTD,16711777,active,ltd,,,2025-09-11,,2025-09-11,[47640],Unit 11 Canalside Northbridge Road Berkhamsted England HP4 1EG
BLUEWISPORNAMENTS LTD,16712476,active,ltd,,,2025-09-11,,2025-09-11,[47910],12 Wilbury Way, Hitchin Hertfordshire United Kingdom SG4 0TY
GERSHIELS (UK) LIMITED,16718752,active,ltd,,,2025-09-15,,2025-09-15,[74909],Suite 210 C/O Novus Partnership Limited Hemel Hempstead England HP2 7DX
OWEN THOMAS GROUP LTD,16714273,active,ltd,,,2025-09-12,,2025-09-12,[78109],Sas House Kings Langley United Kingdom WD4 9JB
GONO PREMIER PROPERTIES LTD,16721542,active,ltd,,,2025-09-16,,2025-09-16,[68209],Wellington House London Colney United Kingdom AL2 1HA
JWA SURVEYORS LTD,16712025,active,ltd,,,2025-09-11,,2025-09-11,[74902],56 Clear Crescent Royston England SG8 6JD
TRUE COMPANION CARE LIMITED,16713948,active,ltd,,,2025-09-12,,2025-09-12,[86900, 96090],70 Bournehall Avenue Bushey United Kingdom WD23 3BA
CARPET M LTD,16720756,active,ltd,,,2025-09-16,,2025-09-16,[81299],205 Gateshead Road Borehamwood United Kingdom WD6 5LN
LOGISTICS LAW LTD,16711067,active,ltd,,,2025-09-11,,2025-09-11,[85600],Belfry House Hertford England SG14 1BP
DATOO GROUP LTD,16722180,active,ltd,,,2025-09-16,,2025-09-16,[64209],5 Sandy Lodge Road Rickmansworth United Kingdom WD3 1LP
ETSM GAS LTD,16700232,active,ltd,,,2025-09-08,,2025-09-08,[43220],109 Broad Oak Way Stevenage England SG2 8RB
ROCKWELL CIRCLE LIMITED,16700859,active,ltd,,,2025-09-08,,2025-09-08,[96090],The Pinnacle Milton Keynes England MK9 1BP
LUMINA ELECTRICAL LIMITED,16705515,active,ltd,,,2025-09-09,,2025-09-09,[43210],C/O Factotum Group Llp The Kinetic Centre Borehamwood England WD6 4PJ
MATHANI LTD,16706794,active,ltd,,,2025-09-10,,2025-09-10,[62012, 70229],Unit 17, Orbital 25 Business Park Dwight Road Watford United Kingdom WD18 9DA
UVCVTM LIMITED,16707079,active,ltd,,,2025-09-10,,2025-09-10,[46690],7-8 Portmill Lane Hitchin England SG5 1DJ
NOVASCAPE SOLUTION LIMITED,16708745,active,ltd,,,2025-09-10,,2025-09-10,[71112],41 Comfrey Road Hitchin United Kingdom SG5 4ER
KG FIDUCIARY LIMITED,16708893,active,ltd,,,2025-09-10,,2025-09-10,[82990],Manufactory House Hertford England SG14 1BP
YY BUILDER LIMITED,16709252,active,ltd,,,2025-09-10,,2025-09-10,[81229],42 Noke Shot Harpenden England AL5 5HS
OPEN SPACES AND BRIDGES ADVISORY LTD,16705579,active,ltd,,,2025-09-09,,2025-09-09,[74909],68 Handleys Court Selden Hill Hertfordshire United Kingdom HP2 4FW
NUCORE DEVELOPMENTS LIMITED,16698671,active,ltd,,,2025-09-05,,2025-09-05,[41202],C/O Cooper Hathaway Limited Maple House Potters Bar England EN6 5BS
AMED CONSULTANCY LTD,16709315,active,ltd,,,2025-09-10,,2025-09-10,[70229, 79909, 86230, 86900],121 Kimptons Mead Potters Bar United Kingdom EN6 3HY
EC BURY SE LIMITED,16706136,active,ltd,,,2025-09-09,,2025-09-09,[56102],Broad House Old Hatfield England AL9 5BG
ICONIX GROVE LANE LTD,16723463,active,ltd,,,2025-09-17,,2025-09-17,[41100, 41202],31 Valley Road Rickmansworth United Kingdom WD3 4DT
JASANN PROPERTIES LIMITED,16724286,active,ltd,,,2025-09-17,,2025-09-17,[68100, 68209],2 North Close St Albans United Kingdom AL2 3HB
ARCHREALM ACTION DESIGN LIMITED,16724981,active,ltd,,,2025-09-17,,2025-09-17,[90020, 90030],12 West Street Ware United Kingdom SG12 9EE
MULBERRY DOOR HOLDINGS LTD,16726011,active,ltd,,,2025-09-18,,2025-09-18,[68209],1 Station Road Harpenden England AL5 4US
CMDRED LTD,16728274,active,ltd,,,2025-09-18,,2025-09-18,[62020],The Stables Hertford United Kingdom SG13 8PR
YOU SAUNA HITCHIN LIMITED,16729493,active,ltd,,,2025-09-19,,2025-09-19,[93130],First Floor Baldock United Kingdom SG7 6QQ
KATE TRANS LTD,16726171,active,ltd,,,2025-09-18,,2025-09-18,[49410],120 Parkhouse Court Hatfield United Kingdom AL10 9RA
SOPHOS CONSULTANCY LIMITED,16727108,active,ltd,,,2025-09-18,,2025-09-18,[93199],44a Exchange Road Stevenage England SG1 1PZ
CHECK FINANCIAL LIMITED,16727644,active,ltd,,,2025-09-18,,2025-09-18,[66220],12 Metro Centre Dwight Road Watford England WD18 9SS
A.D PROPERTY CONSULTING LIMITED,16727663,active,ltd,,,2025-09-18,,2025-09-18,[82990],1st Floor Sheraton House Chorleywood United Kingdom WD3 5LH
PETFLARERESIN LTD,16733803,active,ltd,,,2025-09-22,,2025-09-22,[47910],12 Wilbury Way, Hitchin Hertfordshire United Kingdom SG4 0TY
W.B. PROPERTY & DEVELOPMENTS LIMITED,16730458,active,ltd,,,2025-09-19,,2025-09-19,[82990],C/O Azr Limited, Catalyst House 720 Centennial Court Borehamwood United Kingdom WD6 3SY
SEASONS HOME INTERIORS LIMITED,16733662,active,ltd,,,2025-09-22,,2025-09-22,[95240],Manufactory House Hertford England SG14 1BP
FENCHURCH HOLDINGS LTD,16733640,active,ltd,,,2025-09-22,,2025-09-22,[68209],43 High Street Rickmansworth England WD3 1ET
NORTH CENTRAL HERTS SCHOOL OF DANCE LIMITED,16730316,active,ltd,,,2025-09-19,,2025-09-19,[90010],Building 15 Gateway 1000 Stevenage England SG1 2FP
H AND H ENGINEERING SERVICES LIMITED,16735494,active,ltd,,,2025-09-22,,2025-09-22,[74909],76 Grace Way Stevenage England SG1 5AD
S. BARKER TREE SURGERY LTD,16737113,active,ltd,,,2025-09-23,,2025-09-23,[81300],13 Arm And Sword Lane Old Hatfield United Kingdom AL9 5EH
FUTURES PSYCHOLOGY LTD,16725242,active,ltd,,,2025-09-17,,2025-09-17,[85600, 86900],4e The Lanterns Royston England SG8 7BX
CHEAP STORAGE (R&T) LIMITED,16742033,active,ltd,,,2025-09-25,,2025-09-25,[52103],Lake House Royston United Kingdom SG8 9JN
BANSARI FOODS LTD,16742228,active,ltd,,,2025-09-25,,2025-09-25,[46390],11 Town Centre Hatfield England AL10 0JZ
PROSOURCE ASSETS UK LIMITED,16735107,active,ltd,,,2025-09-22,,2025-09-22,[68100],Sas House Friarswood Kings Langley United Kingdom WD4 9JB
KL AUTO ENGINEERS LIMITED,16737384,active,ltd,,,2025-09-23,,2025-09-23,[33170, 45200],Office 20, Cp House, Watford England WD25 8HR
KK UNIVERSAL LIMITED,16737796,active,ltd,,,2025-09-23,,2025-09-23,[86900],1st Floor Office Tring United Kingdom HP23 5AL
NENIS TRADES LIMITED,16737579,active,ltd,,,2025-09-23,,2025-09-23,[46341],4th Floor Radius House Watford England WD17 1HP
LK EQUESTRIAN MANAGEMENT LTD,16738886,active,ltd,,,2025-09-24,,2025-09-24,[70229],24 Castle Street Berkhamsted United Kingdom HP4 2DW
MCM INVEST LIMITED,16750037,active,ltd,,,2025-09-29,,2025-09-29,[68209],45 Munden Grove Watford United Kingdom WD24 7EF
SIXTY HZ LTD,16750539,active,ltd,,,2025-09-29,,2025-09-29,[43210, 43290],Savinvest Arquen House St. Albans England AL3 4PQ
ZENS LIVINGS LTD,16750615,active,ltd,,,2025-09-29,,2025-09-29,[68100, 68209],Unit 4 Grovelands Hemel Hempstead United Kingdom HP2 7TE
MC DENT HOLDINGS LIMITED,16750781,active,ltd,,,2025-09-29,,2025-09-29,[64209],246 Church Hill Road East Barnet England EN4 8PH
MD3 RETAIL LTD,16751135,active,ltd,,,2025-09-29,,2025-09-29,[47110],C/O Michael Filiou Ltd Salisbury House Potters Bar England EN6 5AS
EMERALD FORGE LTD,16751964,active,ltd,,,2025-09-30,,2025-09-30,[43220],9 Lightswood Close Waltham Cross United Kingdom EN7 6XZ
BACK BEACH FITNESS LIMITED,16751977,active,ltd,,,2025-09-30,,2025-09-30,[93130],Unit 14 Hoddesdon Enterprise Centre Hoddesdon United Kingdom EN11 0FJ
THRIVE PR AND EVENTS LIMITED,16745404,active,ltd,,,2025-09-26,,2025-09-26,[96090],Manufactory House Hertford England SG14 1BP
ACCOUNTABILITY MEMBERSHIP CLUB LTD,16745962,active,ltd,,,2025-09-26,,2025-09-26,[94990],Office 4, 1st Floor Watford United Kingdom WD17 2DJ
BOLIDE TECHNOLOGY (UK) LIMITED,16745459,active,ltd,,,2025-09-26,,2025-09-26,[74909],4 Beech Ridge Harpenden United Kingdom AL5 3NJ
BIOGREEN INNOVATIONS LTD,16745682,active,ltd,,,2025-09-26,,2025-09-26,[46190, 46900, 70229],C/O Konsio Cca; 196 Watford England WD18 6PQ
MAQDAD HOLDINGS LTD,16748107,active,ltd,,,2025-09-29,,2025-09-29,[64209],C/O Michael Filiou Ltd Salisbury House Potters Bar England EN6 5AS
HARDING HORNBY LIMITED,16749072,active,ltd,,,2025-09-29,,2025-09-29,[82990],Suite 2c Brosnan House Potters Bar United Kingdom EN6 1BW
ALTMAN PROPERTY HOLDINGS LIMITED,16753117,active,ltd,,,2025-09-30,,2025-09-30,[64209],Longridge Common Lane Watford United Kingdom WD25 8EE
LAKEHOUSE PROPERTIES LIMITED,16753403,active,ltd,,,2025-09-30,,2025-09-30,[68209],Manufactory House Hertford England SG14 1BP
WARE PROPERTY LTD,16708122,active,ltd,,,2025-09-10,,2025-09-10,[68100],16 The Maltings Roydon Road Ware England SG12 8UU
JEMS COMMERCIAL INVESTMENTS LTD,16728586,active,ltd,,,2025-09-19,,2025-09-19,[68100, 68209],20 The Causeway Bishop's Stortford England CM23 2EJ
ELLEMTEE LTD,16740265,active,ltd,,,2025-09-24,,2025-09-24,[70229],11 Old Priory Park St. Albans United Kingdom AL1 1QF
DEVAILYTICS LIMITED,16743411,active,ltd,,,2025-09-25,,2025-09-25,[99999],15 Harwood Close Welwyn England AL6 0LF
MANNING & BOYCE BODYWORK REPAIR LTD,16743060,active,ltd,,,2025-09-25,,2025-09-25,[45200, 52103, 52290],2b Shakespeare Industrial Estate Watford United Kingdom WD24 5RR
VICTORY PLACE 401 LTD,16727650,active,ltd,,,2025-09-18,,2025-09-18,[68310],7-8 Portmill Lane Hitchin England SG5 1DJ
FUTURE VENDING LTD,16750105,active,ltd,,,2025-09-29,,2025-09-29,[46370],Unit 10 Maple Park Hoddesdon England EN11 0EX
CARRIER CONNECT LOGISTICS LIMITED,16752614,active,ltd,,,2025-09-30,,2025-09-30,[52290],49 Highfield Watford United Kingdom WD19 5DY
MTRONIX LIMITED,16750678,active,ltd,,,2025-09-29,,2025-09-29,[45200],Unit 2 Warrengate Farm Buildings Welwyn England AL6 0JD
LAWSON MAY LIMITED,16726616,active,ltd,,,2025-09-18,,2025-09-18,[70229],Unit 13a Church End Farm Church End Ware England SG11 2DY
RPM REAL ESTATE LTD,16693521,active,ltd,,,2025-09-04,,2025-09-04,[68310],159 High Street Barnet Hertfordshire United Kingdom EN5 5SU
OPTIMUM EX LTD,16739016,active,ltd,,,2025-09-24,,2025-09-24,[47730],215a Cuffley Place Sopers Road Potters Bar England EN6 4RY
CROSS CONSULTANCY LTD,16742239,active,ltd,,,2025-09-25,,2025-09-25,[70229, 79909, 82302, 82990],Unit 4 Grovelands Hemel Hempstead England HP2 7TE
WELCOME HOM LIMITED,16706285,active,ltd,,,2025-09-09,,2025-09-09,[68100, 68209, 68310, 68320],Fao Workwell Accountancy Ground Floor East - Hyde Watford England WD17 1JW
BBL HOLIDAYS LIMITED,16746148,active,ltd,,,2025-09-26,,2025-09-26,[55209, 68209],95 High Street Colney Heath St Albans United Kingdom AL4 0NS
