company_name,company_number,company_status,company_type,company_subtype,dissolution_date,incorporation_date,removed_date,registered_date,nature_of_business,registered_office_address
FOUR THEOBALD LTD,17121259,active,ltd,,,2026-03-27,,2026-03-27,[68100],159 High Street Barnet Hertfordshire United Kingdom EN5 5SU
HERTS AND HOMES DEVELOPMENTS LTD,17122193,active,ltd,,,2026-03-27,,2026-03-27,[41100],Wellington House London Colney United Kingdom AL2 1HA
TORTOISE PERFORMANCE APP LTD,17124008,active,ltd,,,2026-03-30,,2026-03-30,[85510],The Coach House Sawbridgeworth England CM21 9AE
EPICSASS LIMITED,17128431,active,ltd,,,2026-03-31,,2026-03-31,[64999, 65300],Unit 4 Stirling Court Yard Borehamwood England WD6 2FX
AIRPAY SOLUTIONS LIMITED,17124764,active,ltd,,,2026-03-30,,2026-03-30,[82990],Cart Lodge Harps Farm Great Hallingbury United Kingdom CM22 7TL
KNEBWORTH REFINISHING LIMITED,17128065,active,ltd,,,2026-03-31,,2026-03-31,[45200],Unit 1, Pound Farm Hollybush Lane Knebworth United Kingdom SG3 6RE
RMP COMMERCIAL SERVICES LTD,17106594,active,ltd,,,2026-03-20,,2026-03-20,[70229],102 Byng Drive Potters Bar England EN6 1UH
WELCOME HOME GROUP LTD,17111925,active,ltd,,,2026-03-24,,2026-03-24,[64209],271 High Street Berkhamsted England HP4 1AA
ROAM HOLDINGS LTD,17113183,active,ltd,,,2026-03-24,,2026-03-24,[62090],My Prestige Accountant Ltd, Suite B Elstree United Kingdom WD6 3BY
DOLLIN BUILDING SERVICES LTD,17114647,active,ltd,,,2026-03-25,,2026-03-25,[41202],Unit 4 Grovelands Hemel Hempstead United Kingdom HP2 7TE
CHUBBY BUILDERS LTD,17116148,active,ltd,,,2026-03-25,,2026-03-25,[41100, 68100],12a Skys Wood Road St Albans United Kingdom AL4 9NZ
GRIGGS CONSTRUCT LIMITED,17116350,active,ltd,,,2026-03-25,,2026-03-25,[41201],The Grain Yard Borehamwood England WD6 4DG
ACCA CHICKEN LIMITED,17105871,active,ltd,,,2026-03-20,,2026-03-20,[56102, 56103],7-8 Portmill Lane Hitchin England SG5 1DJ
GHS CONSULTANCY LIMITED,17108903,active,ltd,,,2026-03-23,,2026-03-23,[70229],A1 Golf Activity Centre, Arkley United Kingdom EN5 3HW
BULB CONSTRUCTION LIMITED,17109259,active,ltd,,,2026-03-23,,2026-03-23,[43999],Ashdon House Barnet United Kingdom EN5 5YL
GRAYS LINCOLN LTD,17110362,active,ltd,,,2026-03-23,,2026-03-23,[86900],Office 20, Cp House Watford England WD25 8HR
TM & GN CONSULTING LIMITED,17115276,active,ltd,,,2026-03-25,,2026-03-25,[62020, 70229, 71122, 71129],103 High Street Waltham Cross United Kingdom EN8 7AN
PADELBREAKS LIMITED,17072043,active,ltd,,,2026-03-05,,2026-03-05,[79120],Building 15 Gateway 1000 Stevenage United Kingdom SG1 2FP
ALORIAMO LIMITED,17110733,active,ltd,,,2026-03-23,,2026-03-23,[90030],C/O Expertax Limited Watford United Kingdom WD17 1JJ
SOUL SCRIPT PRESS LTD,17111718,active,ltd,,,2026-03-24,,2026-03-24,[58110, 85590],61 Bridge Street Kington, Hertfordshire United Kingdom HR5 3DJ
PARKER MCCALLUM HOLDINGS LIMITED,17114909,active,ltd,,,2026-03-25,,2026-03-25,[64209],7-8 Portmill Lane Hitchin England SG5 1DJ
NORMA HILL SMITH LIMITED,17115162,active,ltd,,,2026-03-25,,2026-03-25,[46160],147a High Street Waltham Cross England EN8 7AP
SUMMITCORE LTD,17105823,active,ltd,,,2026-03-20,,2026-03-20,[82990],Unit 18 Gateway 1000 Whittle Way Stevenage England SG1 2FP
HESTON RESIDENTIAL LTD,17105810,active,ltd,,,2026-03-20,,2026-03-20,[68320],2nd Floor, Unicorn House Potters Bar England EN6 1TL
JB FIRE AND ELECTRICAL LTD,17106592,active,ltd,,,2026-03-20,,2026-03-20,[43210],Unit 18 Gateway 1000 Whittle Way Stevenage England SG1 2FP
DAVID BROWN ACADEMY LTD,17111175,active,ltd,,,2026-03-23,,2026-03-23,[85590],Wren House St Albans United Kingdom AL1 1NG
PETER HARTNELL TRADING LIMITED,17105443,active,ltd,,,2026-03-20,,2026-03-20,[24410],Cherry House 9 Oakridge Avenue Hertfordshire England WD7 8EN
EC DERBY LIMITED,17112634,active,ltd,,,2026-03-24,,2026-03-24,[56102],Broad House Old Hatfield England AL9 5BG
FRANKS FORESTRY CONTRACTORS LTD,17129878,active,ltd,,,2026-03-31,,2026-03-31,[02100, 02200],64 Dalkeith Road Harpenden United Kingdom AL5 5PW
SILVALINE LTD,17128986,active,ltd,,,2026-03-31,,2026-03-31,[81299],12 Medlars Mead Bishop's Stortford United Kingdom CM22 7JB
TAYLOR BARNETT LIMITED,17129195,active,ltd,,,2026-03-31,,2026-03-31,[41202],7-8 Portmill Lane Hitchin England SG5 1DJ
CARR & CARR LIMITED,17083020,active,ltd,,,2026-03-10,,2026-03-10,[55209, 68209],147a High Street Waltham Cross England EN8 7AP
HERTS DIGITAL SOLUTION LTD,17085487,active,ltd,,,2026-03-11,,2026-03-11,[62020],55 Penn Road Rickmansworth England WD3 8QW
TEMPRO RECRUITMENT LIMITED,17118380,active,ltd,,,2026-03-26,,2026-03-26,[70229, 78109, 78200, 78300],Fao Workwell Accountancy Ground Floor East - Hyde Watford England WD17 1JW
KAIRO PARTNERS LTD,17069344,active,ltd,,,2026-03-04,,2026-03-04,[70229],Fao Workwell Accountancy Ground Floor East - Hyde Watford England WD17 1JW
URBAN KNOTS LIMITED,17063879,active,ltd,,,2026-03-02,,2026-03-02,[56290, 96090],Broad House 1 The Broadway Hatfield England AL9 5BG
LUMI AESTHETICA LIMITED,17071607,active,ltd,,,2026-03-04,,2026-03-04,[93130],Belfry House Hertford England SG14 1BP
LOWANS CONSULTING LTD,17072959,active,ltd,,,2026-03-05,,2026-03-05,[70229],Old Orchard Berkhamsted England HP4 2DH
CONFIDENT TRADING HUB LIMITED,17073642,active,ltd,,,2026-03-06,,2026-03-06,[82990],Unit 18 Gateway 1000 Whittle Way Stevenage England SG1 2FP
CC BRICKWORK LTD,17076985,active,ltd,,,2026-03-09,,2026-03-09,[41100],52 Deanscroft Knebworth United Kingdom SG3 6BB
EDI DIGITAL SOLUTIONS AND CONSULTANCY LIMITED,17078082,active,ltd,,,2026-03-09,,2026-03-09,[84120],46 Chalkdell Path Hertfordshire United Kingdom SG5 2LG
PAYNE’S PRESSURE WASHING AND ROOF CARE LTD,17079157,active,ltd,,,2026-03-09,,2026-03-09,[81222],17 Rowan Crescent Stevenage United Kingdom SG1 3SE
THE RICKMANSWORTH CLINIC LIMITED,17078052,active,ltd,,,2026-03-09,,2026-03-09,[86230],93-95 High Street Rickmansworth United Kingdom WD3 1EF
ELSTREE IMMERSIVE EXPERIENCE LTD,17079581,active,ltd,,,2026-03-09,,2026-03-09,[90040],Civic Offices Borehamwood United Kingdom WD6 1WA
MOA BIOTECH LTD,17073658,active,ltd,,,2026-03-06,,2026-03-06,[72110],1st Floor, 5 Century Court Watford England WD18 9PX
AMIYA HEALTHTECH LTD,17071680,active,ltd,,,2026-03-04,,2026-03-04,[62012],11-13 Hockerill Street Bishop's Stortford United Kingdom CM23 2DH
PRO UNITE LTD,17076793,active,ltd,,,2026-03-09,,2026-03-09,[70229],Office 20, Cp House Watford England WD25 8HR
WOMENS RADIO STATION LIMITED,17071939,active,ltd,,,2026-03-05,,2026-03-05,[82990],1 Beauchamp Court Barnet United Kingdom EN5 5TZ
CAREFIRST LOGISTICS LTD,17072058,active,ltd,,,2026-03-05,,2026-03-05,[88990],Unit 18 Gateway 1000 Whittle Way Stevenage England SG1 2FP
GIMENEZ & QUAYLE LTD,17074402,active,ltd,,,2026-03-06,,2026-03-06,[64209],Spitalfields House Borehamwood United Kingdom WD6 2FX
JTC28 LIMITED,17077646,active,ltd,,,2026-03-09,,2026-03-09,[68209],65 Knowl Piece Wilbury Way Hitchin England SG4 0TY
HEALTHY INNOVATIONS LIMITED,17092259,active,ltd,,,2026-03-16,,2026-03-16,[82990],Unit 18 Gateway 1000 Whittle Way Stevenage England SG1 2FP
ZTRIVE LIMITED,17092538,active,ltd,,,2026-03-16,,2026-03-16,[82990],1st Floor Spitalfields House Borehamwood England WD6 2FX
ICBS EDUCATIONAL CONSULTANTS LTD,17092530,active,ltd,,,2026-03-16,,2026-03-16,[85600],44 Ritcroft Street Hemel Hempstead United Kingdom HP3 8PF
SEKA GROUP LIMITED,17092610,active,ltd,,,2026-03-16,,2026-03-16,[43290, 71129],Office 25 John Dickinson Enterprise Centre, Stationers Place Hemel Hempstead England HP3 9QU
DIAL SELECT LIMITED,17092919,active,ltd,,,2026-03-16,,2026-03-16,[46190],Ashdon House Barnet England EN5 5YL
DAVIS&CO LTD,17093504,active,ltd,,,2026-03-16,,2026-03-16,[69201, 69203, 70221, 70229],Ellerd House Amenbury Lane Harpenden United Kingdom AL5 2EJ
OLYMPUS EXECUTIVE DRIVER SERVICES LTD,17094201,active,ltd,,,2026-03-16,,2026-03-16,[49320],Suite F47 Business & Technology Centre Stevenage United Kingdom SG1 2DX
ELCL PROPERTY LTD,17095556,active,ltd,,,2026-03-16,,2026-03-16,[68310],18 Rye Street Bishop's Stortford United Kingdom CM23 2HG
MAELOR PROPERTY HOLDINGS LTD,17096957,active,ltd,,,2026-03-17,,2026-03-17,[68100, 68209],1 Beauchamp Court Barnet United Kingdom EN5 5TZ
PARKER PROPERTY CONSTRUCTION LIMITED,17092875,active,ltd,,,2026-03-16,,2026-03-16,[41201, 41202],7-8 Portmill Lane Hitchin England SG5 1DJ
CLAUDEWORX LTD,17093242,active,ltd,,,2026-03-16,,2026-03-16,[62020],11 Dove Lane Potters Bar United Kingdom EN6 2SG
ZTRIVE TRAINING LIMITED,17093672,active,ltd,,,2026-03-16,,2026-03-16,[85590],1st Floor Spitalfields House Borehamwood United Kingdom WD6 2FX
HASBI RABBI LIMITED,17094035,active,ltd,,,2026-03-16,,2026-03-16,[68100, 68209, 68320],11 Telford Road St Albans United Kingdom AL2 1PG
COZIRA LIMITED,17094663,active,ltd,,,2026-03-16,,2026-03-16,[62012],C/O Pas Accountants Ltd, 2nd Floor 74-76 High Street Bushey United Kingdom WD23 3HE
KHORSAND PROPERTIES LTD,17078922,active,ltd,,,2026-03-09,,2026-03-09,[68100],15 Newmans Way Barnet United Kingdom EN4 0LP
NINOS PERFORMANCE LIMITED,17081595,active,ltd,,,2026-03-10,,2026-03-10,[45200],Unit 2 32-34 Station Close Potters Bar United Kingdom EN6 1TL
SIRA PROPERTY INVESTMENT LTD,17082683,active,ltd,,,2026-03-10,,2026-03-10,[68209],476 St Albans Road Watford United Kingdom WD24 6QU
TM CAMPS LTD,17083178,active,ltd,,,2026-03-10,,2026-03-10,[82990],1 Beauchamp Court Barnet United Kingdom EN5 5TZ
6A PROPERTY SERVICES LIMITED,17062356,active,ltd,,,2026-03-02,,2026-03-02,[68209],Building 1 St Cross Chambers Hoddeson United Kingdom EN11 8LQ
RW RESIDENTIAL INVESTMENTS LIMITED,17063389,active,ltd,,,2026-03-02,,2026-03-02,[68209],19 - 21 Middle Row Stevenage United Kingdom SG1 3AW
MM&MD LTD,17065948,active,ltd,,,2026-03-03,,2026-03-03,[49320],Rosedean House Barnet United Kingdom EN5 4DX
JAMES GERRARD CONSULTING LTD,17081508,active,ltd,,,2026-03-10,,2026-03-10,[82990],Unit 18 Gateway 1000 Whittle Way Stevenage England SG1 2FP
DERIVATIVE FLOW CONSULTING LTD,17083589,active,ltd,,,2026-03-10,,2026-03-10,[70221],5 Beadman Road Waltham Cross England EN8 9FR
HARBOUR PORSCHE LIMITED,17099028,active,ltd,,,2026-03-18,,2026-03-18,[45112],Pendragon House St. Albans England AL1 1LJ
PRIORY GAS COMMERCIAL HEATING LTD,17099454,active,ltd,,,2026-03-18,,2026-03-18,[33200, 43220],Suite H, Hollies House Potters Bar United Kingdom EN6 5BL
LAWN PADEL LTD,17098952,active,ltd,,,2026-03-17,,2026-03-17,[74909, 82301, 85510, 93199],Linkside Bishop's Stortford United Kingdom CM23 5HR
ENDURANCE LIMITS LIMITED,17099567,active,ltd,,,2026-03-18,,2026-03-18,[93199],C/O Gardian Accounting Ltd 4 Imperial Place Borehamwood England WD6 1JN
DRAM WISE CONSULTING LIMITED,17084346,active,ltd,,,2026-03-11,,2026-03-11,[70229],Unit 5 Swaker Yard Borehamwood England WD6 4SE
KEYSPACE COLLECTIVE LIMITED,17087389,active,ltd,,,2026-03-12,,2026-03-12,[68310],7-8 Portmill Lane Hitchin England SG5 1DJ
KENSINGTON HOLDINGS (LONDON) LTD,17088352,active,ltd,,,2026-03-12,,2026-03-12,[68100, 68209],81 Turners Hill Waltham Cross England EN8 9BD
COPPERLIGHT LTD,17089493,active,ltd,,,2026-03-13,,2026-03-13,[47990, 68209, 70229, 85590],11 Garden Court Welwyn Garden City England AL7 1BH
LV TATTOO COLLECTIVE LIMITED,17089914,active,ltd,,,2026-03-13,,2026-03-13,[96020],1 Beauchamp Court Barnet United Kingdom EN5 5TZ
HANLAR LIMITED,17090041,active,ltd,,,2026-03-13,,2026-03-13,[56103],193 Cell Barnes Lane Hertfordshire England AL1 5PX
CUFFLEY SELF STORAGE LTD,17090033,active,ltd,,,2026-03-13,,2026-03-13,[52103, 82990],C/O Michael Filiou Ltd, Salisbury House Potters Bar United Kingdom EN6 5AS
SWIM SHADY LIMITED,17085272,active,ltd,,,2026-03-11,,2026-03-11,[47910],8 Polaris Centre Welwyn Garden City England AL7 1AN
ISTRA HOLIDAYS LTD,17085632,active,ltd,,,2026-03-11,,2026-03-11,[73110, 79110],33 Shenleybury Cottages Shenley England WD7 9DJ
ZTRIVE GROUP LIMITED,17086589,active,ltd,,,2026-03-11,,2026-03-11,[64209],First Floor Spitalfields House Borehamwood United Kingdom WD6 2FX
WLHS HOLDINGS LTD,17087050,active,ltd,,,2026-03-12,,2026-03-12,[64209],C/O Sobell Rhodes Llp The Kinetic Centre Theobald Street Borehamwood United Kingdom WD6 4PJ
POCKET PROFIT LIMITED,17089777,active,ltd,,,2026-03-13,,2026-03-13,[82990],Unit 18 Gateway 1000 Whittle Way Stevenage England SG1 2FP
TALEA ZZ 2 LIMITED,17084900,active,ltd,,,2026-03-11,,2026-03-11,[64209],1st Floor, 5 Century Court Watford England WD18 9PX
KILBEY HEATING AND PLUMBING SERVICES LIMITED,17085919,active,ltd,,,2026-03-11,,2026-03-11,[43220],2nd Floor, Unicorn House Potters Bar England EN6 1TL
ESTATE AGENCY X LIMITED,17102631,active,ltd,,,2026-03-19,,2026-03-19,[82990],Unit 18 Gateway 1000 Whittle Way Stevenage England SG1 2FP
JL PHARMA CONSULTING LIMITED,17100918,active,ltd,,,2026-03-18,,2026-03-18,[70229],35 Rothamsted Avenue Harpenden United Kingdom AL5 2DN
FORMAS TRANSFORMATION GROUP LIMITED,17101726,active,ltd,,,2026-03-18,,2026-03-18,[82990],C/O Ake, Hoddesdon Enterprise Centre Hoddesdon England EN11 0FJ
AVOLARE GROUP LIMITED,17102705,active,ltd,,,2026-03-19,,2026-03-19,[64209],C/O Hillier Hopkins Llp First Floor, Radius House Watford United Kingdom WD17 1HP
THRUMI LTD,17103241,active,ltd,,,2026-03-19,,2026-03-19,[62012, 63990],5 Elstree Gate Borehamwood United Kingdom WD6 1JD
OKO SPORTSWEAR LIMITED,17103359,active,ltd,,,2026-03-19,,2026-03-19,[47910],1 Beauchamp Court Barnet United Kingdom EN5 5TZ
ALMAX FACILITIES MANAGEMENT LTD,17104883,active,ltd,,,2026-03-20,,2026-03-20,[70229],Sas House Friarswood Kings Langley United Kingdom WD4 9JB
MUK LONDON LIMITED,17105215,active,ltd,,,2026-03-20,,2026-03-20,[82990],C/O Michael Filiou Ltd, Salisbury House Potters Bar United Kingdom EN6 5AS
DJM BUILDING CONTRACTORS LIMITED,17105698,active,ltd,,,2026-03-20,,2026-03-20,[43390],81 Gaddesden Crescent Watford England WD25 9QU
HOMEMAP LTD,17105908,active,ltd,,,2026-03-20,,2026-03-20,[43210, 43220, 68320, 82990],5 Bevan Road Barnet United Kingdom EN4 9DZ
WINDRUSH COURT PROPERTY LIMITED,17106539,active,ltd,,,2026-03-20,,2026-03-20,[68209],Office 25 John Dickinson Enterprise Centre, Stationers Place Hemel Hempstead England HP3 9QU
AICA INVESTMENTS LIMITED,17108508,active,ltd,,,2026-03-23,,2026-03-23,[68100],C/O Ascot Drummond Devonshire House Borehamwood United Kingdom WD6 1QQ
AICA PROPERTY LIMITED,17108582,active,ltd,,,2026-03-23,,2026-03-23,[68100],C/O Ascot Drummond Devonshire House Borehamwood United Kingdom WD6 1QQ
FOSSE DIGITAL LIMITED,17071220,active,ltd,,,2026-03-04,,2026-03-04,[62020, 73110],4 Grenville Avenue Broxbourne England EN10 7DH
BROADSIGHT LABS LTD,17126211,active,ltd,,,2026-03-30,,2026-03-30,[58290, 62012, 62020, 63110],1 Tower House Hoddesdon England EN11 8UR
EJW ART LTD,17116878,active,ltd,,,2026-03-25,,2026-03-25,[90030],C/O Goodier Smith & Watts Devonshire House Borehamwood England WD6 1QQ
JAKE BINGHAM FARRIERY LIMITED,17117654,active,ltd,,,2026-03-26,,2026-03-26,[01629],Belfry House Hertford England SG14 1BP
OROMTOMAS LTD,17117913,active,ltd,,,2026-03-26,,2026-03-26,[41202, 43220, 43390],114 Trinity Lane Waltham Cross England EN8 7EN
BLOOM91 LIMITED,17110710,active,ltd,,,2026-03-23,,2026-03-23,[64209],7-8 Portmill Lane Hitchin England SG5 1DJ
STUDIO TSIM LTD,17116768,active,ltd,,,2026-03-25,,2026-03-25,[74100],C/O Goodier Smith & Watts Devonshire House Borehamwood England WD6 1QQ
RP ASSET INTEGRITY LTD,17120651,active,ltd,,,2026-03-27,,2026-03-27,[43390, 68320, 81100],Suite H, Hollies House Potters Bar United Kingdom EN6 5BL
STANMORE BUILDERS LTD,17120262,active,ltd,,,2026-03-27,,2026-03-27,[43390],C/O Goodier, Smith & Watts Devonshire House Borehamwood England WD6 1QQ
APEX888 LIMITED,17110691,active,ltd,,,2026-03-23,,2026-03-23,[64209],7-8 Portmill Lane Hitchin England SG5 1DJ
ANDREW FOREMAN GARDEN PLANTS LTD,17110754,active,ltd,,,2026-03-23,,2026-03-23,[46220, 47760],Unit 1b Focus Four Letchworth Garden City England SG6 2TU
HAPPY TAILS & TRAILS LTD,17111761,active,ltd,,,2026-03-24,,2026-03-24,[96090],1 Tudor Villas Cheshunt United Kingdom EN7 6SQ
DR TARA TRICOT LTD,17111755,active,ltd,,,2026-03-24,,2026-03-24,[86900],Unit 4 Stirling Court Yard Borehamwood England WD6 2FX
ROSEFIELD HOLDINGS LTD,17114612,active,ltd,,,2026-03-25,,2026-03-25,[64209],Sas House Friarswood Kings Langley United Kingdom WD4 9JB
G ADAMS FILMS LIMITED,17106386,active,ltd,,,2026-03-20,,2026-03-20,[82990],1 Beauchamp Court Barnet United Kingdom EN5 5TZ
VINCERE GROUP LTD,17117769,active,ltd,,,2026-03-26,,2026-03-26,[70229, 82990],47 North Drive Ware England SG11 1AR
LJW CHANGE LTD,17113893,active,ltd,,,2026-03-24,,2026-03-24,[70229],22 Chaucer Grove Borehamwood England WD6 2FF
CAFE TWELVE LIMITED,17114224,active,ltd,,,2026-03-24,,2026-03-24,[56101, 56102],20 Adele Avenue Welwyn United Kingdom AL6 0AU
KHH GROUP LTD,17114650,active,ltd,,,2026-03-25,,2026-03-25,[64209],Sas House Friarswood Kings Langley England WD4 9JB
LOMYA LTD,17065827,active,ltd,,,2026-03-02,,2026-03-02,[74909],22 Linton Avenue Borehamwood England WD6 4QZ
TALEA CARE 2 LIMITED,17067915,active,ltd,,,2026-03-03,,2026-03-03,[64209],1st Floor, 5 Century Court Watford England WD18 9PX
SENSIA TORSION HOLDCO LIMITED,17067841,active,ltd,,,2026-03-03,,2026-03-03,[87300],1st Floor 5 Century Court Watford United Kingdom WD18 9PX
CHIMNEY SMART LIMITED,17066653,active,ltd,,,2026-03-03,,2026-03-03,[99999],2 Tower House Hoddesdon United Kingdom EN11 8UR
MSI LONDON LTD,17068710,active,ltd,,,2026-03-03,,2026-03-03,[46470, 47599, 74100],Unit 1 8 Colonial Way Watford England WD24 4PT
STORTFORD STRATEGIC LIMITED,17069416,active,ltd,,,2026-03-04,,2026-03-04,[64999],The Chestnuts, Room 2 Brewers End Bishop's Stortford United Kingdom CM22 6QJ
A T BONE HOLDINGS LTD,17122491,active,ltd,,,2026-03-27,,2026-03-27,[64209],Clements Farm Brickendon Lane Hertford England SG13 8NS
MEGLOG LTD,17123815,active,ltd,,,2026-03-30,,2026-03-30,[86900],12 Fiddlebridge Industrial Centre Hatfield England AL10 0DE
OTISM LTD,17126409,active,ltd,,,2026-03-30,,2026-03-30,[86900],201b.3 Cardinal Point Park Road Rickmansworth England WD3 1RE
UK CARD TRADING CO LIMITED,17126125,active,ltd,,,2026-03-30,,2026-03-30,[47910, 47990],266-268 High Street Waltham Cross England EN8 7EA
CHILTON AURORA INVESTMENTS LIMITED,17127523,active,ltd,,,2026-03-31,,2026-03-31,[74990],Manufactory House Hertford England SG14 1BP
PAW VENTURES LTD,17121476,active,ltd,,,2026-03-27,,2026-03-27,[47190, 47910],122 Mill Green Road Welwyn Garden City United Kingdom AL7 3XE
REEL LIGHTING LTD,17129502,active,ltd,,,2026-03-31,,2026-03-31,[90020],C/O Cag Accounting Services Ltd, Imex Centre Hemel Hempstead United Kingdom HP2 7DX
ZIYA CLINICAL CONSULTING LTD,17123920,active,ltd,,,2026-03-30,,2026-03-30,[72190],27 Alban Row St Albans United Kingdom AL3 4DG
SABLEVERT LIMITED,17091520,active,ltd,,,2026-03-14,,2026-03-14,[18203],11 Greenleaf House Darkes Lane Potters Bar United Kingdom EN6 1AE
LAMBDA LIFTERS LTD,17103415,active,ltd,,,2026-03-19,,2026-03-19,[52290, 62012, 62020],St Christophers House Letchworth Garden City England SG6 1PT
OA IT LIMITED,17081441,active,ltd,,,2026-03-10,,2026-03-10,[62020],Fao Workwell Accountancy Ground Floor East - Hyde Watford England WD17 1JW
HRK CONSULTING LTD,17105018,active,ltd,,,2026-03-20,,2026-03-20,[70210, 70229, 82990, 85590],Fao Workwell Accountancy Ground Floor East - Hyde Watford England WD17 1JW
