company_name,company_number,company_status,company_type,company_subtype,dissolution_date,incorporation_date,removed_date,registered_date,nature_of_business,registered_office_address
IK ADVISORY LTD,16947603,active,ltd,,,2026-01-07,,2026-01-07,[70229],159 High Street Barnet Hertfordshire United Kingdom EN5 5SU
LAND INVEST 7 LIMITED,16960310,active,ltd,,,2026-01-13,,2026-01-13,[41100, 68100],215a Cuffley Place Sopers Road Potters Bar England EN6 4RY
AML CONSULTING LIMITED,16955063,active,ltd,,,2026-01-11,,2026-01-11,[82990],1 Beauchamp Court Barnet United Kingdom EN5 5TZ
PERFECT KEBAB & PIZZA LTD,16956962,active,ltd,,,2026-01-12,,2026-01-12,[56103],143 Uxbridge Road Rickmansworth England WD3 7DW
PARADIGM POTTERS BAR LIMITED,16957136,active,ltd,,,2026-01-12,,2026-01-12,[96020],24 Mount Pleasant Barnet England EN4 9HH
KATT88 LTD,16957651,active,ltd,,,2026-01-12,,2026-01-12,[56103],46 Aldenham Road Bushey United Kingdom WD23 2NA
MARKYATE INDIAN SPICE LTD,16957765,active,ltd,,,2026-01-12,,2026-01-12,[56101],73 High Street St. Albans United Kingdom AL3 8PJ
BACK OF HOUSE EVENTS LIMITED,16957853,active,ltd,,,2026-01-12,,2026-01-12,[70229],145-147 Hatfield Road St. Albans England AL1 4JY
MINOR DETAILS ROYSTON LTD,16948316,active,ltd,,,2026-01-07,,2026-01-07,[45112, 45200],The Io Centre, Unit 5 Whittle Way Stevenage United Kingdom SG1 2BD
HEATHER VIEW DAY NURSERY LTD,16949897,active,ltd,,,2026-01-08,,2026-01-08,[88910],Heather View Felden England HP3 0BG
DEER ARCHITECTS LIMITED,16951550,active,ltd,,,2026-01-08,,2026-01-08,[71111],2 Tower House Hoddesdon United Kingdom EN11 8UR
THE SIGNATURE SUITE LUXURY TOILET HIRE LIMITED,16948487,active,ltd,,,2026-01-07,,2026-01-07,[77390],44a Walkern Road Benington United Kingdom SG2 7LP
CHYPER SAAR LTD,16948634,active,ltd,,,2026-01-07,,2026-01-07,[47910],Rear Of 17 Plantagenet Road Barnet United Kingdom EN5 5JG
ROSEBERRY ROAD BS5 INVESTMENTS LTD,16948687,active,ltd,,,2026-01-07,,2026-01-07,[68100],Suite 127 186 St Albans Road Watford United Kingdom WD24 4AS
EC (S&A) LIMITED,16949344,active,ltd,,,2026-01-07,,2026-01-07,[56102],Broad House Old Hatfield England AL9 5BG
SIX EXHIBITION AND EVENTS MANAGEMENT LIMITED,16949334,active,ltd,,,2026-01-07,,2026-01-07,[70229],68c High Street Bassingbourn Royston United Kingdom SG8 5LF
EP SOUND LTD,16951092,active,ltd,,,2026-01-08,,2026-01-08,[33200, 90020],Avaland House 110 London Road Hemel Hempstead United Kingdom HP3 9SD
COVENTRY GAUGE LTD,16951409,active,ltd,,,2026-01-08,,2026-01-08,[28990],10 Prospect Place Welwyn England AL6 9EW
SAKABI LTD,16961974,active,ltd,,,2026-01-14,,2026-01-14,[64209],175 Mullway Letchworth Garden City United Kingdom SG6 4BD
KL TOWNHOUSE LTD,16962441,active,ltd,,,2026-01-14,,2026-01-14,[47290],C/O Goodier Smith & Watts Devonshire House Borehamwood England WD6 1QQ
EBSL LIMITED,16962501,active,ltd,,,2026-01-14,,2026-01-14,[68100],20 Greenhill Crescent Watford England WD18 8JA
RUGG & SON LTD,16962594,active,ltd,,,2026-01-14,,2026-01-14,[41100],Regency House Barnet United Kingdom EN5 4BE
214 BRECKNOCK ROAD LIMITED,16962871,active,ltd,,,2026-01-14,,2026-01-14,[68209],5 Yeomans Court Hertford United Kingdom SG13 7HJ
TRINITY MIDLANDS LTD,16963149,active,ltd,,,2026-01-14,,2026-01-14,[68100, 68209, 68320],Unit 4, Stirling Court Yard Borehamwood England WD6 2FX
HIDA BEMA LTD,16964740,active,ltd,,,2026-01-15,,2026-01-15,[68100, 68209],14 Lower Kings Road Berkhamsted England HP4 2AE
CIRCUIT BOARD ARCADE LIMITED,16964930,active,ltd,,,2026-01-15,,2026-01-15,[93290],Suite 3 Middlesex House Stevenage United Kingdom SG1 2EF
LAND INVEST 1 LIMITED,17002275,active,ltd,,,2026-01-30,,2026-01-30,[68100],215a Cuffley Place Sopers Road Potters Bar England EN6 4RY
HIRVA BHANU FOODS LTD,16998338,active,ltd,,,2026-01-29,,2026-01-29,[46341, 47110, 47620],78 Queens Road Watford United Kingdom WD17 2LA
DAWN WHITE LIMITED,16975463,active,ltd,,,2026-01-20,,2026-01-20,[69201],C/O Hillier Hopkins Llp First Floor, Radius House Watford United Kingdom WD17 1HP
ZINTRA HOLDINGS LIMITED,16995378,active,ltd,,,2026-01-28,,2026-01-28,[64209],Unit N7 Rd Park Hoddesdon England EN11 0FB
FLIP & SEAR ILFORD LTD,16980569,active,ltd,,,2026-01-22,,2026-01-22,[56103],Rear Of 17 Plantagenet Road Barnet United Kingdom EN5 5JG
PRIME PROPERTY REPAIRS LTD,16984038,active,ltd,,,2026-01-23,,2026-01-23,[43220, 96090],32 Hurst Drive Waltham Cross United Kingdom EN8 8DG
LEGACY MORTGAGE SERVICES LTD,16992964,active,ltd,,,2026-01-27,,2026-01-27,[82990],4 Grovelands Hemel Hempstead United Kingdom HP2 7TE
ANLA CONSULTING LTD,16982990,active,ltd,,,2026-01-23,,2026-01-23,[70229],C/O Dsco The Tower, The Maltings Ware United Kingdom SG12 9LR
CONTACT JOURNALISTS LTD,16972880,active,ltd,,,2026-01-19,,2026-01-19,[58141, 58142],206 Turners Hill Cheshunt Waltham Cross United Kingdom EN8 9DE
MJH VEHICLE MANAGEMENT LTD,16980505,active,ltd,,,2026-01-22,,2026-01-22,[82990],Unit 18 Gateway 1000 Whittle Way Stevenage England SG1 2FP
JORGYOGARAJAH LTD,16982255,active,ltd,,,2026-01-22,,2026-01-22,[82990],Unit 18 Gateway 1000 Whittle Way Stevenage England SG1 2FP
HARIKRUSHNA EXPORT IMPORT LTD,16984658,active,ltd,,,2026-01-23,,2026-01-23,[38320],11 Maryland Hatfield England AL10 8DY
SLEEK CHEEK PROPERTIES LTD,16993523,active,ltd,,,2026-01-28,,2026-01-28,[68100, 68209, 68320],65a High Street Stevenage England SG1 3AQ
ORLY RENEWABLES LTD,16980066,active,ltd,,,2026-01-22,,2026-01-22,[71122, 72190],201 Daniel Hall Bldg. Rothamsted Enterprises Harpenden United Kingdom AL5 2JQ
EUBEL CONSULTING LIMITED,16982963,active,ltd,,,2026-01-23,,2026-01-23,[62020],C/O Expertax Limited Watford United Kingdom WD17 1JJ
SOCIAL STRENGTH LIMITED,16990990,active,ltd,,,2026-01-27,,2026-01-27,[70229, 93199],12 West Street Ware United Kingdom SG12 9EE
ALMIRA IPG LIMITED,16992150,active,ltd,,,2026-01-27,,2026-01-27,[68100, 68209],81 Turners Hill Waltham Cross England EN8 9BD
PAL GENIE (UK) LTD,16993586,active,ltd,,,2026-01-28,,2026-01-28,[62012, 62020],1 Beauchamp Court Barnet United Kingdom EN5 5TZ
NUMERICAL FLUENCY HOLDINGS LIMITED,16965033,active,ltd,,,2026-01-15,,2026-01-15,[64209],7-8 Portmill Lane Hitchin England SG5 1DJ
ZERO ALCOHOL CO LTD,16979241,active,ltd,,,2026-01-21,,2026-01-21,[96090],The Red House C/O Pas Accountants, 2nd Floor Bushey England WD23 3HE
TGER PROPERTIES LIMITED,16967130,active,ltd,,,2026-01-16,,2026-01-16,[68100, 68209],C/O Reynolds National Distribution Centre Waltham Cross United Kingdom EN8 7RQ
GREEN ENERGI LIMITED,16975654,active,ltd,,,2026-01-20,,2026-01-20,[43210],1 Tower House Hoddesdon England EN11 8UR
THE WRITTEN REVERIE LIMITED,16967901,active,ltd,,,2026-01-16,,2026-01-16,[47910],8 The Drive Hatfield United Kingdom AL9 7BD
ASKIN EVENTS LIMITED,16972415,active,ltd,,,2026-01-19,,2026-01-19,[56210, 96090],81 Turners Hill Waltham Cross United Kingdom EN8 9BD
FSH REAL ESTATE LIMITED,16975817,active,ltd,,,2026-01-20,,2026-01-20,[68209],Unit 55, The Enterprise Centre Potters Bar United Kingdom EN6 3DQ
TBP TRADES LTD,16973311,active,ltd,,,2026-01-19,,2026-01-19,[43220, 43390],Unit 4 Grovelands Hemel Hempstead United Kingdom HP2 7TE
N.P.S TIME PIECES LTD,16975880,active,ltd,,,2026-01-20,,2026-01-20,[47770],Unit 4 First Floor Watford United Kingdom WD25 9EJ
FOUNDER ENTERPRISE LTD,16966918,active,ltd,,,2026-01-16,,2026-01-16,[47910],29 Orbital 25 Business Park Dwight Road Watford England WD18 9DA
THE JTHQ GROUP LTD,16967061,active,ltd,,,2026-01-16,,2026-01-16,[64209],Avaland House 110 London Road Hemel Hempstead United Kingdom HP3 9SD
MAKEUP BY ROSIE LTD,16972233,active,ltd,,,2026-01-19,,2026-01-19,[96020],First Floor 7 Viewpoint Office Village Stevenage United Kingdom SG1 2EQ
R3 CLINICAL ADVISORY LIMITED,16997807,active,ltd,,,2026-01-29,,2026-01-29,[86900],Pendragon House St. Albans England AL1 1LJ
LAND INVEST 6 LIMITED,17002516,active,ltd,,,2026-01-30,,2026-01-30,[41100, 68100],215a Cuffley Place Sopers Road Potters Bar England EN6 4RY
THE PV ACADEMY LTD,17002911,active,ltd,,,2026-01-30,,2026-01-30,[59112, 73110, 82302, 85600],6 Hazelbank Rickmansworth United Kingdom WD3 3EW
ALLEN HOUSE BUSINESS CENTRE LTD,17003997,active,ltd,,,2026-01-30,,2026-01-30,[99999],G2g Allen House The Maltings Sawbridgeworth United Kingdom CM21 9JX
SWOOP HOSPITALITY LIMITED,16995385,active,ltd,,,2026-01-28,,2026-01-28,[79909],Langley House Borehamwood United Kingdom WD6 4RT
AJC MANAGEMENT LTD,16997582,active,ltd,,,2026-01-29,,2026-01-29,[68209],Keepers Cottage Bayford United Kingdom SG13 8PJ
LAND INVEST 24 LIMITED,17002795,active,ltd,,,2026-01-30,,2026-01-30,[41100, 68100],215a Cuffley Place Sopers Road Potters Bar England EN6 4RY
LEGENDS MAN GROOMING LTD,16994247,active,ltd,,,2026-01-28,,2026-01-28,[96020],186 High Street London Colney St. Albans United Kingdom AL2 1JQ
YORKSHIRE CAR PARK HOLDINGS LTD,16995827,active,ltd,,,2026-01-28,,2026-01-28,[52219],159 High Street Barnet Hertfordshire United Kingdom EN5 5SU
ISAIAH 3218 PROPERTIES LTD,16998388,active,ltd,,,2026-01-29,,2026-01-29,[98000],Estate Office Estate Office Berkhamsted United Kingdom HP4 3TZ
CPB LETTINGS LIMITED,17005088,active,ltd,,,2026-01-31,,2026-01-31,[68209],12 West Street Ware United Kingdom SG12 9EE
LAND INVEST 27 LIMITED,17002866,active,ltd,,,2026-01-30,,2026-01-30,[41100, 68100],215a Cuffley Place Sopers Road Potters Bar England EN6 4RY
FB SPECIALIST ORTHOPAEDICS LTD,16993950,active,ltd,,,2026-01-28,,2026-01-28,[86900],Unit 4, Stirling Court Yard Borehamwood England WD6 2FX
LAND INVEST 3 LIMITED,17002559,active,ltd,,,2026-01-30,,2026-01-30,[41100, 68100],215a Cuffley Place Sopers Road Potters Bar England EN6 4RY
LAND INVEST 15 LIMITED,17002744,active,ltd,,,2026-01-30,,2026-01-30,[41100, 68100],215a Cuffley Place Sopers Road Potters Bar England EN6 4RY
LAND INVEST 30 LIMITED,17003131,active,ltd,,,2026-01-30,,2026-01-30,[41100, 68100],215a Cuffley Place Sopers Road Potters Bar England EN6 4RY
LAND INVEST 28 LIMITED,17003124,active,ltd,,,2026-01-30,,2026-01-30,[41100, 68100],215a Cuffley Place Sopers Road Potters Bar England EN6 4RY
AD HAIR 2026 LTD,17004170,active,ltd,,,2026-01-30,,2026-01-30,[96020],103 Mill Way Bushey United Kingdom WD23 2AE
SWEETCORN LIMITED,16998641,active,ltd,,,2026-01-29,,2026-01-29,[58110, 58190, 58290, 62012],44 New Road Hertford United Kingdom SG14 3JL
LAND INVEST 17 LIMITED,17002871,active,ltd,,,2026-01-30,,2026-01-30,[41100, 68100],215a Cuffley Place Sopers Road Potters Bar England EN6 4RY
DEVBLOCKS TECH LTD,16990175,active,ltd,,,2026-01-27,,2026-01-27,[62090],Maple House Potters Bar England EN6 5BS
CEYLONPEARLSEAFOOD LIMITED,16983457,active,ltd,,,2026-01-23,,2026-01-23,[46380],41 Red Hall Drive Hatfield United Kingdom AL10 9EG
MYOTECH GLOBAL LIMITED,16964265,active,ltd,,,2026-01-15,,2026-01-15,[82990],Building 18 Gateway 1000, Whittle Way Stevenage SG1 2FP
GENFORCE POWER LTD,16947989,active,ltd,,,2026-01-07,,2026-01-07,[33140, 43210, 77320, 82990],1 Tower House Hoddesdon England EN11 8UR
RKJMM NEWCASTLE LIMITED,17003880,active,ltd,,,2026-01-30,,2026-01-30,[68209],C/O Gardian Accounting Ltd 4 Imperial Place Borehamwood United Kingdom WD6 1JN
ZANEXMED BILLING LIMITED,16966804,active,ltd,,,2026-01-15,,2026-01-15,[62020, 82990],Unit B 243 Marlowed Hemel Hempstead United Kingdom HP1 1BL
AAA DISTRIBUTION LTD,16945507,active,ltd,,,2026-01-06,,2026-01-06,[52103],Fao Workwell Accountancy Ground Floor East - Hyde Watford England WD17 1JW
FUTUREBRIDGE SOLUTIONS LTD,16995290,active,ltd,,,2026-01-28,,2026-01-28,[70229],Fao Workwell Accountancy Ground Floor East - Hyde Watford England WD17 1JW
THEME PARK 101 LTD,16998861,active,ltd,,,2026-01-29,,2026-01-29,[59112],Fao Workwell Accountancy Ground Floor East - Hyde Watford England WD17 1JW
SECURE GLAZE & LOCKS LTD,16970815,active,ltd,,,2026-01-19,,2026-01-19,[43342],First Floor 7 Viewpoint Office Village Stevenage United Kingdom SG1 2EQ
PLATINUM LUXURY TRAVEL LTD,16958530,active,ltd,,,2026-01-12,,2026-01-12,[49320],42 Watling Street Centre 42 Business Centre Radlett England WD7 7NN
BARISTANLONDON LTD,16994130,active,ltd,,,2026-01-28,,2026-01-28,[70210, 73110, 82990],4-6 Spicer Street St. Albans England AL3 4PQ
