company_name,company_number,company_status,company_type,company_subtype,dissolution_date,incorporation_date,removed_date,registered_date,nature_of_business,registered_office_address
ANDREW BESWICK DESIGN LIMITED,17163734,active,ltd,,,2026-04-17,,2026-04-17,[74909],51 Pryor Road Baldock England SG7 6LH
COTTERDEN VALE LIMITED,17164128,active,ltd,,,2026-04-17,,2026-04-17,[87300],1 Lea Business Park Harpenden England AL5 5EQ
MILLFIELD GROUP HOLDINGS LIMITED,17164604,active,ltd,,,2026-04-17,,2026-04-17,[64209],12 West Street Ware United Kingdom SG12 9EE
WOMEN UNPAUSED LTD,17152971,active,ltd,,,2026-04-13,,2026-04-13,[63990],61 Bridge Street Kington United Kingdom HR5 3DJ
MARSHALLS PAVING AND LANDSCAPING LIMITED,17161819,active,ltd,,,2026-04-16,,2026-04-16,[71112, 81300],1st Floor Office Tring United Kingdom HP23 5AH
PARKING MIND LTD,17166527,active,ltd,,,2026-04-19,,2026-04-19,[62012],159 High Street Barnet Hertfordshire United Kingdom EN5 5SU
CHROMA CLEANERS LTD,17159466,active,ltd,,,2026-04-15,,2026-04-15,[81210, 81299],Ground Floor Kings House Watford England WD17 2EH
STONYHILLS WELLNESS LTD,17154341,active,ltd,,,2026-04-13,,2026-04-13,[86900],Unit 2 Stonyhills Industrial Estate Ware United Kingdom SG12 0HJ
NEWTONS GROUP LIMITED,17155649,active,ltd,,,2026-04-14,,2026-04-14,[71111],The Howarth Armsby Suite Studio House Cheshunt United Kingdom EN8 9SH
LAB CONSULTANCY LIMITED,17160857,active,ltd,,,2026-04-16,,2026-04-16,[70229],5 Elstree Gate Borehamwood United Kingdom WD6 1JD
ALLNEEDS INVESTMENTS LTD,17155876,active,ltd,,,2026-04-14,,2026-04-14,[64209],Unit 4 Travellers Lane Hertfordshire United Kingdom AL9 7HF
VITTA GEMINI LIMITED,17163403,active,ltd,,,2026-04-17,,2026-04-17,[64209],54 Newberries Avenue Radlett United Kingdom WD7 7EP
PBR SOLAR LTD,17163695,active,ltd,,,2026-04-17,,2026-04-17,[43210],Suite 1, Hardy House Berkhamsted United Kingdom HP4 1EF
KNK CONSULTANCY SERVICES LIMITED,17160655,active,ltd,,,2026-04-15,,2026-04-15,[82990],Office G5 Watford England WD25 8HR
JACKIE HEATH CONSULTING LTD,17145935,active,ltd,,,2026-04-09,,2026-04-09,[70229],Fao Workwell Accountancy Ground Floor East - Hyde Watford England WD17 1JW
MJS CAD LIMITED,17150871,active,ltd,,,2026-04-11,,2026-04-11,[71129],Fao Workwell Accountancy Ground Floor East - Hyde Watford England WD17 1JW
NGPR LIMITED,17158943,active,ltd,,,2026-04-15,,2026-04-15,[70210],Fao Workwell Accountancy Ground Floor East - Hyde Watford England WD17 1JW
MINDEN HEALTH AND FITNESS LIMITED,17176074,active,ltd,,,2026-04-23,,2026-04-23,[96040],12 West Street Ware United Kingdom SG12 9EE
NEXTPHASE ITSM CONSULTANTS LIMITED,17164182,active,ltd,,,2026-04-17,,2026-04-17,[62020],Fao Workwell Accountancy Ground Floor East - Hyde Watford England WD17 1JW
WYNN SINCLAIR LTD,17182681,active,ltd,,,2026-04-27,,2026-04-27,[78109],Fao Workwell Accountancy Ground Floor East - Hyde Watford England WD17 1JW
ETHOS HERTFORD LTD,17157949,active,ltd,,,2026-04-14,,2026-04-14,[93120],Belfry House Hertford England SG14 1BP
INTEGRAL PLUMBING AND HEATING LTD,17149175,active,ltd,,,2026-04-10,,2026-04-10,[43220],Unit 7, The Forum Tring England HP23 4JY
BAD PONY LTD,17185398,active,ltd,,,2026-04-28,,2026-04-28,[46900],Unit 4 Grovelands Hemel Hempstead United Kingdom HP2 7TE
KINDRED CLEARVIEW LIMITED,17178957,active,ltd,,,2026-04-24,,2026-04-24,[81221],122 Great North Road Hatfield England AL9 5JN
TOP SHELF HOLDINGS LIMITED,17176194,active,ltd,,,2026-04-23,,2026-04-23,[68209],122 Great North Road Hatfield England AL9 5JN
CARTER WRENN HOLDINGS LIMITED,17186699,active,ltd,,,2026-04-28,,2026-04-28,[68209],122 Great North Road Hatfield England AL9 5JN
NELIV LTD,17192971,active,ltd,,,2026-04-30,,2026-04-30,[70229],4 Grenville Avenue Broxbourne England EN10 7DH
AMERICRAFT (BOCA) LIMITED,17160443,active,ltd,,,2026-04-15,,2026-04-15,[82990],1st Floor, Spitalfields House Borehamwood England WD6 2FX
FRANCOIS VAN DER MERWE QUANTITY SURVEYOR & PROJECT CONSULTANTS LTD,17164441,active,ltd,,,2026-04-17,,2026-04-17,[74902],9 Darr's Lane Northchurch England HP4 3RH
SAINT ALBANS SPORTS LIMITED,17170132,active,ltd,,,2026-04-20,,2026-04-20,[93120],Barao Yard Saint Albans United Kingdom EN6 3PJ
AMERICRAFT (OPERATIONS) LIMITED,17157530,active,ltd,,,2026-04-14,,2026-04-14,[82990],1st Floor, Spitalfields House Borehamwood England WD6 2FX
KINGSLAND HOLDINGS LIMITED,17163418,active,ltd,,,2026-04-17,,2026-04-17,[86900],Wellswood House Borehamwood United Kingdom WD6 1PU
ANDREW GARDNER CONSULTING LTD,17163559,active,ltd,,,2026-04-17,,2026-04-17,[70229],C/O Expertax Limited Watford United Kingdom WD17 1JJ
BEDS AND BORDERS GARDENING COMPANY LIMITED,17163546,active,ltd,,,2026-04-17,,2026-04-17,[81300],Suite 9 30 Bancroft Hitchin United Kingdom SG5 1LE
IUORTY LTD,17169263,active,ltd,,,2026-04-20,,2026-04-20,[14190],24 Lonsdale Count Stevenage United Kingdom SG1 5EL
SHANS HOMES LIMITED,17161621,active,ltd,,,2026-04-16,,2026-04-16,[68209, 68320],1 Beauchamp Court Barnet United Kingdom EN5 5TZ
MK CONSTRUCTION AND GROUNDWORK LIMITED,17156902,active,ltd,,,2026-04-14,,2026-04-14,[43999],1st Floor Office Tring United Kingdom HP23 5AH
REELS ON WHEELS LTD,17160991,active,ltd,,,2026-04-16,,2026-04-16,[49390],68 Queenswood Crescent Watford United Kingdom WD25 7DQ
AFIA PROPERTY INVESTMENT LIMITED,17170573,active,ltd,,,2026-04-20,,2026-04-20,[68209],109 Abbots Road Abbots Langley England WD5 0BJ
OPEN SOURCE LTD,17159136,active,ltd,,,2026-04-15,,2026-04-15,[20420],4 Hilltop Redbourn St. Albans United Kingdom AL3 7JG
L&T DA LIMITED,17163867,active,ltd,,,2026-04-17,,2026-04-17,[68209],16 Mayflower Avenue Hemel Hempstead England HP2 4AE
PRIMUS LOCUS LIMITED,17165159,active,ltd,,,2026-04-17,,2026-04-17,[56210],C/O Hillier Hopkins Llp First Floor, Radius House Watford United Kingdom WD17 1HP
HOT PLATES PR LIMITED,17170631,active,ltd,,,2026-04-20,,2026-04-20,[70210],C/O Michael Filiou Ltd Salisbury House Potters Bar England EN6 5AS
COMPANY 0810 LTD,17164621,active,ltd,,,2026-04-17,,2026-04-17,[59112],Causeway House Bishop's Stortford United Kingdom CM23 3BT
KOOCX LIMITED,17169807,active,ltd,,,2026-04-20,,2026-04-20,[86900],Unit 4 Stirling Court Yard Borehamwood England WD6 2FX
VANCE MEDICAL FOODS LTD,17157853,active,ltd,,,2026-04-14,,2026-04-14,[47910],3a Chestnut House Shenley United Kingdom WD7 9AD
TRAILGRAZERS FARM SCHOOL LIMITED,17159848,active,ltd,,,2026-04-15,,2026-04-15,[85600],The Townhouse, Hertford England SG14 1AJ
STIRLING RESOLVE LTD,17170248,active,ltd,,,2026-04-20,,2026-04-20,[70229],159 High Street Barnet Hertfordshire United Kingdom EN5 5SU
AFIA GROUP LIMITED,17170371,active,ltd,,,2026-04-20,,2026-04-20,[64209],109 Abbots Road Abbots Langley England WD5 0BJ
CONCORDIA AC LIMITED,17154766,active,ltd,,,2026-04-13,,2026-04-13,[70229, 85590, 87900, 88990],Unit 2 32-34 Station Close Potters Bar United Kingdom EN6 1TL
WOODLANDS GARDEN SUPPLIERS LTD,17171928,active,ltd,,,2026-04-21,,2026-04-21,[46150],129b High Street Stevenage United Kingdom SG1 3HS
SPRING GENERATION LIMITED,17179602,active,ltd,,,2026-04-24,,2026-04-24,[70229],83 Scott Road Bishop's Stortford England CM23 3QN
NOCTUA FIRE & SECURITY LTD,17174300,active,ltd,,,2026-04-22,,2026-04-22,[80200, 84250],Janelle House Hertford England SG14 1QN
WILLOW WING CARE LTD,17177345,active,ltd,,,2026-04-23,,2026-04-23,[78109, 78200, 78300, 82110],39 Clarence Lodge Taverners Way Hoddesdon United Kingdom EN11 8TH
AST PROPERTY EXPERTS LTD,17175519,active,ltd,,,2026-04-23,,2026-04-23,[43390],First Floor 7 Viewpoint Office Village Stevenage United Kingdom SG1 2EQ
CG HOLDCO LTD,17175708,active,ltd,,,2026-04-23,,2026-04-23,[64209],17-21 Fore Street Hertford United Kingdom SG14 1DH
CMH MEDICAL AESTHETICS LTD,17178805,active,ltd,,,2026-04-24,,2026-04-24,[86220],West Clayton Business Centre Chorleywood United Kingdom WD3 5EX
SEAL4 LTD,17178801,active,ltd,,,2026-04-24,,2026-04-24,[68209],1 Beauchamp Court Barnet United Kingdom EN5 5TZ
BDE TRADING LIMITED,17182556,active,ltd,,,2026-04-27,,2026-04-27,[46470],Paynes Park Barn Hitchin United Kingdom SG5 1EH
JOANNE CHUNG LIMITED,17177507,active,ltd,,,2026-04-23,,2026-04-23,[64209],39 Lindsay Avenue Hitchin United Kingdom SG4 9JA
CENCROFT LIMITED,17179487,active,ltd,,,2026-04-24,,2026-04-24,[96020],Rivermill Court, Flat 2 Royston United Kingdom SG8 7BH
SYMPLY BALLOONS LIMITED,17175995,active,ltd,,,2026-04-23,,2026-04-23,[93290],12 Chapel Road Hitchin England SG4 8NU
D&H EXCAVATIONS LTD,17179329,active,ltd,,,2026-04-24,,2026-04-24,[43120],211 St. Agnells Lane Hemel Hempstead United Kingdom HP2 6EG
SIGMA369 LTD,17171817,active,ltd,,,2026-04-21,,2026-04-21,[82990],Unit 18 Gateway 1000 Whittle Way Stevenage England SG1 2FP
SJ3D SOLUTIONS LIMITED,17175015,active,ltd,,,2026-04-22,,2026-04-22,[18129],18-20 High Street Stevenage United Kingdom SG1 3EJ
LOS REYES LIMITED,17181605,active,ltd,,,2026-04-27,,2026-04-27,[56101],26 Oakfield Avenue Hitchin England SG4 9JB
WEARE8 MEDIA LTD,17166506,active,ltd,,,2026-04-19,,2026-04-19,[58290],Arquen House St. Albans England AL3 4PQ
FILM GRAPHIC SOLUTIONS LTD,17186053,active,ltd,,,2026-04-28,,2026-04-28,[59111, 74100],Wellington House London Colney United Kingdom AL2 1HA
C & J BENHAM LIMITED,17187161,active,ltd,,,2026-04-28,,2026-04-28,[64209],4 Hunting Gate Hertfordshire United Kingdom SG4 0TJ
BF ARGON LIMITED,17188295,active,ltd,,,2026-04-29,,2026-04-29,[68100],1 Beauchamp Court Barnet United Kingdom EN5 5TZ
FRERE SHILLINGTON LIMITED,17188608,active,ltd,,,2026-04-29,,2026-04-29,[41202],First Floor Hitchin United Kingdom SG5 1NQ
CGCP TRANSSPORT LIMITED,17191164,active,ltd,,,2026-04-30,,2026-04-30,[49410, 52290, 53202],201b.3 Cardinal Point Park Road Rickmansworth England WD3 1RE
SHOALCAP RURAL RESIDENTIAL LIMITED,17192382,active,ltd,,,2026-04-30,,2026-04-30,[41100, 68100, 68209],The Townhouse, Hertford United Kingdom SG14 1AJ
SHADOW LOCK LTD,17191576,active,ltd,,,2026-04-30,,2026-04-30,[47910, 47990, 80200],61 Gresley Close Welwyn Garden City United Kingdom AL8 7QA
BOWS SOCCER BUCKINGHAMSHIRE LTD,17188551,active,ltd,,,2026-04-29,,2026-04-29,[85510],Unit 2 Hillside Farm Hillside Farm Ware England SG12 9SH
PEEK PROPERTY LTD,17185819,active,ltd,,,2026-04-28,,2026-04-28,[55209, 68209],6 Westwick Close Hemel Hempstead United Kingdom HP2 4NH
MLP RESEARCH LIMITED,17185261,active,ltd,,,2026-04-28,,2026-04-28,[47910, 72110, 72190, 73200],1 Allied Business Centre Harpenden England AL5 4UT
JC FITNESS PERFORMANCE LIMITED,17185691,active,ltd,,,2026-04-28,,2026-04-28,[86900],45 Blenheim Way Stevenage United Kingdom SG2 8TD
SIAN INTERIORS LIMITED,17188881,active,ltd,,,2026-04-29,,2026-04-29,[74100],24 Church Street Rickmansworth United Kingdom WD3 1DD
UNBOUND MEN LIMITED,17192161,active,ltd,,,2026-04-30,,2026-04-30,[96090],2 Tower House Hoddesdon United Kingdom EN11 8UR
EXTREME DRAINAGE LTD,17137361,active,ltd,,,2026-04-06,,2026-04-06,[82990],110/112 Lancaster Road Barnet United Kingdom EN4 8AL
DAN TOWNSEND CABINETRY LIMITED,17130313,active,ltd,,,2026-04-01,,2026-04-01,[16230, 31020, 31090, 43320],Unit 2 32-34 Station Close Potters Bar United Kingdom EN6 1TL
GUT HEALTH UK LTD,17130572,active,ltd,,,2026-04-01,,2026-04-01,[86900],Unit 4 Stirling Court Yard Borehamwood England WD6 2FX
49 ALDENHAM ROAD LTD,17130626,active,ltd,,,2026-04-01,,2026-04-01,[68320, 98000],49 Aldenham Road Ltd Bushey United Kingdom WD23 2NB
LYCIUM PROPERTIES HOLDINGS LIMITED,17131720,active,ltd,,,2026-04-01,,2026-04-01,[64209],East Wing Goffs Oak House Goffs Oak United Kingdom EN7 5GE
FINFAIR CAPITAL LIMITED,17134580,active,ltd,,,2026-04-02,,2026-04-02,[70100],Manufactory House Hertford England SG14 1BP
LYCIUM PROPERTIES LIMITED,17131883,active,ltd,,,2026-04-01,,2026-04-01,[68100],East Wing Goffs Oak House Goffs Oak United Kingdom EN7 5GE
DRIVEPASS PRO UK LTD,17139961,active,ltd,,,2026-04-07,,2026-04-07,[99999],22 Ravenscroft Broxbourne United Kingdom EN10 7QD
ABBAS PROPERTIES AND INVESTMENT LTD,17147593,active,ltd,,,2026-04-09,,2026-04-09,[68100, 68209],15 Hobletts Road Hemel Hempstead United Kingdom HP2 5LS
BCB SALES CONSULTANCY LIMITED,17144281,active,ltd,,,2026-04-08,,2026-04-08,[62020],C/O Wis Accountancy - Unit 4 4, Imperial Place Borehamwood England WD6 1JN
VIEW SWELL LTD,17144800,active,ltd,,,2026-04-08,,2026-04-08,[59112],11-13 Hockerill Street Hertfordshire United Kingdom CM23 2DH
STATHAM AND SHERARD FREEHOLD COMPANY LIMITED,17145929,active,ltd,,,2026-04-09,,2026-04-09,[98000],C/O Hamilton Chase Barnet England EN5 5UZ
KENSINGTON INTL (UK) LTD,17144829,active,ltd,,,2026-04-08,,2026-04-08,[46310, 46320, 46380],Peng Liang 5 Elizabeth Close Barnet United Kingdom EN5 4DP
CORESPACE INTERIORS LTD,17150674,active,ltd,,,2026-04-11,,2026-04-11,[43999],67 King George Road Ware United Kingdom SG12 7DR
CHESS VALLEY ROOFING & CONSTRUCTION LTD,17151078,active,ltd,,,2026-04-11,,2026-04-11,[41201, 41202],Sas House Friarswood Kings Langley United Kingdom WD4 9JB
LRFH MAINTENANCE LTD,17151753,active,ltd,,,2026-04-11,,2026-04-11,[68320],Top Floor, Leeside Works Stanstead Abbotts United Kingdom SG12 8DL
AVIARY INSIGHTS LIMITED,17154347,active,ltd,,,2026-04-13,,2026-04-13,[70229],271 High Street Berkhamsted United Kingdom HP4 1AA
LWH CLINICAL LIMITED,17154378,active,ltd,,,2026-04-13,,2026-04-13,[71200, 72190, 86900],Unit 2 32-34 Station Close Potters Bar United Kingdom EN6 1TL
TPMG GROUP SERVICES LTD,17186373,active,ltd,,,2026-04-28,,2026-04-28,[82990],Cardinal Point Rickmansworth United Kingdom WD3 1RE
BARRA TRADER LIMITED,17146046,active,ltd,,,2026-04-09,,2026-04-09,[46900],29 Lower Park Crescent Hertfordshire England CM23 3PU
GOLDEN NOTE AGENCY LTD,17149921,active,ltd,,,2026-04-10,,2026-04-10,[74909, 90010],66 Bury Road Hemel Hempstead England HP1 1HW
R AND B CABLING LIMITED,17144058,active,ltd,,,2026-04-08,,2026-04-08,[43290, 82990, 96090],Office G5 Watford England WD25 8HR
WALLOW MALLOW LIMITED,17181584,active,ltd,,,2026-04-27,,2026-04-27,[62012, 62020],Fao Workwell Accountancy Ground Floor East - Hyde Watford England WD17 1JW
COOL CARROT LIMITED,17144723,active,ltd,,,2026-04-08,,2026-04-08,[47190],Fao Workwell Accountancy Ground Floor East - Hyde Watford England WD17 1JW
TRINITY OAKS PROPERTIES LTD,17163642,active,ltd,,,2026-04-17,,2026-04-17,[41100, 55209, 68100],C/O Sobell Rhodes Llp The Kinetic Centre Elstree, Borehamwood United Kingdom WD6 4PJ
ENVIROTYRE DISTRIBUTION LIMITED,17138883,active,ltd,,,2026-04-07,,2026-04-07,[45200, 45320],Faulkner House St Albans United Kingdom AL1 3SE
ETHOS UK HOLDINGS LTD,17137897,active,ltd,,,2026-04-06,,2026-04-06,[64209],Belfry House Hertford England SG14 1BP
ETHOS PROPERTY HOLDINGS LTD,17156884,active,ltd,,,2026-04-14,,2026-04-14,[68209],Belfry House Hertford England SG14 1BP
ETHOS CHESHUNT LTD,17149428,active,ltd,,,2026-04-10,,2026-04-10,[93120],Belfry House Hertford England SG14 1BP
THE MARKETING ADDITION LTD,17134615,active,ltd,,,2026-04-02,,2026-04-02,[73110],C/O Gardian Accounting Ltd 4 Imperial Place Borehamwood England WD6 1JN
